0	135.0	0.0	-0.085	-0.0848528137424	-0.000147186257614	760	321	1138	549
1	90	0.0	-0.085	0.0	0.035	761	317	787	722
2	90	0.0	-0.085	0.0	0.035	767	261	787	699
3	90	0.0	-0.085	0.0	0.035	805	326	812	735
4	45	0.0	-0.085	-0.12	-0.085	759	279	1242	294
5	18.0	0.0	-0.085	0.114126781955	-0.047917960675	791	293	216	479
6	54.0	0.0	-0.085	0.0705342302751	0.012082039325	760	295	517	647
7	90	0.0	-0.085	0.0	0.035	774	279	812	703
8	99.0	0.0	-0.085	-0.0187721358048	0.0335226008714	778	302	892	695
9	90	0.0	-0.085	0.0	0.035	780	325	785	695
10	90.0	0.0	-0.085	0.0	0.035	758	301	803	713
11	90	0.0	-0.085	0.0	0.035	762	319	793	707
12	180	0.0	-0.085	-0.12	-0.085	764	307	1260	310
13	180	0.0	-0.085	-0.12	-0.085	789	293	1255	292
14	135	0.0	-0.085	-0.12	-0.085	786	312	1270	314
15	90	0.0	-0.085	0.0	0.035	770	300	784	691
16	45.0	0.0	-0.085	0.0848528137424	-0.000147186257614	762	294	449	582
17	81.0	0.0	-0.085	0.0187721358048	0.0335226008714	781	295	741	727
18	162.0	0.0	-0.085	-0.114126781955	-0.047917960675	760	280	1238	418
19	27.0	0.0	-0.085	0.106920782903	-0.0305211400313	768	308	320	494
20	180.0	0.0	-0.085	-0.12	-0.085	776	295	1275	299
21	0	0.0	-0.085	0.12	-0.085	740	303	251	290
22	0	0.0	-0.085	0.12	-0.085	738	296	274	323
23	180	0.0	-0.085	-0.12	-0.085	745	285	1251	309
24	0	0.0	-0.085	0.12	-0.085	774	295	285	296
25	0	0.0	-0.085	0.12	-0.085	744	301	292	329
26	180	0.0	-0.085	-0.12	-0.085	745	321	1267	314
27	0.0	0.0	-0.085	0.12	-0.085	786	319	261	314
28	144.0	0.0	-0.085	-0.097082039325	-0.0144657697249	714	323	1155	549
29	117.0	0.0	-0.085	-0.0544788599687	0.0219207829026	763	324	1018	631
30	9.0	0.0	-0.085	0.118522600871	-0.0662278641952	789	309	278	353
31	171.0	0.0	-0.085	-0.118522600871	-0.0662278641952	766	331	1251	342
32	63.0	0.0	-0.085	0.0544788599687	0.0219207829026	768	316	552	640
33	153.0	0.0	-0.085	-0.106920782903	-0.0305211400313	765	311	1211	481
34	72.0	0.0	-0.085	0.037082039325	0.0291267819554	781	309	639	670
35	90	0.0	-0.085	0.0	0.035	764	299	812	645
36	108.0	0.0	-0.085	-0.037082039325	0.0291267819554	747	312	949	649
37	126.0	0.0	-0.085	-0.0705342302751	0.012082039325	755	296	1049	601
38	36.0	0.0	-0.085	0.097082039325	-0.0144657697249	758	280	370	534
39	90	0.0	-0.085	0.0	0.035	758	279	794	680
