46	42.6942760711	50	0.0	-0.085	0.088824	-0.003052	1101	0	1	13235
47	64.1168087119	90	0.0	-0.085	0.052463	0.023124	509	695	1	16846
48	140.755765842	130	0.0	-0.085	-0.094341	-0.007936	952	733	1	11145
49	48.5243326098	50	0.0	-0.085	0.079566	0.005010	501	733	1	5863
50	112.483821113	90	0.0	-0.085	-0.046472	0.027283	843	753	1	10598
51	161.205767794	130	0.0	-0.085	-0.116536	-0.045341	1157	538	1	16671
52	145.855053145	130	0.0	-0.085	-0.100819	-0.016625	1143	556	1	6739
53	79.1203376943	50	0.0	-0.085	0.023192	0.035665	544	733	1	2602
54	95.2407250102	90	0.0	-0.085	-0.011135	0.036397	813	782	1	2802
55	48.7186956073	50	0.0	-0.085	0.081352	0.007662	300	538	1	3363
56	139.774377657	130	0.0	-0.085	-0.094274	-0.005260	1154	537	1	2261
57	76.5980437983	90	0.0	-0.085	0.028488	0.034562	563	728	1	2667
58	146.266298849	130	0.0	-0.085	-0.101462	-0.017247	1173	569	1	3929
59	75.2288072526	50	0.0	-0.085	0.030651	0.031246	302	514	1	3033
60	123.869129425	90	0.0	-0.085	-0.069340	0.018309	969	753	1	3099
61	138.828331463	130	0.0	-0.085	-0.090498	-0.005854	1167	568	1	5811
62	105.916512346	90	0.0	-0.085	-0.033551	0.032653	939	680	1	2507
63	52.0818214517	50	0.0	-0.085	0.075068	0.011366	390	575	1	2847
118	131.223872556	130	0.0	-0.085	-0.080124	0.006448	1156	566	2	4234
119	82.6054564345	90	0.0	-0.085	0.015549	0.034810	556	719	2	3429
120	64.4319609351	50	0.0	-0.085	0.052256	0.024223	414	614	2	3113
121	62.4755779891	50	0.0	-0.085	0.056372	0.023177	307	525	2	2701
122	118.9253042	130	0.0	-0.085	-0.059183	0.022098	1062	664	2	3859
123	87.0098002851	90	0.0	-0.085	0.006287	0.035357	526	712	2	5370
124	109.818009467	90	0.0	-0.085	-0.041114	0.029086	811	796	2	3810
125	90.8893612087	50	0.0	-0.085	-0.001886	0.036493	510	690	2	3530
126	162.848702601	130	0.0	-0.085	-0.116606	-0.049013	982	759	2	11274
