"ID","agegroup","group","participant","block","trial","active_bool","handangle_deg","localization_deg","tapx_cm","tapy_cm","RT_ms"
"jc_2309","aging","aging_implicit",100,1,49,1,125.463019484614,129.107622096947,-6.65697236583025,11.4006876203533,8182
"jc_2309","aging","aging_implicit",100,1,51,1,24.0726800200541,10.8466270215452,10.3502276341697,5.40968762035333,7201
"jc_2309","aging","aging_implicit",100,1,52,1,66.1581399329205,60.5711668833705,4.46672763416975,10.1966876203533,6594
"jc_2309","aging","aging_implicit",100,1,53,1,108.926556538471,106.63337096263,-6.25197236583025,11.4006876203533,5511
"jc_2309","aging","aging_implicit",100,1,54,1,118.864087806139,117.61891962188,-6.84747236583025,11.4006876203533,5179
"jc_2309","aging","aging_implicit",100,1,55,1,111.915065617899,109.071963007416,-7.84787236583025,11.4006876203533,5409
"jc_2309","aging","aging_implicit",100,1,57,1,109.761361365638,107.442695689219,-5.89467236583025,11.4006876203533,6107
"jc_2309","aging","aging_implicit",100,1,60,1,100.709762398724,99.507820149235,-1.86922236583025,10.7416876203533,7358
"jc_2309","aging","aging_implicit",100,2,119,1,127.003981079575,131.958918589888,-4.87047236583025,11.4006876203533,5857
"jc_2309","aging","aging_implicit",100,2,120,1,53.3871939749229,40.4381989263468,6.44372763416975,11.4006876203533,5849
"jc_2309","aging","aging_implicit",100,2,121,1,90.8704228106197,88.0237594007564,-0.844982365830251,10.6556876203533,6753
"jc_2309","aging","aging_implicit",100,2,122,1,129.959090306505,136.314895234016,-5.94237236583025,10.9996876203533,4741
"jc_2309","aging","aging_implicit",100,2,123,1,56.6195346699973,46.7443294264615,7.25362763416975,10.7126876203533,4539
"jc_2309","aging","aging_implicit",100,2,124,1,134.255923261271,142.430161995603,-6.77607236583025,11.4006876203533,4816
"jc_2309","aging","aging_implicit",100,2,125,1,52.1482796205327,37.8643601035204,6.70582763416975,11.4006876203533,5137
"jc_2309","aging","aging_implicit",100,2,126,1,98.4848991900123,97.4347004488505,-0.368572365830251,11.4006876203533,4457
"jc_2309","aging","aging_implicit",100,2,127,1,58.0180778888357,48.7078192888061,6.27702763416975,11.4006876203533,4722
"jc_2309","aging","aging_implicit",100,2,128,1,145.696273749089,156.001826453957,-11.3255723658303,6.32698762035333,5116
"jc_2309","aging","aging_implicit",100,2,129,1,113.736270750632,111.041878007672,-6.10907236583025,11.4006876203533,4680
"jc_2309","aging","aging_implicit",100,2,130,1,89.493510124338,86.9402737324124,1.60842763416975,11.4006876203533,4506
"jc_2309","aging","aging_implicit",100,2,131,1,65.3548388298944,59.5017707500521,5.22892763416975,11.4006876203533,4699
"jc_2309","aging","aging_implicit",100,2,132,1,140.267028402209,149.045714554339,-10.5632723658303,7.67438762035333,4390
"jc_2309","aging","aging_implicit",100,2,133,1,63.3178309637789,57.1945535360869,5.99122763416975,8.70668762035333,4674
"jc_2309","aging","aging_implicit",100,2,134,1,139.183086400132,146.549047565414,-12.3497723658303,5.92568762035333,4769
"jc_2309","aging","aging_implicit",100,2,135,1,114.780623212415,112.103041754638,-6.29967236583025,11.4006876203533,4269
"jc_2309","aging","aging_implicit",100,3,191,1,99.0648281004752,97.1926213853071,-3.96537236583025,11.4006876203533,5929
"jc_2309","aging","aging_implicit",100,3,192,1,44.9949790753662,25.221208247634,13.3752276341698,4.52098762035333,5809
"jc_2309","aging","aging_implicit",100,3,193,1,80.8108749247833,74.5342242060485,-1.29755236583025,9.30868762035333,4581
"jc_2309","aging","aging_implicit",100,3,194,1,63.7334488608455,57.2779426537903,5.77682763416975,11.4006876203533,3535
"jc_2309","aging","aging_implicit",100,3,196,1,99.4102697851716,98.4274484259766,-0.606772365830251,11.4006876203533,3471
"jc_2309","aging","aging_implicit",100,3,197,1,125.852163909864,129.112050332658,-8.96737236583025,8.64868762035333,3891
"jc_2309","aging","aging_implicit",100,3,198,1,62.5696409857188,56.2845794793859,7.99202763416975,10.1106876203533,3699
"jc_2309","aging","aging_implicit",100,3,199,1,129.580919928436,134.302809497202,-12.0637723658302,6.84298762035333,3809
"jc_2309","aging","aging_implicit",100,3,200,1,51.8959603451813,39.1403409081302,10.7552276341697,6.69968762035333,5001
"jc_2309","aging","aging_implicit",100,3,202,1,132.230327341622,137.777103479661,-11.5160723658303,5.52438762035333,4399
"jc_2309","aging","aging_implicit",100,3,203,1,44.7766205268023,25.150091151185,12.9702276341697,3.54638762035333,4058
"jc_2309","aging","aging_implicit",100,3,205,1,90.9657691908277,88.8785819523014,1.77512763416975,11.4006876203533,4764
"jc_2309","aging","aging_implicit",100,3,206,1,124.10119210287,125.55359638684,-11.9927723658303,7.12968762035333,3849
"jc_2309","aging","aging_implicit",100,3,207,1,42.6610523486735,22.0691567625071,13.3752276341698,3.14498762035333,5014
"jc_2309","aging","aging_implicit",100,4,262,1,104.139214246301,103.001499145343,-2.29797236583025,11.4006876203533,7384
"jc_2309","aging","aging_implicit",100,4,263,1,116.56972819266,114.772996822403,-3.82237236583025,11.4006876203533,4917
"jc_2309","aging","aging_implicit",100,4,264,1,57.0265089903402,48.1881004359118,10.0642276341698,9.39468762035333,5105
"jc_2309","aging","aging_implicit",100,4,265,1,115.292077377693,112.896265363129,-4.89427236583025,11.4006876203533,6399
"jc_2309","aging","aging_implicit",100,4,266,1,60.6899345743706,53.3484472035142,8.82522763416975,11.4006876203533,4641
"jc_2309","aging","aging_implicit",100,4,267,1,90.1842757460235,87.1541106949549,-1.03554236583025,11.4006876203533,4282
"jc_2309","aging","aging_implicit",100,4,268,1,118.945280107787,118.186852586829,-3.94147236583025,11.4006876203533,4021
"jc_2309","aging","aging_implicit",100,4,269,1,43.3475791282929,22.8723101320349,13.3752276341698,3.48898762035333,4643
"jc_2309","aging","aging_implicit",100,4,270,1,121.811023641442,122.88967430302,-5.10867236583025,11.4006876203533,3965
"jc_2309","aging","aging_implicit",100,4,272,1,108.701260556916,106.873555354651,-3.94147236583025,11.4006876203533,4223
"jc_2309","aging","aging_implicit",100,4,273,1,117.505888162412,116.107901292971,-3.03637236583025,10.2826876203533,3880
"jc_2309","aging","aging_implicit",100,4,274,1,62.1286194025239,56.7739130137659,9.99322763416975,6.61368762035333,3754
"jc_2309","aging","aging_implicit",100,4,275,1,127.676054690529,131.752728402584,-9.70577236583025,7.15838762035333,4135
"jc_2309","aging","aging_implicit",100,4,276,1,92.0927858404028,89.7393308448357,-0.0112723658302507,11.4006876203533,3870
"jc_2309","aging","aging_implicit",100,4,278,1,96.0425886864824,95.1453119286514,2.13242763416975,11.4006876203533,4144
"jc_2309","aging","aging_implicit",100,4,279,1,117.730303605234,116.464963669304,-3.08397236583025,11.4006876203533,4054
"jc_2309","aging","aging_implicit",100,1,76,0,129.976462516142,136.565401356051,-5.18173443317622,11.9191605208929,4240
"jc_2309","aging","aging_implicit",100,1,77,0,112.758063482208,110.344457924613,-4.72918443317622,11.9191605208929,4017
"jc_2309","aging","aging_implicit",100,1,78,0,23.1617162789496,17.2194651197436,12.7301655668238,4.60946052089292,4154
"jc_2309","aging","aging_implicit",100,1,79,0,62.8187223230556,55.3139643630389,3.94106556682378,11.9191605208929,4142
"jc_2309","aging","aging_implicit",100,1,80,0,108.260264686557,106.731184245702,-2.91893443317622,11.9191605208929,3964
"jc_2309","aging","aging_implicit",100,1,81,0,119.698303970497,119.183320332521,-5.61053443317622,11.9191605208929,3446
"jc_2309","aging","aging_implicit",100,1,82,0,109.433184543714,107.450951193252,-4.46717443317622,11.9191605208929,3248
"jc_2309","aging","aging_implicit",100,1,84,0,110.715441870684,108.561817218801,-4.49099443317622,11.9191605208929,3008
"jc_2309","aging","aging_implicit",100,1,85,0,49.2114009002336,32.1364528496011,9.27616556682378,9.39716052089292,3608
"jc_2309","aging","aging_implicit",100,1,86,0,135.879396685276,144.116046202565,-8.56413443317622,10.0561605208929,3080
"jc_2309","aging","aging_implicit",100,1,87,0,99.0978921351554,97.3546833466434,-3.58585443317622,11.9191605208929,3441
"jc_2309","aging","aging_implicit",100,1,88,0,113.651603220769,111.413021457475,-3.25237443317622,11.5751605208929,3308
"jc_2309","aging","aging_implicit",100,1,89,0,54.8569331059118,43.3275896568927,6.06116556682378,10.7441605208929,3337
"jc_2309","aging","aging_implicit",100,1,90,0,68.8210436806906,64.6350233014384,5.51316556682378,11.4891605208929,3489
"jc_2309","aging","aging_implicit",100,2,146,0,127.851772650721,131.890718852382,-11.5653344331762,7.53316052089292,3992
"jc_2309","aging","aging_implicit",100,2,147,0,51.5526030283743,37.6071397893336,9.80116556682378,9.33916052089292,3580
"jc_2309","aging","aging_implicit",100,2,148,0,90.4902828459382,87.8721983667096,0.129965566823777,9.71216052089292,3786
"jc_2309","aging","aging_implicit",100,2,149,0,130.151682309528,136.533969068963,-6.84913443317622,11.9191605208929,3194
"jc_2309","aging","aging_implicit",100,2,150,0,55.1516983922053,44.6720821245706,8.22816556682378,9.02416052089292,3229
"jc_2309","aging","aging_implicit",100,2,151,0,135.657042814343,142.407485467523,-10.8031344331762,5.92816052089292,3389
"jc_2309","aging","aging_implicit",100,2,152,0,50.9174398572319,37.382674464285,11.3011655668238,5.52686052089292,3481
"jc_2309","aging","aging_implicit",100,2,153,0,97.1810925469018,94.7999582662254,-3.94314343317622,9.02416052089292,3611
"jc_2309","aging","aging_implicit",100,2,155,0,145.357462832362,155.153169258119,-12.0894344331762,6.55916052089292,3677
"jc_2309","aging","aging_implicit",100,2,156,0,112.074298147224,109.7051674808,-4.80064443317622,11.9191605208929,3497
"jc_2309","aging","aging_implicit",100,2,157,0,89.6862356675587,86.8428031909451,0.653965566823777,11.9191605208929,3201
"jc_2309","aging","aging_implicit",100,2,158,0,63.0768716061744,56.9217216681349,6.68016556682378,9.19616052089292,3149
"jc_2309","aging","aging_implicit",100,2,159,0,139.771982841335,147.30374985342,-12.8516344331762,6.30116052089292,3009
"jc_2309","aging","aging_implicit",100,2,161,0,138.14645998317,145.555101717553,-12.0179344331762,6.55916052089292,3079
"jc_2309","aging","aging_implicit",100,2,162,0,111.987261687431,109.910237447864,-2.79983443317622,10.7151605208929,3514
"jc_2309","aging","aging_implicit",100,3,217,0,116.628469819274,114.688452259061,-5.08643443317622,11.9191605208929,6351
"jc_2309","aging","aging_implicit",100,3,218,0,97.7675862120185,95.785513899115,-3.80022443317622,11.9191605208929,4314
"jc_2309","aging","aging_implicit",100,3,219,0,45.0202582906635,25.4470532643934,13.8261655668238,4.17946052089292,3238
"jc_2309","aging","aging_implicit",100,3,220,0,80.1121300789194,79.3443549915925,5.46556556682378,11.9191605208929,3544
"jc_2309","aging","aging_implicit",100,3,222,0,126.985063871443,130.606402016468,-11.5653344331762,8.16416052089292,3149
"jc_2309","aging","aging_implicit",100,3,223,0,98.9461987364481,97.8213882610114,-0.846634433176222,11.4031605208929,3050
"jc_2309","aging","aging_implicit",100,3,224,0,125.990093027583,129.115213324398,-10.0409344331762,7.99216052089292,3489
"jc_2309","aging","aging_implicit",100,3,226,0,128.925909969866,133.391519084804,-10.8507344331762,6.38716052089292,3289
"jc_2309","aging","aging_implicit",100,3,229,0,131.099980888709,136.857567591153,-9.99323443317622,7.87716052089292,3510
"jc_2309","aging","aging_implicit",100,3,231,0,89.3603872581215,87.2260196891953,2.84536556682378,10.7731605208929,3514
