"agegroup","group","ID","participant","active_bool","localizationshift_deg","localizationshift_sd"
"cntrl","handview","bs_3250",209,0,-25.2449952363635,1.129035250615
"cntrl","handview","bs_3250",209,1,-26.3169974697595,4.9361178264386
"cntrl","handview","bt_3251",210,0,-1.17740424371709,4.45901996652821
"cntrl","handview","bt_3251",210,1,-1.75654920046438,3.06854051586864
"cntrl","handview","bq_3248",211,0,0.737051172571083,2.4334373330873
"cntrl","handview","bq_3248",211,1,1.88402967176197,2.65674446416503
"cntrl","handview","bo_3246",212,0,-1.34993023724968,3.2786573926046
"cntrl","handview","bo_3246",212,1,-3.77841772626738,4.14001086841097
"cntrl","handview","cc_3261",213,0,2.97318511112312,0.99631524799061
"cntrl","handview","cc_3261",213,1,2.30731212107141,2.63967987794682
"cntrl","sEDS","s07",214,0,-5.10576236866582,6.04230608518258
"cntrl","sEDS","s07",214,1,-7.54420100613529,5.39458156807327
"cntrl","sEDS","s11",215,0,-5.10466799723976,5.7319969292381
"cntrl","sEDS","s11",215,1,-10.2078259148452,8.1864654758711
"cntrl","sEDS","s19",216,0,-4.59842738731927,5.8122745651973
"cntrl","sEDS","s19",216,1,-3.52324531053567,2.52137414646778
"cntrl","sEDS","s42",217,0,-11.3143778458453,4.02579678191962
"cntrl","sEDS","s42",217,1,-15.0132642477694,5.84694000625355
"cntrl","sEDS","s08",218,0,-6.2045693215269,1.79069400943695
"cntrl","sEDS","s08",218,1,-8.03469668506961,1.97072831561334
"cntrl","sEDS","s04",219,0,-14.0589585223466,3.51135788718936
"cntrl","sEDS","s04",219,1,-14.1725676150495,3.50712474634186
"cntrl","sEDS","s43",220,0,-0.135380418695095,2.4185215463201
"cntrl","sEDS","s43",220,1,-2.36839508482545,2.44467282783649
"cntrl","sEDS","s20",221,0,-9.89367501136964,5.72957649614728
"cntrl","sEDS","s20",221,1,-14.7636495332903,3.36618545662944
"cntrl","sEDS","s06",222,0,-9.21357894930172,3.51718196709933
"cntrl","sEDS","s06",222,1,-5.31945231436662,2.91152991446254
"cntrl","sEDS","s13",223,0,-6.13217075167216,1.83335265735991
"cntrl","sEDS","s13",223,1,-3.49107741131345,1.26568900777839
"cntrl","sEDS","s10",224,0,-5.09990082305709,3.85821470758395
"cntrl","sEDS","s10",224,1,-4.76177215236241,3.10789169292818
"cntrl","sEDS","s44",225,0,-0.805488746218755,3.8165742362371
"cntrl","sEDS","s44",225,1,-1.88587414687697,4.896142972096
"cntrl","sEDS","s45",226,0,-5.23081712098074,3.4151046412353
"cntrl","sEDS","s45",226,1,-8.5897265113776,2.04005248188642
