"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","participant","task"
1,90,0.3876,-8.9144,0.3876,-8.9144,528,395,0,-8.5,0,3.5,1,0,1,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,0.519,-9.0124,0.519,-9.0124,528,395,0,-8.5,0,3.5,1,0,21,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,0.8812,-9.2834,0.8812,-9.2834,528,395,0,-8.5,0,3.5,1,0,41,0,1,0,1,"tp_0210","align_explicit_train_selected"
1,90,1.3645,-9.6331,1.3645,-9.6331,528,395,0,-8.5,0,3.5,1,0,60,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,1.9144,-10.021,1.9144,-10.021,528,395,0,-8.5,0,3.5,1,0,80,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.5091,-10.426,2.5091,-10.426,528,395,0,-8.5,0,3.5,1,0,100,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,3.0216,-10.764,3.0216,-10.764,528,395,0,-8.5,0,3.5,1,0,120,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,3.3317,-10.964,3.3317,-10.964,528,395,0,-8.5,0,3.5,1,0,140,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,3.4295,-11.006,3.4295,-11.006,528,395,0,-8.5,0,3.5,1,0,160,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,3.3783,-10.947,3.3783,-10.947,528,395,0,-8.5,0,3.5,1,0,180,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,3.2616,-10.84,3.2616,-10.841,528,395,0,-8.5,0,3.5,1,0,200,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,3.1305,-10.722,3.1305,-10.722,528,395,0,-8.5,0,3.5,1,0,220,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,3.0027,-10.6,3.0027,-10.6,528,395,0,-8.5,0,3.5,1,0,240,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.8997,-10.5,2.8997,-10.5,528,395,0,-8.5,0,3.5,1,0,260,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.8548,-10.446,2.8548,-10.446,528,395,0,-8.5,0,3.5,1,0,280,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.8331,-10.422,2.8331,-10.422,528,395,0,-8.5,0,3.5,1,0,300,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.8229,-10.412,2.8229,-10.413,528,395,0,-8.5,0,3.5,1,0,320,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.8012,-10.401,2.8012,-10.401,528,395,0,-8.5,0,3.5,1,0,340,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.7781,-10.397,2.7781,-10.397,528,395,0,-8.5,0,3.5,1,0,360,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.7622,-10.392,2.7622,-10.392,528,395,0,-8.5,0,3.5,1,0,380,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.7405,-10.38,2.7405,-10.38,528,395,0,-8.5,0,3.5,1,0,401,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.7059,-10.362,2.7059,-10.362,528,395,0,-8.5,0,3.5,1,0,420,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.6856,-10.355,2.6856,-10.355,528,395,0,-8.5,0,3.5,1,0,440,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.6697,-10.35,2.6697,-10.35,528,395,0,-8.5,0,3.5,1,0,460,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.651,-10.336,2.651,-10.336,528,395,0,-8.5,0,3.5,1,0,480,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.638,-10.329,2.638,-10.329,528,395,0,-8.5,0,3.5,1,0,500,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.638,-10.329,2.638,-10.329,528,395,0,-8.5,0,3.5,1,0,520,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.6336,-10.327,2.6336,-10.327,528,395,0,-8.5,0,3.5,1,0,540,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.6264,-10.314,2.6264,-10.314,528,395,0,-8.5,0,3.5,1,0,560,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.6077,-10.3,2.6077,-10.3,528,395,0,-8.5,0,3.5,1,0,580,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.5832,-10.278,2.5832,-10.278,528,395,0,-8.5,0,3.5,1,0,600,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.5471,-10.254,2.5471,-10.254,528,395,0,-8.5,0,3.5,1,0,621,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.5053,-10.223,2.5053,-10.223,528,395,0,-8.5,0,3.5,1,0,641,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.4492,-10.179,2.4492,-10.179,528,395,0,-8.5,0,3.5,1,0,660,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.396,-10.133,2.396,-10.133,528,395,0,-8.5,0,3.5,1,0,680,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.3443,-10.092,2.3443,-10.092,528,395,0,-8.5,0,3.5,1,0,700,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.2782,-10.038,2.2782,-10.038,528,395,0,-8.5,0,3.5,1,0,720,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.2051,-9.9721,2.2051,-9.9721,528,395,0,-8.5,0,3.5,1,0,740,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,2.1078,-9.8835,2.1078,-9.8835,528,395,0,-8.5,0,3.5,1,0,760,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,1.9863,-9.7724,1.9863,-9.7724,528,395,0,-8.5,0,3.5,1,0,780,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,1.8367,-9.6358,1.8367,-9.6358,528,395,0,-8.5,0,3.5,1,0,800,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,1.6719,-9.468,1.6719,-9.468,528,395,0,-8.5,0,3.5,1,0,820,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,1.5149,-9.2861,1.5149,-9.2861,528,395,0,-8.5,0,3.5,1,0,840,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,1.3528,-9.0823,1.3528,-9.0823,528,395,0,-8.5,0,3.5,1,0,860,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,1.2409,-8.8763,1.2409,-8.8763,528,395,0,-8.5,0,3.5,1,0,880,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,1.1634,-8.6503,1.1634,-8.6503,528,395,0,-8.5,0,3.5,1,0,900,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,1.1548,-8.4297,1.1548,-8.4297,528,395,0,-8.5,0,3.5,1,0,920,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,1.2176,-8.2122,1.2176,-8.2122,528,395,0,-8.5,0,3.5,1,0,940,0,1,0,0,"tp_0210","align_explicit_train_selected"
1,90,1.3481,-7.987,1.3481,-7.987,528,395,0,-8.5,0,3.5,1,0,960,0,1,0,0,"tp_0210","align_explicit_train_selected"
