"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","participant","task","new_targety","new_target_angle","relative_cursory","pv_angle_OG","pv_angle","isoutlier","subject"
3,45,4.5435,-5.6823,4.5435,-5.6823,528,395,0,-8.5,8.4853,-0.014719,1,0,700,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,44.9999358525315,2.8177,31.8055619128777,13.1944380871223,FALSE,"sk_0209"
4,90,0.6332,-4.0155,0.6332,-4.0155,528,395,0,-8.5,0,3.5,1,0,561,1,1,0,1,"sk_0209","align_explicit_train_selected",12,90,4.4845,81.9631103060428,8.03688969395718,FALSE,"sk_0209"
5,135,-4.438,-5.7449,-4.438,-5.7449,528,395,0,-8.5,-8.4853,-0.014719,1,0,580,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,135.000064147469,2.7551,148.16808657516,-13.1680865751605,FALSE,"sk_0209"
6,45,3.0725,-6.4459,3.0725,-6.4459,528,395,0,-8.5,8.4853,-0.014719,1,0,660,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,44.9999358525315,2.0541,33.7644513428674,11.2355486571326,FALSE,"sk_0209"
7,135,-4.1002,-5.7206,-4.1002,-5.7206,528,395,0,-8.5,-8.4853,-0.014719,1,0,580,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,135.000064147469,2.7794,145.867857054808,-10.8678570548084,FALSE,"sk_0209"
8,90,-0.1153,-2.2778,-0.1153,-2.2778,528,395,0,-8.5,0,3.5,1,0,681,1,1,0,1,"sk_0209","align_explicit_train_selected",12,90,6.2222,91.0615935513288,-1.0615935513288,FALSE,"sk_0209"
10,135,-2.2281,-4.2876,-2.2281,-4.2876,528,395,0,-8.5,-8.4853,-0.014719,1,0,480,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,135.000064147469,4.2124,117.876081325132,17.1239186748677,FALSE,"sk_0209"
11,90,-0.4424,-5.331,-0.4424,-5.331,528,395,0,-8.5,0,3.5,1,0,501,1,1,0,1,"sk_0209","align_explicit_train_selected",12,90,3.169,97.9472661948303,-7.94726619483035,FALSE,"sk_0209"
12,45,5.453,-4.3098,5.453,-4.3098,528,395,0,-8.5,8.4853,-0.014719,1,0,561,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,44.9999358525315,4.1902,37.5394338738317,7.46056612616835,FALSE,"sk_0209"
13,45,4.3011,-4.8073,4.3011,-4.8073,528,395,0,-8.5,8.4853,-0.014719,1,0,580,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,44.9999358525315,3.6927,40.6476672070254,4.35233279297461,FALSE,"sk_0209"
14,135,-4.8041,-5.6036,-4.8041,-5.6036,528,395,0,-8.5,-8.4853,-0.014719,1,0,441,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,135.000064147469,2.8964,148.914154002484,-13.9141540024844,FALSE,"sk_0209"
15,90,-0.1302,-4.0356,-0.1302,-4.0356,528,395,0,-8.5,0,3.5,1,0,481,1,1,0,1,"sk_0209","align_explicit_train_selected",12,90,4.4644,91.6705036695167,-1.67050366951666,FALSE,"sk_0209"
16,90,-0.9568,-2.9808,-0.9568,-2.9808,528,395,0,-8.5,0,3.5,1,0,580,1,1,0,1,"sk_0209","align_explicit_train_selected",12,90,5.5192,99.8349614930379,-9.83496149303789,FALSE,"sk_0209"
17,45,3.1725,-4.8194,3.1725,-4.8194,528,395,0,-8.5,8.4853,-0.014719,1,0,440,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,44.9999358525315,3.6806,49.2402442891302,-4.24024428913025,FALSE,"sk_0209"
18,135,-3.6364,-5.9215,-3.6364,-5.9215,528,395,0,-8.5,-8.4853,-0.014719,1,0,380,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,135.000064147469,2.5785,144.660293396967,-9.66029339696729,FALSE,"sk_0209"
19,135,-3.8612,-5.8706,-3.8612,-5.8706,528,395,0,-8.5,-8.4853,-0.014719,1,0,480,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,135.000064147469,2.6294,145.74591942384,-10.7459194238396,FALSE,"sk_0209"
20,90,-0.63,-2.0694,-0.63,-2.0694,528,395,0,-8.5,0,3.5,1,0,701,1,1,0,1,"sk_0209","align_explicit_train_selected",12,90,6.4306,95.5953593886522,-5.59535938865216,FALSE,"sk_0209"
21,45,4.1731,-5.0589,4.1731,-5.0589,528,395,0,-8.5,8.4853,-0.014719,1,0,560,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,44.9999358525315,3.4411,39.5086791267125,5.49132087328748,FALSE,"sk_0209"
22,45,4.8314,-5.3887,4.8314,-5.3887,528,395,0,-8.5,8.4853,-0.014719,1,0,520,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,44.9999358525315,3.1113,32.7805159119289,12.2194840880711,FALSE,"sk_0209"
23,90,-0.3476,-3.0278,-0.3476,-3.0278,528,395,0,-8.5,0,3.5,1,0,501,1,1,0,1,"sk_0209","align_explicit_train_selected",12,90,5.4722,93.6346060218891,-3.63460602188913,FALSE,"sk_0209"
24,135,-4.1117,-5.3417,-4.1117,-5.3417,528,395,0,-8.5,-8.4853,-0.014719,1,0,460,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,135.000064147469,3.1583,142.471228939502,-7.47122893950217,FALSE,"sk_0209"
25,135,-3.4443,-5.5515,-3.4443,-5.5515,528,395,0,-8.5,-8.4853,-0.014719,1,0,460,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,135.000064147469,2.9485,139.434754138457,-4.43475413845721,FALSE,"sk_0209"
26,45,3.6844,-5.6345,3.6844,-5.6345,528,395,0,-8.5,8.4853,-0.014719,1,0,480,1,1,0,1,"sk_0209","align_explicit_train_selected",8.485281,44.9999358525315,2.8655,37.8735840424434,7.1264159575566,FALSE,"sk_0209"
