1	90	-0.0015	-8.5177	-0.0015	-8.5177	528	395	0	-8.5	0	3.5	1	0	1	1	0	0	0	0
1	90	0.0027	-8.5204	0.0027	-8.5204	528	395	0	-8.5	0	3.5	1	0	21	1	0	0	0	0
1	90	0.0069	-8.523	0.0069	-8.523	528	395	0	-8.5	0	3.5	1	0	41	1	0	0	0	0
1	90	0.011	-8.5256	0.011	-8.5256	528	395	0	-8.5	0	3.5	1	0	61	1	0	0	0	0
1	90	0.0194	-8.5309	0.0194	-8.5309	528	395	0	-8.5	0	3.5	1	0	81	1	0	0	0	0
1	90	0.0207	-8.5361	0.0207	-8.5361	528	395	0	-8.5	0	3.5	1	0	101	1	0	0	0	0
1	90	0.029	-8.5414	0.029	-8.5414	528	395	0	-8.5	0	3.5	1	0	121	1	0	0	0	0
1	90	0.0374	-8.5466	0.0374	-8.5466	528	395	0	-8.5	0	3.5	1	0	141	1	0	0	0	0
1	90	0.0486	-8.5493	0.0486	-8.5493	528	395	0	-8.5	0	3.5	1	0	161	1	0	0	0	0
1	90	0.0528	-8.5519	0.0528	-8.5519	528	395	0	-8.5	0	3.5	1	0	181	1	0	0	0	0
1	90	0.0611	-8.5571	0.0611	-8.5571	528	395	0	-8.5	0	3.5	1	0	201	1	0	0	0	0
1	90	0.0653	-8.5597	0.0653	-8.5597	528	395	0	-8.5	0	3.5	1	0	221	1	0	0	0	0
1	90	0.0653	-8.5597	0.0653	-8.5597	528	395	0	-8.5	0	3.5	1	0	241	1	0	0	0	0
1	90	0.0695	-8.5624	0.0695	-8.5624	528	395	0	-8.5	0	3.5	1	0	261	1	0	0	0	0
1	90	0.0723	-8.5597	0.0723	-8.5597	528	395	0	-8.5	0	3.5	1	0	281	1	0	0	0	0
1	90	0.0682	-8.5571	0.0682	-8.5571	528	395	0	-8.5	0	3.5	1	0	301	1	0	0	0	0
1	90	0.0682	-8.5571	0.0682	-8.5571	528	395	0	-8.5	0	3.5	1	0	321	1	0	0	0	0
1	90	0.0682	-8.5571	0.0682	-8.5571	528	395	0	-8.5	0	3.5	1	0	341	1	0	0	0	0
1	90	0.0611	-8.5571	0.0611	-8.5571	528	395	0	-8.5	0	3.5	1	0	361	1	0	0	0	0
1	90	0.0582	-8.5597	0.0582	-8.5597	528	395	0	-8.5	0	3.5	1	0	381	1	0	0	0	0
1	90	0.0582	-8.5597	0.0582	-8.5597	528	395	0	-8.5	0	3.5	1	0	401	1	0	0	0	0
1	90	0.0595	-8.565	0.0595	-8.565	528	395	0	-8.5	0	3.5	1	0	421	1	0	0	0	0
1	90	0.0567	-8.5676	0.0567	-8.5676	528	395	0	-8.5	0	3.5	1	0	441	1	0	0	0	0
1	90	0.0608	-8.5702	0.0608	-8.5702	528	395	0	-8.5	0	3.5	1	0	461	1	0	0	0	0
1	90	0.0551	-8.5755	0.0551	-8.5755	528	395	0	-8.5	0	3.5	1	0	481	1	0	0	0	0
1	90	0.0535	-8.5834	0.0535	-8.5834	528	395	0	-8.5	0	3.5	1	0	501	1	0	0	0	0
1	90	0.0519	-8.5913	0.0519	-8.5913	528	395	0	-8.5	0	3.5	1	0	521	1	0	0	0	0
1	90	0.0449	-8.5913	0.0449	-8.5913	528	395	0	-8.5	0	3.5	1	0	541	1	0	0	0	0
1	90	0.0339	-8.5755	0.0339	-8.5755	528	395	0	-8.5	0	3.5	1	0	561	1	1	0	0	0
1	90	-0.0031	-8.5256	-0.0031	-8.5256	528	395	0	-8.5	0	3.5	1	0	581	1	1	0	0	0
