group,ID,trial,targetangle_deg,arcangle_deg,homex_cm,homey_cm,handx_cm,handy_cm,tapx_cm,tapy_cm,block,time_ms,selected,active
cursorjump,cp_1201,46,141.32,130,0,0,-9.4459,7.5621,-8.99809037765812,6.66774868379714,1,17404,1,1
cursorjump,cp_1201,47,44.52,50,0,0,8.703,8.5583,8.79500962234188,8.15844868379714,1,4679,1,1
cursorjump,cp_1201,48,103.23,90,0,0,-2.7645,11.759,-3.49579037765812,12.0857486837971,1,5817,1,1
cursorjump,cp_1201,49,70.738,90,0,0,3.9907,11.42,2.72110962234188,11.8567486837971,1,5056,1,1
cursorjump,cp_1201,50,68.755,50,0,0,4.3712,11.244,3.91200962234188,12.2867486837971,1,4984,1,1
cursorjump,cp_1201,51,137.67,130,0,0,-8.8945,8.1014,-10.4744903776581,6.26644868379714,1,5375,1,1
cursorjump,cp_1201,52,39.73,50,0,0,9.2966,7.7264,10.2005096223419,4.91904868379714,1,3886,1,1
cursorjump,cp_1201,53,133.33,130,0,0,-8.3016,8.7994,-8.33119037765812,7.47044868379714,1,5360,1,1
cursorjump,cp_1201,54,70.56,90,0,0,4.0223,11.396,3.60240962234188,11.4837486837971,1,4374,1,1
cursorjump,cp_1201,55,111.93,90,0,0,-4.5296,11.248,-5.13939037765812,11.1397486837971,1,5039,1,1
cursorjump,cp_1201,56,106.03,130,0,0,-3.3194,11.554,-4.04369037765812,9.82074868379714,1,4687,1,1
cursorjump,cp_1201,57,74.524,50,0,0,3.236,11.688,2.36380962234188,11.2547486837971,1,4339,1,1
cursorjump,cp_1201,58,141.85,130,0,0,-9.4824,7.449,-10.5224903776581,6.29504868379714,1,4965,1,1
cursorjump,cp_1201,59,35.766,50,0,0,9.8225,7.0754,10.6295096223419,4.57504868379714,1,4022,1,1
cursorjump,cp_1201,60,81.718,90,0,0,1.7381,11.941,3.98350962234188,10.3367486837971,1,4504,1,1
cursorjump,cp_1201,61,107.66,90,0,0,-3.6571,11.486,-4.47239037765812,12.1147486837971,1,4214,1,1
cursorjump,cp_1201,62,73.986,50,0,0,3.3169,11.557,2.81630962234188,11.3977486837971,1,4840,1,1
cursorjump,cp_1201,63,109.13,130,0,0,-3.9704,11.444,-6.73529037765812,10.0217486837971,1,4329,1,1
cursorjump,cp_1201,118,101.49,90,0,0,-2.4111,11.857,-3.87689037765812,11.7707486837971,2,4160,1,1
cursorjump,cp_1201,119,148.34,130,0,0,-10.261,6.327,-9.87939037765812,5.11974868379714,2,3690,1,1
cursorjump,cp_1201,120,44.267,50,0,0,8.6238,8.406,9.34290962234188,5.89374868379714,2,3362,1,1
cursorjump,cp_1201,121,112.64,90,0,0,-4.6445,11.138,-5.04409037765812,11.8277486837971,2,3269,1,1
cursorjump,cp_1201,122,117.1,130,0,0,-5.5402,10.825,-6.25889037765812,9.53474868379714,2,3309,1,1
cursorjump,cp_1201,123,69.956,50,0,0,4.2092,11.537,4.72190962234188,11.4547486837971,2,3171,1,1
cursorjump,cp_1201,124,108.41,90,0,0,-3.8004,11.415,-4.37709037765812,11.5407486837971,2,3404,1,1
cursorjump,cp_1201,125,46.739,50,0,0,8.4576,8.9871,7.96130962234188,7.49904868379714,2,3358,1,1
cursorjump,cp_1201,126,135.57,130,0,0,-8.5903,8.42,-9.92709037765812,6.20904868379714,2,3935,1,1
cursorjump,cp_1201,127,73.972,50,0,0,3.323,11.567,4.26930962234188,9.64874868379714,2,3144,1,1
cursorjump,cp_1201,128,112.63,130,0,0,-4.684,11.237,-4.23419037765812,10.7097486837971,2,3309,1,1
cursorjump,cp_1201,129,74.397,90,0,0,3.2636,11.686,3.93590962234188,11.5407486837971,2,3329,1,1
cursorjump,cp_1201,130,79.532,50,0,0,2.2427,12.138,3.14980962234188,12.1717486837971,2,4065,1,1
cursorjump,cp_1201,131,136.29,130,0,0,-8.7444,8.3605,-9.90319037765812,4.83304868379714,2,3463,1,1
cursorjump,cp_1201,132,77.736,90,0,0,2.632,12.108,1.93500962234188,12.7447486837971,2,3685,1,1
cursorjump,cp_1201,133,118.83,130,0,0,-5.9221,10.758,-6.73529037765812,11.9997486837971,2,3472,1,1
cursorjump,cp_1201,134,69.789,50,0,0,4.2825,11.633,3.98350962234188,12.3727486837971,2,3012,1,1
cursorjump,cp_1201,135,82.677,90,0,0,1.5475,12.042,1.91120962234188,12.8597486837971,2,3228,1,1
cursorjump,cp_1201,190,100.18,90,0,0,-2.1476,11.96,-4.13889037765812,10.3367486837971,3,3457,1,1
cursorjump,cp_1201,191,68.478,50,0,0,4.4228,11.215,3.79290962234188,10.7097486837971,3,3433,1,1
cursorjump,cp_1201,192,109.04,130,0,0,-3.9444,11.43,-3.63869037765812,12.5157486837971,3,3453,1,1
cursorjump,cp_1201,193,37.059,50,0,0,9.6865,7.315,9.81930962234188,5.49244868379714,3,3221,1,1
cursorjump,cp_1201,194,114.16,90,0,0,-5.0586,11.276,-5.47279037765812,11.6847486837971,3,3284,1,1
cursorjump,cp_1201,195,140.84,130,0,0,-9.5395,7.7704,-8.73609037765812,6.32374868379714,3,3010,1,1
cursorjump,cp_1201,196,81.79,90,0,0,1.7509,12.135,3.24510962234188,11.1967486837971,3,3069,1,1
cursorjump,cp_1201,197,128.53,130,0,0,-7.5923,9.5339,-9.33159037765812,5.86504868379714,3,3190,1,1
cursorjump,cp_1201,198,37.294,50,0,0,9.585,7.3003,10.8915096223419,3.97304868379714,3,3125,1,1
cursorjump,cp_1201,199,83.959,90,0,0,1.2881,12.172,3.00690962234188,11.4837486837971,3,3209,1,1
cursorjump,cp_1201,200,75.223,50,0,0,3.0629,11.612,3.45950962234188,11.0537486837971,3,3255,1,1
cursorjump,cp_1201,201,110.83,130,0,0,-4.3038,11.309,-5.47279037765812,10.7667486837971,3,3295,1,1
cursorjump,cp_1201,202,73.85,90,0,0,3.3529,11.578,3.50710962234188,11.1107486837971,3,3111,1,1
