group,ID,trial,targetangle_deg,arcangle_deg,homex_cm,homey_cm,handx_cm,handy_cm,tapx_cm,tapy_cm,block,time_ms,selected,active
60explicit,as_1309,46,141.45,130,0,0,-9.5332,7.596,-10.451127661109,5.25865898038745,1,4780,1,1
60explicit,as_1309,47,96.076,90,0,0,-1.2977,12.192,-4.42502766110897,10.7623589803874,1,4602,1,1
60explicit,as_1309,48,44.725,50,0,0,8.6527,8.5701,9.36647233889103,5.91805898038745,1,5018,1,1
60explicit,as_1309,49,139.13,130,0,0,-9.1595,7.9268,-9.57002766110897,5.66005898038745,1,4049,1,1
60explicit,as_1309,50,71.994,90,0,0,3.7275,11.468,3.98327233889103,10.5333589803874,1,4417,1,1
60explicit,as_1309,51,41.185,50,0,0,9.0863,7.9502,10.318872338891,4.28405898038745,1,4709,1,1
60explicit,as_1309,52,40.072,50,0,0,9.3537,7.8687,10.938872338891,3.99735898038745,1,4419,1,1
60explicit,as_1309,53,107.23,130,0,0,-3.5573,11.471,-4.63932766110897,9.67335898038745,1,3749,1,1
60explicit,as_1309,54,100.83,90,0,0,-2.2709,11.874,-4.35352766110897,11.4793589803874,1,5093,1,1
60explicit,as_1309,55,61.043,50,0,0,5.8116,10.503,4.41207233889103,10.8483589803874,1,4581,1,1
60explicit,as_1309,56,137.62,130,0,0,-8.9164,8.135,-10.451127661109,4.82865898038745,1,5009,1,1
60explicit,as_1309,57,66.202,90,0,0,4.9405,11.203,3.60217233889103,9.98835898038745,1,3349,1,1
60explicit,as_1309,58,62.659,50,0,0,5.6049,10.84,6.10317233889103,10.5623589803874,1,3429,1,1
60explicit,as_1309,59,95.321,90,0,0,-1.1132,11.952,-1.82862766110897,12.0523589803874,1,4090,1,1
60explicit,as_1309,60,105.3,130,0,0,-3.177,11.611,-4.97282766110897,10.4183589803874,1,4069,1,1
60explicit,as_1309,61,59.405,50,0,0,6.244,10.56,6.36527233889103,9.55835898038745,1,4209,1,1
60explicit,as_1309,62,127.62,130,0,0,-7.4226,9.6331,-8.35522766110897,7.38005898038745,1,3949,1,1
60explicit,as_1309,63,73.707,90,0,0,3.4135,11.678,2.74467233889103,10.3043589803874,1,4369,1,1
60explicit,as_1309,118,49.894,50,0,0,7.7836,9.2413,7.86587233889103,9.73035898038745,2,4618,1,1
