"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","unsure","participant","task"
1,90,0.0192,-8.473,0.0192,-8.473,528,395,0,-8.5,0,3.5,1,0,0,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.0228,-8.832,-0.0228,-8.832,528,395,0,-8.5,0,3.5,1,0,40,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.0474,-9.0194,-0.0474,-9.0194,528,395,0,-8.5,0,3.5,1,0,61,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.0833,-9.1904,-0.0833,-9.1904,528,395,0,-8.5,0,3.5,1,0,80,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.1129,-9.3298,-0.1129,-9.3298,528,395,0,-8.5,0,3.5,1,0,100,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.1697,-9.4172,-0.1697,-9.4172,528,395,0,-8.5,0,3.5,1,0,120,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.2238,-9.4582,-0.2238,-9.4582,528,395,0,-8.5,0,3.5,1,0,140,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.27,-9.4734,-0.27,-9.4734,528,395,0,-8.5,0,3.5,1,0,161,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.2948,-9.4888,-0.2948,-9.4888,528,395,0,-8.5,0,3.5,1,0,181,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.2985,-9.517,-0.2985,-9.517,528,395,0,-8.5,0,3.5,1,0,200,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.2805,-9.576,-0.2805,-9.576,528,395,0,-8.5,0,3.5,1,0,220,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.2519,-9.6631,-0.2519,-9.6631,528,395,0,-8.5,0,3.5,1,0,241,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.2196,-9.7653,-0.2196,-9.7653,528,395,0,-8.5,0,3.5,1,0,260,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.205,-9.8824,-0.205,-9.8824,528,395,0,-8.5,0,3.5,1,0,280,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.1862,-10.002,-0.1862,-10.002,528,395,0,-8.5,0,3.5,1,0,301,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.1945,-10.113,-0.1945,-10.113,528,395,0,-8.5,0,3.5,1,0,320,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.2084,-10.216,-0.2084,-10.216,528,395,0,-8.5,0,3.5,1,0,341,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.2419,-10.299,-0.2419,-10.299,528,395,0,-8.5,0,3.5,1,0,360,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.2865,-10.367,-0.2865,-10.367,528,395,0,-8.5,0,3.5,1,0,381,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.3403,-10.412,-0.3403,-10.412,528,395,0,-8.5,0,3.5,1,0,400,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.4052,-10.442,-0.4052,-10.442,528,395,0,-8.5,0,3.5,1,0,421,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.4708,-10.454,-0.4708,-10.454,528,395,0,-8.5,0,3.5,1,0,440,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.5263,-10.464,-0.5263,-10.464,528,395,0,-8.5,0,3.5,1,0,461,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.5956,-10.46,-0.5956,-10.461,528,395,0,-8.5,0,3.5,1,0,480,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6432,-10.458,-0.6432,-10.458,528,395,0,-8.5,0,3.5,1,0,500,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6728,-10.47,-0.6728,-10.47,528,395,0,-8.5,0,3.5,1,0,521,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6854,-10.492,-0.6854,-10.492,528,395,0,-8.5,0,3.5,1,0,541,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6865,-10.517,-0.6865,-10.517,528,395,0,-8.5,0,3.5,1,0,560,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6695,-10.557,-0.6695,-10.557,528,395,0,-8.5,0,3.5,1,0,581,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6568,-10.595,-0.6568,-10.595,528,395,0,-8.5,0,3.5,1,0,600,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6362,-10.65,-0.6362,-10.65,528,395,0,-8.5,0,3.5,1,0,620,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6016,-10.717,-0.6016,-10.717,528,395,0,-8.5,0,3.5,1,0,641,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.5887,-10.785,-0.5887,-10.785,528,395,0,-8.5,0,3.5,1,0,660,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.5705,-10.859,-0.5705,-10.859,528,395,0,-8.5,0,3.5,1,0,680,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.5722,-10.926,-0.5722,-10.926,528,395,0,-8.5,0,3.5,1,0,701,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.5685,-11,-0.5685,-11,528,395,0,-8.5,0,3.5,1,0,721,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.5648,-11.074,-0.5648,-11.074,528,395,0,-8.5,0,3.5,1,0,740,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.5794,-11.133,-0.5794,-11.133,528,395,0,-8.5,0,3.5,1,0,760,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.5898,-11.194,-0.5898,-11.194,528,395,0,-8.5,0,3.5,1,0,780,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.593,-11.255,-0.593,-11.255,528,395,0,-8.5,0,3.5,1,0,800,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6083,-11.297,-0.6083,-11.297,528,395,0,-8.5,0,3.5,1,0,820,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6333,-11.328,-0.6333,-11.328,528,395,0,-8.5,0,3.5,1,0,840,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6462,-11.35,-0.6462,-11.35,528,395,0,-8.5,0,3.5,1,0,860,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6627,-11.357,-0.6627,-11.357,528,395,0,-8.5,0,3.5,1,0,880,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6651,-11.348,-0.6651,-11.348,528,395,0,-8.5,0,3.5,1,0,900,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6565,-11.323,-0.6565,-11.323,528,395,0,-8.5,0,3.5,1,0,920,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6405,-11.27,-0.6405,-11.27,528,395,0,-8.5,0,3.5,1,0,940,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.6044,-11.194,-0.6044,-11.194,528,395,0,-8.5,0,3.5,1,0,960,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.5472,-11.101,-0.5472,-11.101,528,395,0,-8.5,0,3.5,1,0,980,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
1,90,-0.4604,-10.996,-0.4604,-10.996,528,395,0,-8.5,0,3.5,1,0,1000,1,0,0,0,0,"cp_0412","align_explicit_train_selected"
