"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","unsure","participant","task","new_targety","new_target_angle","relative_cursory","pv_angle_OG","pv_angle","isoutlier","subject"
1,90,-0.8508,1.8834,-0.8508,1.8834,528,395,0,-8.5,0,3.5,1,0,13480,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,10.3834,94.6842644639031,-4.68426446390311,FALSE,"mm_0510"
2,135,-2.259,-7.7697,-2.259,-7.7697,528,395,0,-8.5,-8.4853,-0.014719,1,0,981,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,0.7303,162.084776719897,-27.084776719897,FALSE,"mm_0510"
3,45,2.976,-7.2112,2.976,-7.2112,528,395,0,-8.5,8.4853,-0.014719,1,0,260,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,1.2888,23.4157243882627,21.5842756117373,FALSE,"mm_0510"
4,90,0.6268,-5.1831,0.6268,-5.1831,528,395,0,-8.5,0,3.5,1,0,181,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,3.3169,79.2989119263801,10.7010880736199,FALSE,"mm_0510"
5,135,-4.3563,-4.0137,-4.3563,-4.0137,528,395,0,-8.5,-8.4853,-0.014719,1,0,1701,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,4.4863,134.157723431958,0.842276568042422,FALSE,"mm_0510"
6,45,3.641,-3.8385,3.641,-3.8385,528,395,0,-8.5,8.4853,-0.014719,1,0,1421,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,4.6615,52.0073503424728,-7.00735034247282,FALSE,"mm_0510"
7,135,-4.827,-2.3723,-4.827,-2.3723,528,395,0,-8.5,-8.4853,-0.014719,1,0,2801,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,6.1277,128.228720036878,6.77127996312245,FALSE,"mm_0510"
8,45,1.9633,-7.1375,1.9633,-7.1375,528,395,0,-8.5,8.4853,-0.014719,1,0,240,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,1.3625,34.7600531568666,10.2399468431334,FALSE,"mm_0510"
9,90,1.6031,-4.0777,1.6031,-4.0777,528,395,0,-8.5,0,3.5,1,0,501,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,4.4223,70.0742332579532,19.9257667420468,FALSE,"mm_0510"
10,45,2.1044,-6.2715,2.1044,-6.2715,528,395,0,-8.5,8.4853,-0.014719,1,0,260,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,2.2285,46.6405785758676,-1.64057857586762,FALSE,"mm_0510"
11,135,-4.199,-1.851,-4.199,-1.851,528,395,0,-8.5,-8.4853,-0.014719,1,0,2121,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,6.649,122.273374776744,12.7266252232558,FALSE,"mm_0510"
12,90,0.5679,-6.292,0.5679,-6.292,528,395,0,-8.5,0,3.5,1,0,280,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,2.208,75.5760975174063,14.4239024825937,FALSE,"mm_0510"
13,90,0.4554,-5.4715,0.4554,-5.4715,528,395,0,-8.5,0,3.5,1,0,361,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,3.0285,81.4484201492309,8.55157985076907,FALSE,"mm_0510"
14,135,-4.7647,-4.8369,-4.7647,-4.8369,528,395,0,-8.5,-8.4853,-0.014719,1,0,2680,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,3.6631,142.446927547965,-7.4469275479654,FALSE,"mm_0510"
15,45,2.803,-7.1694,2.803,-7.1694,528,395,0,-8.5,8.4853,-0.014719,1,0,220,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,1.3306,25.393957254346,19.606042745654,FALSE,"mm_0510"
16,90,0.5074,-5.5581,0.5074,-5.5581,528,395,0,-8.5,0,3.5,1,0,280,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,2.9419,80.2142668271535,9.78573317284646,FALSE,"mm_0510"
17,45,2.2662,-6.1338,2.2662,-6.1338,528,395,0,-8.5,8.4853,-0.014719,1,0,220,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,2.3662,46.2366566362093,-1.23665663620932,FALSE,"mm_0510"
18,135,-2.3968,-6.3588,-2.3968,-6.3588,528,395,0,-8.5,-8.4853,-0.014719,1,0,260,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,2.1412,138.22374263895,-3.22374263895026,FALSE,"mm_0510"
19,45,2.9234,-7.4186,2.9234,-7.4186,528,395,0,-8.5,8.4853,-0.014719,1,0,200,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,1.0814,20.3000259196718,24.6999740803282,FALSE,"mm_0510"
21,90,1.0572,-4.2465,1.0572,-4.2465,528,395,0,-8.5,0,3.5,1,0,261,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,4.2535,76.0420692546755,13.9579307453245,FALSE,"mm_0510"
22,90,-0.9707,-4.9443,-0.9707,-4.9443,528,395,0,-8.5,0,3.5,1,0,240,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,3.5557,105.269570532691,-15.2695705326907,FALSE,"mm_0510"
23,135,-2.6388,-5.9545,-2.6388,-5.9545,528,395,0,-8.5,-8.4853,-0.014719,1,0,200,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,2.5455,136.031020431067,-1.03102043106736,FALSE,"mm_0510"
24,45,2.7253,-5.9067,2.7253,-5.9067,528,395,0,-8.5,8.4853,-0.014719,1,0,160,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,2.5933,43.5782930427325,1.42170695726745,FALSE,"mm_0510"
25,135,-3.113,-6.0657,-3.113,-6.0657,528,395,0,-8.5,-8.4853,-0.014719,1,0,400,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,2.4343,141.975346310007,-6.97534631000678,FALSE,"mm_0510"
26,45,7.0502,-0.8029,7.0502,-0.8029,528,395,0,-8.5,8.4853,-0.014719,1,0,3140,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,7.6971,47.5117068186949,-2.51170681869493,FALSE,"mm_0510"
28,135,-4.6185,-4.6276,-4.6185,-4.6276,528,395,0,-8.5,-8.4853,-0.014719,1,0,1941,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,3.8724,140.021713200505,-5.02171320050516,FALSE,"mm_0510"
29,90,1.0061,-4.3993,1.0061,-4.3993,528,395,0,-8.5,0,3.5,1,0,740,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,4.1007,76.2148717653895,13.7851282346105,FALSE,"mm_0510"
30,45,1.6104,-7.6022,1.6104,-7.6022,528,395,0,-8.5,8.4853,-0.014719,1,0,160,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,0.8978,29.1397209847338,15.8602790152662,FALSE,"mm_0510"
31,135,-3.4882,-6.5065,-3.4882,-6.5065,528,395,0,-8.5,-8.4853,-0.014719,1,0,421,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,1.9935,150.252111644855,-15.2521116448546,FALSE,"mm_0510"
32,90,-0.3359,-3.2593,-0.3359,-3.2593,528,395,0,-8.5,0,3.5,1,0,401,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,5.2407,93.6673274045783,-3.66732740457827,FALSE,"mm_0510"
33,45,2.4633,-6.1992,2.4633,-6.1992,528,395,0,-8.5,8.4853,-0.014719,1,0,180,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,2.3008,43.0464398480128,1.95356015198717,FALSE,"mm_0510"
34,135,-1.9226,-7.1955,-1.9226,-7.1955,528,395,0,-8.5,-8.4853,-0.014719,1,0,240,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,1.3045,145.84278332081,-10.8427833208098,FALSE,"mm_0510"
35,90,-0.0298,-5.2958,-0.0298,-5.2958,528,395,0,-8.5,0,3.5,1,0,401,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,3.2042,90.532852195302,-0.532852195301999,FALSE,"mm_0510"
36,45,1.9957,-5.7973,1.9957,-5.7973,528,395,0,-8.5,8.4853,-0.014719,1,0,180,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,2.7027,53.5574788730292,-8.5574788730292,FALSE,"mm_0510"
37,45,2.889,-5.3969,2.889,-5.3969,528,395,0,-8.5,8.4853,-0.014719,1,0,220,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,3.1031,47.0463293528325,-2.04632935283251,FALSE,"mm_0510"
38,90,-0.2278,-5.1996,-0.2278,-5.1996,528,395,0,-8.5,0,3.5,1,0,141,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,3.3004,93.9484035131952,-3.9484035131952,FALSE,"mm_0510"
39,135,-3.5513,-7.1554,-3.5513,-7.1554,528,395,0,-8.5,-8.4853,-0.014719,1,0,220,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,1.3446,159.262236139071,-24.2622361390713,FALSE,"mm_0510"
40,135,-3.169,-6.3673,-3.169,-6.3673,528,395,0,-8.5,-8.4853,-0.014719,1,0,160,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,2.1327,146.059906734771,-11.0599067347713,FALSE,"mm_0510"
41,90,-0.6491,-5.6605,-0.6491,-5.6605,528,395,0,-8.5,0,3.5,1,0,261,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,2.8395,102.876371285052,-12.876371285052,FALSE,"mm_0510"
42,45,2.2517,-6.7069,2.2517,-6.7069,528,395,0,-8.5,8.4853,-0.014719,1,0,320,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,1.7931,38.5314199641354,6.46858003586457,FALSE,"mm_0510"
44,90,0.4917,-5.1276,0.4917,-5.1276,528,395,0,-8.5,0,3.5,1,0,260,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,3.3724,81.7046572517928,8.29534274820723,FALSE,"mm_0510"
45,45,2.1757,-6.3935,2.1757,-6.3935,528,395,0,-8.5,8.4853,-0.014719,1,0,240,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,2.1065,44.0741854971873,0.925814502812692,FALSE,"mm_0510"
64,90,0.1605,-4.1019,0.1605,-4.1019,528,395,0,-8.5,0,3.5,1,0,1501,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,4.3981,87.9100307742589,2.08996922574107,FALSE,"mm_0510"
65,45,2.7263,-6.6548,2.7263,-6.6548,528,395,0,-8.5,8.4853,-0.014719,1,0,240,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,1.8452,34.0907206552221,10.9092793447779,FALSE,"mm_0510"
66,135,-1.4147,-6.8021,-1.4147,-6.8021,528,395,0,-8.5,-8.4853,-0.014719,1,0,121,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,1.6979,129.801255876186,5.19874412381427,FALSE,"mm_0510"
67,90,0.2481,-3.4961,0.2481,-3.4961,528,395,0,-8.5,0,3.5,1,0,3300,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,5.0039,87.1615236719718,2.83847632802819,FALSE,"mm_0510"
68,45,1.689,-7.8813,1.689,-7.8813,528,395,0,-8.5,8.4853,-0.014719,1,0,980,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,0.6187,20.1183597755824,24.8816402244176,FALSE,"mm_0510"
70,135,-3.4714,-6.2042,-3.4714,-6.2042,528,395,0,-8.5,-8.4853,-0.014719,1,0,200,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,2.2958,146.521462133457,-11.5214621334571,FALSE,"mm_0510"
71,45,1.3825,-6.09,1.3825,-6.09,528,395,0,-8.5,8.4853,-0.014719,1,0,220,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,2.41,60.1591995189281,-15.1591995189281,FALSE,"mm_0510"
72,90,1.3073,-5.5674,1.3073,-5.5674,528,395,0,-8.5,0,3.5,1,0,301,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,2.9326,65.9735523320597,24.0264476679403,FALSE,"mm_0510"
92,90,0.4927,-2.7177,0.4927,-2.7177,528,395,0,-8.5,0,3.5,1,0,940,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,5.7823,85.129687726831,4.87031227316899,FALSE,"mm_0510"
93,45,2.8297,-5.5368,2.8297,-5.5368,528,395,0,-8.5,8.4853,-0.014719,1,0,240,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,2.9632,46.3201734690615,-1.32017346906147,FALSE,"mm_0510"
94,135,-2.4406,-6.4592,-2.4406,-6.4592,528,395,0,-8.5,-8.4853,-0.014719,1,0,280,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,2.0408,140.098042885567,-5.09804288556703,FALSE,"mm_0510"
95,90,-0.1708,-3.7666,-0.1708,-3.7666,528,395,0,-8.5,0,3.5,1,0,320,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,4.7334,92.0665642246381,-2.06656422463809,FALSE,"mm_0510"
96,45,3.1667,-5.6848,3.1667,-5.6848,528,395,0,-8.5,8.4853,-0.014719,1,0,240,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,2.8152,41.637132822783,3.36286717721699,FALSE,"mm_0510"
97,135,-2.2646,-6.9603,-2.2646,-6.9603,528,395,0,-8.5,-8.4853,-0.014719,1,0,200,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,1.5397,145.788242623417,-10.788242623417,FALSE,"mm_0510"
98,90,0.2813,-5.2445,0.2813,-5.2445,528,395,0,-8.5,0,3.5,1,0,300,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,3.2555,85.0614746006118,4.9385253993882,FALSE,"mm_0510"
99,45,2.6784,-4.5924,2.6784,-4.5924,528,395,0,-8.5,8.4853,-0.014719,1,0,220,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,3.9076,55.5719541588456,-10.5719541588456,FALSE,"mm_0510"
109,45,3.3513,-4.5718,3.3513,-4.5718,528,395,0,-8.5,8.4853,-0.014719,2,0,1920,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,3.9282,49.5312172250636,-4.5312172250636,FALSE,"mm_0510"
110,90,-1.0402,-3.3808,-1.0402,-3.3808,528,395,0,-8.5,0,3.5,2,0,381,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,5.1192,101.485887754067,-11.4858877540672,FALSE,"mm_0510"
111,135,-3.7841,-5.9776,-3.7841,-5.9776,528,395,0,-8.5,-8.4853,-0.014719,2,0,340,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,2.5224,146.313426736996,-11.3134267369961,FALSE,"mm_0510"
112,135,-2.9746,-6.9535,-2.9746,-6.9535,528,395,0,-8.5,-8.4853,-0.014719,2,0,160,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,1.5465,152.529995825859,-17.5299958258594,FALSE,"mm_0510"
113,90,-0.6281,-4.3579,-0.6281,-4.3579,528,395,0,-8.5,0,3.5,2,0,200,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,4.1421,98.6225320464824,-8.62253204648236,FALSE,"mm_0510"
114,45,2.424,-5.2089,2.424,-5.2089,528,395,0,-8.5,8.4853,-0.014719,2,0,180,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,3.2911,53.6271706660472,-8.62717066604721,FALSE,"mm_0510"
115,90,-0.7315,-4.2392,-0.7315,-4.2392,528,395,0,-8.5,0,3.5,2,0,180,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,4.2608,99.741648985583,-9.74164898558297,FALSE,"mm_0510"
116,135,-2.1802,-6.2416,-2.1802,-6.2416,528,395,0,-8.5,-8.4853,-0.014719,2,0,140,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,2.2584,133.990657761686,1.00934223831422,FALSE,"mm_0510"
117,45,3.769,-6.9652,3.769,-6.9652,528,395,0,-8.5,8.4853,-0.014719,2,0,300,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,1.5348,22.1569772804851,22.8430227195149,FALSE,"mm_0510"
137,45,1.67,-7.1476,1.67,-7.1476,528,395,0,-8.5,8.4853,-0.014719,2,0,100,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,44.9999358525315,1.3524,39.0012570099562,5.99874299004379,FALSE,"mm_0510"
138,90,-1.0938,-2.8463,-1.0938,-2.8463,528,395,0,-8.5,0,3.5,2,0,261,1,1,0,1,0,"mm_0510","align_explicit_train_selected",12,90,5.6537,100.949525050222,-10.949525050222,FALSE,"mm_0510"
139,135,-3.4473,-6.3654,-3.4473,-6.3654,528,395,0,-8.5,-8.4853,-0.014719,2,0,160,1,1,0,1,0,"mm_0510","align_explicit_train_selected",8.485281,135.000064147469,2.1346,148.233825888167,-13.2338258881674,FALSE,"mm_0510"
