"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","participant","task"
1,135,0.1624,-8.4255,0.1624,-8.4255,528,395,0,-8.5,-8.4853,-0.014719,1,0,1,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,0.275,-8.4251,0.275,-8.4251,528,395,0,-8.5,-8.4853,-0.014719,1,0,40,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,0.4329,-8.4086,0.4329,-8.4086,528,395,0,-8.5,-8.4853,-0.014719,1,0,60,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,0.6177,-8.373,0.6177,-8.373,528,395,0,-8.5,-8.4853,-0.014719,1,0,80,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,0.846,-8.3285,0.846,-8.3285,528,395,0,-8.5,-8.4853,-0.014719,1,0,100,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,1.0994,-8.2723,1.0994,-8.2723,528,395,0,-8.5,-8.4853,-0.014719,1,0,120,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,1.3734,-8.2147,1.3734,-8.2147,528,395,0,-8.5,-8.4853,-0.014719,1,0,140,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,1.6624,-8.1611,1.6624,-8.1611,528,395,0,-8.5,-8.4853,-0.014719,1,0,160,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,1.9525,-8.1115,1.9525,-8.1115,528,395,0,-8.5,-8.4853,-0.014719,1,0,180,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,2.2436,-8.066,2.2436,-8.066,528,395,0,-8.5,-8.4853,-0.014719,1,0,200,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,2.5346,-8.0325,2.5346,-8.0325,528,395,0,-8.5,-8.4853,-0.014719,1,0,220,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,2.8129,-8.0037,2.8129,-8.0037,528,395,0,-8.5,-8.4853,-0.014719,1,0,240,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,3.07,-7.9748,3.07,-7.9748,528,395,0,-8.5,-8.4853,-0.014719,1,0,260,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,3.2935,-7.9517,3.2935,-7.9517,528,395,0,-8.5,-8.4853,-0.014719,1,0,280,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,3.4932,-7.9318,3.4932,-7.9318,528,395,0,-8.5,-8.4853,-0.014719,1,0,300,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,3.6707,-7.9204,3.6707,-7.9204,528,395,0,-8.5,-8.4853,-0.014719,1,0,320,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,3.8288,-7.9149,3.8288,-7.9149,528,395,0,-8.5,-8.4853,-0.014719,1,0,340,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,3.9846,-7.9252,3.9846,-7.9252,528,395,0,-8.5,-8.4853,-0.014719,1,0,360,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,4.1067,-7.9291,4.1067,-7.9291,528,395,0,-8.5,-8.4853,-0.014719,1,0,380,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,4.2277,-7.9408,4.2277,-7.9408,528,395,0,-8.5,-8.4853,-0.014719,1,0,400,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,4.3503,-7.9575,4.3503,-7.9575,528,395,0,-8.5,-8.4853,-0.014719,1,0,420,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,4.4445,-7.9625,4.4445,-7.9625,528,395,0,-8.5,-8.4853,-0.014719,1,0,440,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,4.5543,-7.9717,4.5543,-7.9717,528,395,0,-8.5,-8.4853,-0.014719,1,0,460,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,4.6399,-7.9716,4.6399,-7.9716,528,395,0,-8.5,-8.4853,-0.014719,1,0,480,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,4.7385,-7.9786,4.7385,-7.9786,528,395,0,-8.5,-8.4853,-0.014719,1,0,500,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,4.8224,-7.9731,4.8224,-7.9731,528,395,0,-8.5,-8.4853,-0.014719,1,0,520,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,4.9167,-7.9774,4.9167,-7.9774,528,395,0,-8.5,-8.4853,-0.014719,1,0,540,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,5.011,-7.9816,5.011,-7.9816,528,395,0,-8.5,-8.4853,-0.014719,1,0,560,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,5.1063,-7.9777,5.1063,-7.9777,528,395,0,-8.5,-8.4853,-0.014719,1,0,580,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,5.2102,-7.9783,5.2102,-7.9783,528,395,0,-8.5,-8.4853,-0.014719,1,0,600,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,5.3055,-7.9741,5.3055,-7.9741,528,395,0,-8.5,-8.4853,-0.014719,1,0,621,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,5.4165,-7.9739,5.4165,-7.9739,528,395,0,-8.5,-8.4853,-0.014719,1,0,640,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,5.5074,-7.9671,5.5074,-7.9671,528,395,0,-8.5,-8.4853,-0.014719,1,0,660,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,5.6097,-7.962,5.6097,-7.962,528,395,0,-8.5,-8.4853,-0.014719,1,0,680,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,5.7007,-7.9549,5.7007,-7.9549,528,395,0,-8.5,-8.4853,-0.014719,1,0,700,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,5.8029,-7.9495,5.8029,-7.9495,528,395,0,-8.5,-8.4853,-0.014719,1,0,720,0,1,0,0,"pc_0504","align_explicit_train_selected"
1,135,5.879,-7.9301,5.879,-7.9301,528,395,0,-8.5,-8.4853,-0.014719,1,0,740,0,1,0,0,"pc_0504","align_explicit_train_selected"
