"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","participant","task"
1,90,-0.08,-8.3702,-0.08,-8.3702,528,395,0,-8.5,0,3.5,1,0,1,1,0,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.0909,-8.3544,-0.0909,-8.3544,528,395,0,-8.5,0,3.5,1,0,20,1,0,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.1182,-8.3148,-0.1182,-8.3148,528,395,0,-8.5,0,3.5,1,0,40,1,0,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.1592,-8.2618,-0.1592,-8.2618,528,395,0,-8.5,0,3.5,1,0,60,1,0,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.1947,-8.2168,-0.1947,-8.2168,528,395,0,-8.5,0,3.5,1,0,80,1,0,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.2085,-8.2035,-0.2085,-8.2035,528,395,0,-8.5,0,3.5,1,0,100,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.2155,-8.2035,-0.2155,-8.2035,528,395,0,-8.5,0,3.5,1,0,120,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.217,-8.2114,-0.217,-8.2114,528,395,0,-8.5,0,3.5,1,0,140,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.2282,-8.2087,-0.2282,-8.2087,528,395,0,-8.5,0,3.5,1,0,160,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.2694,-8.1689,-0.2694,-8.1689,528,395,0,-8.5,0,3.5,1,0,180,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.3256,-8.1103,-0.3256,-8.1103,528,395,0,-8.5,0,3.5,1,0,200,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.3979,-8.0276,-0.3979,-8.0276,528,395,0,-8.5,0,3.5,1,0,220,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.4867,-7.9339,-0.4867,-7.9339,528,395,0,-8.5,0,3.5,1,0,241,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.5708,-7.8293,-0.5708,-7.8293,528,395,0,-8.5,0,3.5,1,0,261,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.6586,-7.7082,-0.6586,-7.7082,528,395,0,-8.5,0,3.5,1,0,280,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.7638,-7.5704,-0.7638,-7.5704,528,395,0,-8.5,0,3.5,1,0,300,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.8672,-7.4239,-0.8672,-7.4239,528,395,0,-8.5,0,3.5,1,0,321,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.9784,-7.2713,-0.9784,-7.2713,528,395,0,-8.5,0,3.5,1,0,340,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-1.0702,-7.1265,-1.0702,-7.1265,528,395,0,-8.5,0,3.5,1,0,360,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-1.1576,-6.9839,-1.1576,-6.9839,528,395,0,-8.5,0,3.5,1,0,380,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-1.2302,-6.86,-1.2302,-6.86,528,395,0,-8.5,0,3.5,1,0,400,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-1.2674,-6.7556,-1.2674,-6.7556,528,395,0,-8.5,0,3.5,1,0,420,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-1.2753,-6.6898,-1.2753,-6.6898,528,395,0,-8.5,0,3.5,1,0,440,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-1.2536,-6.6491,-1.2536,-6.6491,528,395,0,-8.5,0,3.5,1,0,460,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-1.2202,-6.6305,-1.2202,-6.6305,528,395,0,-8.5,0,3.5,1,0,480,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-1.1705,-6.6231,-1.1705,-6.6231,528,395,0,-8.5,0,3.5,1,0,501,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-1.1047,-6.6269,-1.1047,-6.6269,528,395,0,-8.5,0,3.5,1,0,520,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-1.0307,-6.6362,-1.0307,-6.6362,528,395,0,-8.5,0,3.5,1,0,541,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.978,-6.6123,-0.978,-6.6123,528,395,0,-8.5,0,3.5,1,0,560,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.9288,-6.5581,-0.9288,-6.5581,528,395,0,-8.5,0,3.5,1,0,580,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.8916,-6.4816,-0.8916,-6.4816,528,395,0,-8.5,0,3.5,1,0,600,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.8649,-6.3745,-0.8649,-6.3745,528,395,0,-8.5,0,3.5,1,0,620,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.8192,-6.262,-0.8192,-6.262,528,395,0,-8.5,0,3.5,1,0,640,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.7477,-6.1438,-0.7477,-6.1438,528,395,0,-8.5,0,3.5,1,0,660,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.6719,-5.9864,-0.6719,-5.9864,528,395,0,-8.5,0,3.5,1,0,680,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.5909,-5.809,-0.5909,-5.809,528,395,0,-8.5,0,3.5,1,0,700,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.5103,-5.5889,-0.5103,-5.5889,528,395,0,-8.5,0,3.5,1,0,720,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.4424,-5.331,-0.4424,-5.331,528,395,0,-8.5,0,3.5,1,0,741,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.4116,-5.0178,-0.4116,-5.0178,528,395,0,-8.5,0,3.5,1,0,760,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.3857,-4.6713,-0.3857,-4.6713,528,395,0,-8.5,0,3.5,1,0,780,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.3716,-4.2909,-0.3716,-4.2909,528,395,0,-8.5,0,3.5,1,0,800,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.352,-3.8933,-0.352,-3.8933,528,395,0,-8.5,0,3.5,1,0,821,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.351,-3.4753,-0.351,-3.4753,528,395,0,-8.5,0,3.5,1,0,841,1,1,0,1,"mm_2306","align_explicit_train_selected"
1,90,-0.3592,-3.0336,-0.3592,-3.0336,528,395,0,-8.5,0,3.5,1,0,861,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.3724,-2.6002,-0.3724,-2.6002,528,395,0,-8.5,0,3.5,1,0,880,1,1,0,0,"mm_2306","align_explicit_train_selected"
1,90,-0.3749,-2.1727,-0.3749,-2.1727,528,395,0,-8.5,0,3.5,1,0,901,1,1,0,0,"mm_2306","align_explicit_train_selected"
