"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","unsure","participant","task","new_targety","new_target_angle","relative_cursory","pv_angle_OG","pv_angle","isoutlier","subject"
1,90,0.318,-0.6406,0.318,-0.6406,528,395,0,-8.5,0,3.5,1,0,3500,1,1,0,1,0,"cp_0412","align_explicit_train_selected",12,90,7.8594,87.6830133408608,2.31698665913918,FALSE,"cp_0412"
3,45,1.531,-6.9524,1.531,-6.9524,528,395,0,-8.5,8.4853,-0.014719,1,0,960,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,44.9999358525315,1.5476,45.3089393628439,-0.308939362843937,FALSE,"cp_0412"
5,90,0.4474,-3.4777,0.4474,-3.4777,528,395,0,-8.5,0,3.5,1,0,1000,1,1,0,1,0,"cp_0412","align_explicit_train_selected",12,90,5.0223,84.9093753220408,5.09062467795921,FALSE,"cp_0412"
7,45,5.1476,-4.9005,5.1476,-4.9005,528,395,0,-8.5,8.4853,-0.014719,1,0,2001,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,44.9999358525315,3.5995,34.9634741279818,10.0365258720182,FALSE,"cp_0412"
8,135,-4.2582,-5.4369,-4.2582,-5.4369,528,395,0,-8.5,-8.4853,-0.014719,1,0,960,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,135.000064147469,3.0631,144.270968330732,-9.27096833073216,FALSE,"cp_0412"
9,90,0.5557,-2.4598,0.5557,-2.4598,528,395,0,-8.5,0,3.5,1,0,1121,1,1,0,1,0,"cp_0412","align_explicit_train_selected",12,90,6.0402,84.7435700087493,5.25642999125068,FALSE,"cp_0412"
11,90,0.8558,-5.7422,0.8558,-5.7422,528,395,0,-8.5,0,3.5,1,0,100,1,1,0,1,0,"cp_0412","align_explicit_train_selected",12,90,2.7578,72.7598475541865,17.2401524458135,FALSE,"cp_0412"
12,45,3.0193,-4.5098,3.0193,-4.5098,528,395,0,-8.5,8.4853,-0.014719,1,0,1540,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,44.9999358525315,3.9902,52.885977234325,-7.88597723432505,FALSE,"cp_0412"
13,45,5.2776,-3.401,5.2776,-3.401,528,395,0,-8.5,8.4853,-0.014719,1,0,1161,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,44.9999358525315,5.099,44.0139336678386,0.986066332161414,FALSE,"cp_0412"
15,135,-4.2608,-6.4371,-4.2608,-6.4371,528,395,0,-8.5,-8.4853,-0.014719,1,0,1360,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,135.000064147469,2.0629,154.165688191129,-19.1656881911291,FALSE,"cp_0412"
17,45,5.4053,-3.2245,5.4053,-3.2245,528,395,0,-8.5,8.4853,-0.014719,1,0,8841,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,44.9999358525315,5.2755,44.3037388493439,0.696261150656113,FALSE,"cp_0412"
18,90,0.0384,-6.3798,0.0384,-6.3798,528,395,0,-8.5,0,3.5,1,0,181,1,1,0,1,0,"cp_0412","align_explicit_train_selected",12,90,2.1202,88.9624009948673,1.03759900513269,FALSE,"cp_0412"
19,90,0.1438,-6.3769,0.1438,-6.3769,528,395,0,-8.5,0,3.5,1,0,161,1,1,0,1,0,"cp_0412","align_explicit_train_selected",12,90,2.1231,86.125209067441,3.87479093255904,FALSE,"cp_0412"
21,135,-5.2094,-3.9141,-5.2094,-3.9141,528,395,0,-8.5,-8.4853,-0.014719,1,0,1060,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,135.000064147469,4.5859,138.642133260696,-3.6421332606958,FALSE,"cp_0412"
23,135,-1.447,-7.678,-1.447,-7.678,528,395,0,-8.5,-8.4853,-0.014719,1,0,160,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,135.000064147469,0.822,150.400311543003,-15.400311543003,FALSE,"cp_0412"
24,90,1.0025,-5.6508,1.0025,-5.6508,528,395,0,-8.5,0,3.5,1,0,221,1,1,0,1,0,"cp_0412","align_explicit_train_selected",12,90,2.8492,70.6154180460851,19.3845819539149,FALSE,"cp_0412"
27,90,0.5537,-6.1262,0.5537,-6.1262,528,395,0,-8.5,0,3.5,1,0,201,1,1,0,1,0,"cp_0412","align_explicit_train_selected",12,90,2.3738,76.8702506566077,13.1297493433923,FALSE,"cp_0412"
28,90,-0.5883,-5.8202,-0.5883,-5.8202,528,395,0,-8.5,0,3.5,1,0,120,1,1,0,1,0,"cp_0412","align_explicit_train_selected",12,90,2.6798,102.381801686935,-12.3818016869353,FALSE,"cp_0412"
29,135,-1.2801,-7.0661,-1.2801,-7.0661,528,395,0,-8.5,-8.4853,-0.014719,1,0,100,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,135.000064147469,1.4339,131.756567426442,3.24343257355824,FALSE,"cp_0412"
30,45,1.4307,-7.334,1.4307,-7.334,528,395,0,-8.5,8.4853,-0.014719,1,0,160,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,44.9999358525315,1.166,39.1795407776771,5.82045922232286,FALSE,"cp_0412"
31,90,-0.1054,-7.0773,-0.1054,-7.0773,528,395,0,-8.5,0,3.5,1,0,300,1,1,0,1,0,"cp_0412","align_explicit_train_selected",12,90,1.4227,94.2369881733809,-4.23698817338094,FALSE,"cp_0412"
32,135,-2.34,-7.0747,-2.34,-7.0747,528,395,0,-8.5,-8.4853,-0.014719,1,0,260,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,135.000064147469,1.4253,148.65429878057,-13.6542987805705,FALSE,"cp_0412"
33,45,2.4034,-7.2028,2.4034,-7.2028,528,395,0,-8.5,8.4853,-0.014719,1,0,180,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,44.9999358525315,1.2972,28.3573061418104,16.6426938581896,FALSE,"cp_0412"
34,45,3.622,-6.5191,3.622,-6.5191,528,395,0,-8.5,8.4853,-0.014719,1,0,260,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,44.9999358525315,1.9809,28.6745924901231,16.3254075098769,FALSE,"cp_0412"
35,90,-0.5675,-6.2451,-0.5675,-6.2451,528,395,0,-8.5,0,3.5,1,0,181,1,1,0,1,0,"cp_0412","align_explicit_train_selected",12,90,2.2549,104.126486143525,-14.1264861435254,FALSE,"cp_0412"
36,135,-1.5825,-7.1767,-1.5825,-7.1767,528,395,0,-8.5,-8.4853,-0.014719,1,0,140,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,135.000064147469,1.3233,140.097344633538,-5.0973446335378,FALSE,"cp_0412"
37,135,-1.9385,-7.1056,-1.9385,-7.1056,528,395,0,-8.5,-8.4853,-0.014719,1,0,100,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,135.000064147469,1.3944,144.271815802957,-9.27181580295721,FALSE,"cp_0412"
38,90,-0.2156,-6.8348,-0.2156,-6.8348,528,395,0,-8.5,0,3.5,1,0,81,1,1,0,1,0,"cp_0412","align_explicit_train_selected",12,90,1.6652,97.3772698721804,-7.37726987218038,FALSE,"cp_0412"
39,45,2.854,-6.3117,2.854,-6.3117,528,395,0,-8.5,8.4853,-0.014719,1,0,180,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,44.9999358525315,2.1883,37.4791296739111,7.5208703260889,FALSE,"cp_0412"
40,135,-1.578,-7.0411,-1.578,-7.0411,528,395,0,-8.5,-8.4853,-0.014719,1,0,100,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,135.000064147469,1.4589,137.245853375093,-2.24585337509293,FALSE,"cp_0412"
41,90,-0.217,-5.6995,-0.217,-5.6995,528,395,0,-8.5,0,3.5,1,0,120,1,1,0,1,0,"cp_0412","align_explicit_train_selected",12,90,2.8005,94.4307766577751,-4.43077665777508,FALSE,"cp_0412"
42,45,2.8947,-6.2603,2.8947,-6.2603,528,395,0,-8.5,8.4853,-0.014719,1,0,120,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,44.9999358525315,2.2397,37.7299946167371,7.27000538326293,FALSE,"cp_0412"
43,45,2.867,-5.164,2.867,-5.164,528,395,0,-8.5,8.4853,-0.014719,1,0,160,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,44.9999358525315,3.336,49.323825575311,-4.32382557531096,FALSE,"cp_0412"
44,135,-4.2713,-4.3124,-4.2713,-4.3124,528,395,0,-8.5,-8.4853,-0.014719,1,0,1261,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,135.000064147469,4.1876,135.566917712894,-0.566917712894053,FALSE,"cp_0412"
45,90,0.7182,-2.5264,0.7182,-2.5264,528,395,0,-8.5,0,3.5,1,0,1101,1,1,0,1,0,"cp_0412","align_explicit_train_selected",12,90,5.9736,83.1442920297937,6.85570797020632,FALSE,"cp_0412"
64,135,-5.1229,-4.6294,-5.1229,-4.6294,528,395,0,-8.5,-8.4853,-0.014719,1,0,9021,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,135.000064147469,3.8706,142.927179832165,-7.9271798321646,FALSE,"cp_0412"
65,45,2.0628,-7.4886,2.0628,-7.4886,528,395,0,-8.5,8.4853,-0.014719,1,0,1040,1,1,0,1,0,"cp_0412","align_explicit_train_selected",8.485281,44.9999358525315,1.0114,26.1189182467912,18.8810817532088,FALSE,"cp_0412"
