"subject","task","blocknumber","trial","pv_angle","ep_angle"
"pc_0504","align_explicit_train_selected",1,2,7.50230087689108,-0.454367707175379
"pc_0504","align_explicit_train_selected",1,4,6.75893456968119,-0.061662731291932
"pc_0504","align_explicit_train_selected",1,5,9.89288616978946,-0.239668186292768
"pc_0504","align_explicit_train_selected",1,6,-14.2834697755414,0.539589049670838
"pc_0504","align_explicit_train_selected",1,7,-8.04311078709432,-0.303760671410117
"pc_0504","align_explicit_train_selected",1,8,1.21633293671201,-0.509604235447888
"pc_0504","align_explicit_train_selected",1,9,2.18969627546451,-0.397655810904809
"pc_0504","align_explicit_train_selected",1,10,-5.89975845148788,0.410686442489776
"pc_0504","align_explicit_train_selected",1,11,2.28378894707003,-0.0494302956073867
"pc_0504","align_explicit_train_selected",1,12,-14.3075549519425,0.1753638941003
"pc_0504","align_explicit_train_selected",1,13,-2.62782716947609,0.210331432047397
"pc_0504","align_explicit_train_selected",1,14,-8.92434595747613,0.447714102977613
"pc_0504","align_explicit_train_selected",1,15,-4.41586092090835,-0.0719669102541687
"pc_0504","align_explicit_train_selected",1,16,4.38329058169465,-0.221877496305048
"pc_0504","align_explicit_train_selected",1,17,-16.0754869144401,0.33262482251186
"pc_0504","align_explicit_train_selected",1,18,-3.80993871460042,-0.337558102688178
"pc_0504","align_explicit_train_selected",1,19,5.70353856765656,-0.449009325764848
"pc_0504","align_explicit_train_selected",1,20,-0.216216042315978,0.318671174260416
"pc_0504","align_explicit_train_selected",1,21,-7.074451116641,-0.161772414004048
"pc_0504","align_explicit_train_selected",1,22,-13.3012301569477,-0.392683214451836
"pc_0504","align_explicit_train_selected",1,23,9.40290564990819,-0.121857875423636
"pc_0504","align_explicit_train_selected",1,24,-8.02041516389615,0.708312972583954
"pc_0504","align_explicit_train_selected",1,25,10.7230108892097,-0.344871694672619
"pc_0504","align_explicit_train_selected",1,26,-11.0217250299374,0.337478490595601
"pc_0504","align_explicit_train_selected",1,27,-4.0127324961105,-0.0952647904153849
"pc_0504","align_explicit_train_selected",1,28,-5.09567700567376,0.594643835276145
"pc_0504","align_explicit_train_selected",1,29,-1.77803508247521,0.410011427601518
