"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","participant","task"
1,135,0.0253,-8.3835,0.0253,-8.3835,528,395,0,-8.5,-8.4853,-0.014719,1,0,0,1,1,0,0,"am_0301","align_explicit_train_selected"
1,135,0.0414,-8.3492,0.0414,-8.3492,528,395,0,-8.5,-8.4853,-0.014719,1,0,40,1,1,0,0,"am_0301","align_explicit_train_selected"
1,135,0.0661,-8.3069,0.0661,-8.3069,528,395,0,-8.5,-8.4853,-0.014719,1,0,60,1,1,0,0,"am_0301","align_explicit_train_selected"
1,135,0.1106,-8.2593,0.1106,-8.2593,528,395,0,-8.5,-8.4853,-0.014719,1,0,80,1,1,0,0,"am_0301","align_explicit_train_selected"
1,135,0.1661,-8.2142,0.1661,-8.2142,528,395,0,-8.5,-8.4853,-0.014719,1,0,100,1,1,0,0,"am_0301","align_explicit_train_selected"
1,135,0.2343,-8.1637,0.2343,-8.1637,528,395,0,-8.5,-8.4853,-0.014719,1,0,120,1,1,0,0,"am_0301","align_explicit_train_selected"
1,135,0.2941,-8.1078,0.2941,-8.1078,528,395,0,-8.5,-8.4853,-0.014719,1,0,140,1,1,0,0,"am_0301","align_explicit_train_selected"
1,135,0.3274,-8.0306,0.3274,-8.0306,528,395,0,-8.5,-8.4853,-0.014719,1,0,160,1,1,0,0,"am_0301","align_explicit_train_selected"
1,135,0.3441,-7.9294,0.3441,-7.9294,528,395,0,-8.5,-8.4853,-0.014719,1,0,181,1,1,0,0,"am_0301","align_explicit_train_selected"
1,135,0.34307,-7.8017,0.34307,-7.8017,528,395,0,-8.5,-8.4853,-0.014719,1,0,201,1,1,1,0,"am_0301","align_explicit_train_selected"
1,135,0.31596,-7.6341,0.31596,-7.6341,528,395,0,-8.5,-8.4853,-0.014719,1,0,221,1,1,1,0,"am_0301","align_explicit_train_selected"
1,135,0.26655,-7.4193,0.26655,-7.4193,528,395,0,-8.5,-8.4853,-0.014719,1,0,241,1,1,1,0,"am_0301","align_explicit_train_selected"
1,135,0.23713,-7.1676,0.23713,-7.1676,528,395,0,-8.5,-8.4853,-0.014719,1,0,261,1,1,1,0,"am_0301","align_explicit_train_selected"
1,135,0.22934,-6.9204,0.22934,-6.9204,528,395,0,-8.5,-8.4853,-0.014719,1,0,280,1,1,1,0,"am_0301","align_explicit_train_selected"
1,135,0.221,-6.5939,0.221,-6.5939,528,395,0,-8.5,-8.4853,-0.014719,1,0,300,1,1,1,0,"am_0301","align_explicit_train_selected"
1,135,0.2392,-6.2646,0.2392,-6.2646,528,395,0,-8.5,-8.4853,-0.014719,1,0,320,1,1,1,0,"am_0301","align_explicit_train_selected"
1,135,0.2782,-5.9363,0.2782,-5.9363,528,395,0,-8.5,-8.4853,-0.014719,1,0,340,1,1,0,0,"am_0301","align_explicit_train_selected"
