91	95.0098993393	90	0.0	-0.085	-0.010664	0.036648	795	784	1	4992
92	162.519984411	130	0.0	-0.085	-0.115847	-0.048518	1188	576	1	4932
93	42.3160603013	50	0.0	-0.085	0.090936	-0.002208	319	571	1	4556
94	138.720851005	130	0.0	-0.085	-0.091375	-0.004784	945	743	1	4696
95	98.3253783036	50	0.0	-0.085	-0.017664	0.035708	589	750	1	4568
96	129.543707495	90	0.0	-0.085	-0.077301	0.008628	791	767	1	7128
97	58.6881624113	50	0.0	-0.085	0.063510	0.019407	442	694	1	4337
98	175.230830027	130	0.0	-0.085	-0.122653	-0.074767	1208	557	1	4001
99	132.550447502	90	0.0	-0.085	-0.082411	0.004777	902	758	1	4099
100	42.17466287	50	0.0	-0.085	0.089272	-0.004125	341	596	1	4185
101	140.193637521	130	0.0	-0.085	-0.092575	-0.007852	965	712	1	4119
102	125.405188336	90	0.0	-0.085	-0.069959	0.013423	926	754	1	4313
103	83.5580562926	50	0.0	-0.085	0.013493	0.034503	609	754	1	3981
104	108.147074214	90	0.0	-0.085	-0.038304	0.031866	774	774	1	3971
105	149.675715313	130	0.0	-0.085	-0.104573	-0.023833	1094	661	1	4043
106	140.701661281	130	0.0	-0.085	-0.092907	-0.008961	978	731	1	4293
107	41.0813537743	50	0.0	-0.085	0.092429	-0.004422	284	541	1	4309
108	124.599145667	90	0.0	-0.085	-0.068690	0.014575	942	732	1	3809
235	62.5697313089	50	0.0	-0.085	0.055719	0.022354	317	581	2	8305
236	131.973067418	90	0.0	-0.085	-0.081146	0.005207	930	742	2	3870
237	176.712935958	130	0.0	-0.085	-0.123831	-0.077888	1172	564	2	3866
238	77.4434603767	50	0.0	-0.085	0.026357	0.033336	557	747	2	4016
239	127.472535692	90	0.0	-0.085	-0.074652	0.012385	767	771	2	4040
240	174.621332359	130	0.0	-0.085	-0.120199	-0.073683	1071	690	2	3779
241	89.1370007551	90	0.0	-0.085	0.001814	0.035425	608	762	2	3841
242	172.812830825	130	0.0	-0.085	-0.123313	-0.069450	1191	550	2	3835
243	40.3869515219	50	0.0	-0.085	0.095536	-0.003730	279	531	2	3999
244	144.790550648	90	0.0	-0.085	-0.099728	-0.014625	952	745	2	3873
245	156.838523458	130	0.0	-0.085	-0.113872	-0.036285	961	730	2	3413
246	45.7337024309	50	0.0	-0.085	0.085027	0.002233	327	586	2	3677
247	173.611767621	130	0.0	-0.085	-0.123428	-0.071181	1190	549	2	3601
248	72.4438951753	50	0.0	-0.085	0.036387	0.030012	566	744	2	3547
249	130.494353726	90	0.0	-0.085	-0.078681	0.007142	888	762	2	3473
250	69.7095134572	50	0.0	-0.085	0.041806	0.028074	441	674	2	3637
251	159.454425307	130	0.0	-0.085	-0.112748	-0.042743	1084	676	2	3321
252	99.6163013372	90	0.0	-0.085	-0.020632	0.036773	592	751	2	3707
379	150.665103622	130	0.0	-0.085	-0.104873	-0.026064	1063	697	3	6103
380	109.283936352	90	0.0	-0.085	-0.039900	0.029039	761	775	3	4645
381	60.957446413	50	0.0	-0.085	0.060083	0.023203	419	661	3	3762
382	36.97611036	50	0.0	-0.085	0.098430	-0.010892	286	532	3	3724
383	172.54434927	130	0.0	-0.085	-0.120330	-0.069253	1188	537	3	3486
384	93.6682869369	90	0.0	-0.085	-0.007709	0.035244	541	730	3	3392
385	102.500760981	50	0.0	-0.085	-0.026235	0.033331	641	769	3	3700
386	172.678652153	130	0.0	-0.085	-0.121924	-0.069335	1192	537	3	3314
387	144.74833368	90	0.0	-0.085	-0.098129	-0.015645	940	747	3	3686
388	149.750333915	130	0.0	-0.085	-0.107863	-0.022097	918	745	3	3505
389	82.5681299565	90	0.0	-0.085	0.015904	0.036923	540	739	3	3407
390	87.0913874513	50	0.0	-0.085	0.006303	0.039054	578	728	3	3449
391	142.48380036	90	0.0	-0.085	-0.095197	-0.011910	947	739	3	3321
392	141.788802426	130	0.0	-0.085	-0.096183	-0.009281	901	750	3	3179
393	147.412827754	50	0.0	-0.085	-0.103914	-0.018577	588	774	3	8953
394	137.778488558	130	0.0	-0.085	-0.089218	-0.004041	1124	630	3	3525
395	46.6496565626	50	0.0	-0.085	0.083075	0.003002	299	561	3	3399
396	136.618098288	90	0.0	-0.085	-0.088561	-0.001305	952	736	3	3393
523	154.596838522	130	0.0	-0.085	-0.110549	-0.032500	1088	655	4	5590
524	66.4548779388	50	0.0	-0.085	0.049417	0.028407	416	668	4	3928
525	119.284446569	90	0.0	-0.085	-0.059999	0.021985	775	792	4	3786
526	32.0898902692	50	0.0	-0.085	0.103996	-0.019789	281	531	4	3791
527	142.733119012	90	0.0	-0.085	-0.097149	-0.011081	960	719	4	3923
528	189.834264263	130	0.0	-0.085	-0.119674	-0.105745	1185	523	4	3846
529	107.80494252	90	0.0	-0.085	-0.037032	0.030307	549	744	4	4511
530	97.2188668939	50	0.0	-0.085	-0.015158	0.034671	556	738	4	4081
531	170.762812439	130	0.0	-0.085	-0.119553	-0.065557	1155	574	4	3773
532	44.1158063555	50	0.0	-0.085	0.086290	-0.001333	322	583	4	4190
533	88.8045029113	90	0.0	-0.085	0.002530	0.036236	582	744	4	3881
534	143.845779448	130	0.0	-0.085	-0.098917	-0.012725	949	759	4	3755
535	150.39572615	90	0.0	-0.085	-0.105731	-0.024926	931	737	4	4055
536	110.394112063	50	0.0	-0.085	-0.042081	0.028188	607	750	4	3911
537	143.241301135	130	0.0	-0.085	-0.098495	-0.011427	901	769	4	4292
538	80.7875312151	90	0.0	-0.085	0.019513	0.035311	571	757	4	3948
539	189.85363316	130	0.0	-0.085	-0.118582	-0.105597	1184	548	4	3888
540	32.8378943865	50	0.0	-0.085	0.105480	-0.016924	279	533	4	3544
