91	138.127266741	130	0.0	-0.085	-0.090638	-0.003753	1066	738	1	2770
92	102.77530683	90	0.0	-0.085	-0.027362	0.035675	710	783	1	1959
93	78.5437715706	50	0.0	-0.085	0.024424	0.035519	474	701	1	1939
94	135.928122492	130	0.0	-0.085	-0.088885	0.001051	1084	659	1	1639
95	77.6799505872	50	0.0	-0.085	0.026132	0.034651	469	703	1	1779
96	107.181821503	90	0.0	-0.085	-0.037162	0.035186	770	783	1	1659
97	107.819686313	90	0.0	-0.085	-0.037382	0.031294	805	725	1	1799
98	78.5314466358	50	0.0	-0.085	0.024015	0.033370	499	721	1	1900
99	134.419606047	130	0.0	-0.085	-0.087895	0.004694	1088	619	1	1679
100	120.95262249	130	0.0	-0.085	-0.061732	0.017932	972	707	1	1760
101	69.6918432334	50	0.0	-0.085	0.041725	0.027748	470	709	1	1759
102	104.974925036	90	0.0	-0.085	-0.031082	0.031203	722	783	1	1779
103	86.2711393785	50	0.0	-0.085	0.008063	0.038717	502	732	1	1939
104	135.903599409	130	0.0	-0.085	-0.090583	0.002770	1079	649	1	1739
105	102.904774899	90	0.0	-0.085	-0.026934	0.032555	759	725	1	1819
106	126.740686312	130	0.0	-0.085	-0.074696	0.015064	961	764	1	1879
107	98.2637786486	90	0.0	-0.085	-0.017564	0.035932	705	725	1	1799
108	77.2023625183	50	0.0	-0.085	0.027836	0.037544	477	702	1	2443
235	114.214508725	90	0.0	-0.085	-0.049299	0.024621	806	782	2	2625
236	139.002738948	130	0.0	-0.085	-0.094658	-0.002723	1046	698	2	1879
237	78.492446296	50	0.0	-0.085	0.024252	0.034122	511	713	2	1919
238	79.968195982	50	0.0	-0.085	0.022108	0.039975	528	701	2	1919
239	135.785038143	130	0.0	-0.085	-0.089405	0.001988	1022	687	2	1839
240	100.919001823	90	0.0	-0.085	-0.023499	0.036811	735	784	2	2078
241	82.107254788	50	0.0	-0.085	0.016501	0.034027	543	738	2	1919
242	140.909651324	130	0.0	-0.085	-0.096481	-0.006619	1156	608	2	1799
243	97.1226143842	90	0.0	-0.085	-0.015408	0.038306	710	798	2	1859
244	107.748514197	90	0.0	-0.085	-0.037577	0.032401	826	771	2	1899
245	77.2737448132	50	0.0	-0.085	0.026972	0.034429	524	728	2	2039
246	129.800898598	130	0.0	-0.085	-0.079396	0.010291	1011	715	2	1919
247	97.78399047	90	0.0	-0.085	-0.016301	0.034248	746	747	2	1799
248	72.5026474966	50	0.0	-0.085	0.037965	0.035429	512	734	2	1879
249	124.121771584	130	0.0	-0.085	-0.069153	0.017055	952	757	2	1919
250	123.195988933	130	0.0	-0.085	-0.066793	0.017086	1004	710	2	1999
251	76.8830493112	50	0.0	-0.085	0.028433	0.037020	514	732	2	1939
252	103.067130284	90	0.0	-0.085	-0.027811	0.034822	791	764	2	1839
379	74.4027847908	50	0.0	-0.085	0.033299	0.034286	471	723	3	2900
380	134.780609157	130	0.0	-0.085	-0.089364	0.005051	1095	643	3	1619
381	102.932896793	90	0.0	-0.085	-0.028249	0.038017	772	773	3	1740
382	67.8743160033	50	0.0	-0.085	0.047256	0.031228	461	687	3	1800
383	111.147476922	90	0.0	-0.085	-0.043537	0.027551	809	745	3	1778
384	135.808493629	130	0.0	-0.085	-0.089972	0.002468	1126	639	3	1740
385	104.39974151	90	0.0	-0.085	-0.029995	0.031825	825	767	3	1820
386	127.727026822	130	0.0	-0.085	-0.074422	0.011197	977	725	3	1820
387	69.3921146758	50	0.0	-0.085	0.042662	0.028453	483	692	3	1959
388	114.985519988	90	0.0	-0.085	-0.053172	0.029103	881	752	3	1759
389	77.4143803849	50	0.0	-0.085	0.026982	0.035853	504	724	3	1979
390	130.781359509	130	0.0	-0.085	-0.078946	0.006520	1048	640	3	1719
391	124.512317242	130	0.0	-0.085	-0.069622	0.016254	1008	727	3	1739
392	100.221967923	90	0.0	-0.085	-0.022067	0.037374	740	791	3	1719
393	69.8837229662	50	0.0	-0.085	0.042250	0.030352	461	696	3	1719
394	73.8304125324	50	0.0	-0.085	0.033610	0.030916	505	702	3	2019
395	132.02484585	130	0.0	-0.085	-0.081819	0.005790	1075	670	3	2439
396	96.7885999621	90	0.0	-0.085	-0.014533	0.037084	714	764	3	1679
523	70.3474620756	50	0.0	-0.085	0.041321	0.030707	459	694	4	2199
524	107.983698986	90	0.0	-0.085	-0.037203	0.029610	780	756	4	1619
