187	135	-0.036	-8.5493	-0.036	-8.5493	528	395	0	-8.5	-8.4853	-0.014719	1	0	0	1	0	0	0
187	135	-0.0418	-8.5545	-0.0418	-8.5545	528	395	0	-8.5	-8.4853	-0.014719	1	0	20	1	0	0	0
187	135	-0.0591	-8.5703	-0.0591	-8.5703	528	395	0	-8.5	-8.4853	-0.014719	1	0	40	1	0	0	0
187	135	-0.0792	-8.5886	-0.0792	-8.5886	528	395	0	-8.5	-8.4853	-0.014719	1	0	60	1	1	0	0
187	135	-0.1151	-8.6148	-0.1151	-8.6148	528	395	0	-8.5	-8.4853	-0.014719	1	0	80	1	1	0	0
187	135	-0.1581	-8.6409	-0.1581	-8.6409	528	395	0	-8.5	-8.4853	-0.014719	1	0	100	1	1	0	0
187	135	-0.2041	-8.6696	-0.2041	-8.6696	528	395	0	-8.5	-8.4853	-0.014719	1	0	120	1	1	0	0
187	135	-0.2612	-8.6956	-0.2612	-8.6956	528	395	0	-8.5	-8.4853	-0.014719	1	0	140	1	1	0	0
187	135	-0.3143	-8.7242	-0.3143	-8.7242	528	395	0	-8.5	-8.4853	-0.014719	1	0	160	1	1	0	0
187	135	-0.3633	-8.7554	-0.3633	-8.7554	528	395	0	-8.5	-8.4853	-0.014719	1	0	180	1	1	0	0
187	135	-0.4164	-8.7838	-0.4164	-8.7838	528	395	0	-8.5	-8.4853	-0.014719	1	0	200	1	1	0	0
187	135	-0.4767	-8.8122	-0.4767	-8.8122	528	395	0	-8.5	-8.4853	-0.014719	1	0	220	1	1	0	0
187	135	-0.5312	-8.8353	-0.5312	-8.8353	528	395	0	-8.5	-8.4853	-0.014719	1	0	240	1	1	0	0
187	135	-0.5787	-8.8584	-0.5787	-8.8584	528	395	0	-8.5	-8.4853	-0.014719	1	0	260	1	1	0	0
187	135	-0.6262	-8.8815	-0.6262	-8.8815	528	395	0	-8.5	-8.4853	-0.014719	1	0	280	1	1	0	0
187	135	-0.6696	-8.9071	-0.6696	-8.9071	528	395	0	-8.5	-8.4853	-0.014719	1	0	300	1	1	0	0
187	135	-0.7071	-8.9276	-0.7071	-8.9276	528	395	0	-8.5	-8.4853	-0.014719	1	0	320	1	1	0	0
