0	0	0.0	-0.085	0.12	-0.085	744	362	266	328
1	153.0	0.0	-0.085	-0.106920782903	-0.0305211400313	764	328	1157	551
2	144.0	0.0	-0.085	-0.097082039325	-0.0144657697249	758	328	1078	580
3	90.0	0.0	-0.085	0.0	0.035	717	332	756	788
4	63.0	0.0	-0.085	0.0544788599687	0.0219207829026	747	345	457	758
5	90	0.0	-0.085	0.0	0.035	759	347	744	899
6	171.0	0.0	-0.085	-0.118522600871	-0.0662278641952	774	323	1211	404
7	90	0.0	-0.085	0.0	0.035	743	345	709	858
8	72.0	0.0	-0.085	0.037082039325	0.0291267819554	754	334	590	799
9	126.0	0.0	-0.085	-0.0705342302751	0.012082039325	747	332	1026	691
10	90	0.0	-0.085	0.0	0.035	761	345	765	745
11	135	0.0	-0.085	-0.12	-0.085	774	336	1250	321
12	180	0.0	-0.085	-0.12	-0.085	735	360	1216	321
13	90	0.0	-0.085	0.0	0.035	746	351	716	766
14	45.0	0.0	-0.085	0.0848528137424	-0.000147186257614	757	310	383	677
15	0	0.0	-0.085	0.12	-0.085	767	317	251	332
16	108.0	0.0	-0.085	-0.037082039325	0.0291267819554	775	357	889	704
17	90	0.0	-0.085	0.0	0.035	755	307	735	788
18	117.0	0.0	-0.085	-0.0544788599687	0.0219207829026	800	313	966	691
19	180	0.0	-0.085	-0.12	-0.085	762	339	1222	319
20	90	0.0	-0.085	0.0	0.035	749	330	753	780
21	162.0	0.0	-0.085	-0.114126781955	-0.047917960675	781	308	1203	447
22	90	0.0	-0.085	0.0	0.035	741	338	737	734
23	54.0	0.0	-0.085	0.0705342302751	0.012082039325	753	330	457	675
24	45	0.0	-0.085	-0.12	-0.085	765	338	1225	359
25	0	0.0	-0.085	0.12	-0.085	754	333	237	366
26	0.0	0.0	-0.085	0.12	-0.085	758	335	239	372
27	9.0	0.0	-0.085	0.118522600871	-0.0662278641952	761	342	235	429
28	90	0.0	-0.085	0.0	0.035	763	359	711	861
29	135.0	0.0	-0.085	-0.0848528137424	-0.000147186257614	749	322	1162	658
30	99.0	0.0	-0.085	-0.0187721358048	0.0335226008714	743	374	809	802
31	180.0	0.0	-0.085	-0.12	-0.085	747	332	1214	354
32	36.0	0.0	-0.085	0.097082039325	-0.0144657697249	694	357	354	612
33	27.0	0.0	-0.085	0.106920782903	-0.0305211400313	777	319	314	554
34	180	0.0	-0.085	-0.12	-0.085	710	293	1216	326
35	90	0.0	-0.085	0.0	0.035	733	359	735	765
36	81.0	0.0	-0.085	0.0187721358048	0.0335226008714	740	309	666	781
37	18.0	0.0	-0.085	0.114126781955	-0.047917960675	728	333	273	494
38	0	0.0	-0.085	0.12	-0.085	765	344	240	358
39	180	0.0	-0.085	-0.12	-0.085	761	346	1233	356
