"subject","task","blocknumber","trial","pv_angle","ep_angle"
"mc_0806","align_explicit_train_selected",1,1,3.70206465444295,0.558285100368579
"mc_0806","align_explicit_train_selected",1,2,5.33949739045561,0.366073338733216
"mc_0806","align_explicit_train_selected",1,3,-1.00662735474661,-1.96762193520474
"mc_0806","align_explicit_train_selected",1,4,2.54274347052967,0.354374555851251
"mc_0806","align_explicit_train_selected",1,5,-3.4970545837072,-0.365949738742906
"mc_0806","align_explicit_train_selected",1,6,3.51065192332658,0.287541107510535
"mc_0806","align_explicit_train_selected",1,7,2.62735703888726,-0.353724997617093
"mc_0806","align_explicit_train_selected",1,8,1.11138048659582,0.907952948758606
"mc_0806","align_explicit_train_selected",1,9,10.5857327850269,0.0622772688055022
"mc_0806","align_explicit_train_selected",1,10,-0.312857552035553,0.485574286711511
"mc_0806","align_explicit_train_selected",1,11,-12.0400045842385,0.142867743245745
"mc_0806","align_explicit_train_selected",1,12,-3.0600071732388,-0.403059690257109
"mc_0806","align_explicit_train_selected",1,13,-1.80961764497609,-0.71984133375819
"mc_0806","align_explicit_train_selected",1,14,19.6151654532654,1.36211658909241
"mc_0806","align_explicit_train_selected",1,15,1.50586969814826,0.0961353650680223
"mc_0806","align_explicit_train_selected",1,16,13.0023991688296,0.68832540272733
"mc_0806","align_explicit_train_selected",1,17,-5.97430549792558,-0.230376626879313
"mc_0806","align_explicit_train_selected",1,18,-4.02500384099341,1.00432958990871
"mc_0806","align_explicit_train_selected",1,19,5.73659823196809,0.319214745449727
"mc_0806","align_explicit_train_selected",1,20,-11.2985268247709,-0.358759749427037
"mc_0806","align_explicit_train_selected",1,21,-17.8996080969061,-0.676470750671903
"mc_0806","align_explicit_train_selected",1,22,20.0466078665567,0.633440826674814
"mc_0806","align_explicit_train_selected",1,23,-27.483289239133,0.242254022314867
"mc_0806","align_explicit_train_selected",1,24,-14.5998493952828,0.519265638210499
"mc_0806","align_explicit_train_selected",1,25,-17.8673861752092,0.29221117707165
"mc_0806","align_explicit_train_selected",1,26,4.63396214457421,0.837249653185239
"mc_0806","align_explicit_train_selected",1,27,-19.2306723756613,-0.486989937031268
"mc_0806","align_explicit_train_selected",1,28,-12.5449968443926,0.384267615235913
"mc_0806","align_explicit_train_selected",1,29,1.52898521340944,-0.0954990640540032
"mc_0806","align_explicit_train_selected",1,30,-5.93755838918605,0.149487745260956
"mc_0806","align_explicit_train_selected",1,31,5.8965890358967,-0.0427063356237198
"mc_0806","align_explicit_train_selected",1,32,-3.98698814170703,0.189386864738196
"mc_0806","align_explicit_train_selected",1,33,-35.333584610443,-0.386722616356728
"mc_0806","align_explicit_train_selected",1,34,2.84309754518364,0.190417551819422
"mc_0806","align_explicit_train_selected",1,35,5.0617490885316,-0.126185108582177
"mc_0806","align_explicit_train_selected",1,36,-22.6007714656195,-0.559724414414561
"mc_0806","align_explicit_train_selected",1,37,2.46338269772988,-0.107197801410081
"mc_0806","align_explicit_train_selected",1,38,-13.1941352664957,-0.307293799276792
"mc_0806","align_explicit_train_selected",1,39,-6.0771269875321,0.63519701145357
"mc_0806","align_explicit_train_selected",1,40,-10.8500148021608,-0.159828362866051
"mc_0806","align_explicit_train_selected",1,41,-31.001962671435,-0.405757303793344
"mc_0806","align_explicit_train_selected",1,42,12.3346726345901,0.615115103895675
"mc_0806","align_explicit_train_selected",1,43,-6.10349420455795,-0.171571829612311
"mc_0806","align_explicit_train_selected",1,44,-4.87148482252006,-0.0413715334543809
"mc_0806","align_explicit_train_selected",1,65,5.03413369622014,0.0119613263933473
"mc_0806","align_explicit_train_selected",1,66,7.90047786457268,0.279187269761977
"mc_0806","align_explicit_train_selected",1,67,-5.4471431482154,0.0161205568550997
"mc_0806","align_explicit_train_selected",1,68,9.47707113791646,0.0553614853937958
"mc_0806","align_explicit_train_selected",1,69,-6.89851189010497,0.502685310301985
"mc_0806","align_explicit_train_selected",1,70,-12.6261724546016,-0.0339686958294863
"mc_0806","align_explicit_train_selected",1,72,11.717465337006,-0.835542213847781
"mc_0806","align_explicit_train_selected",1,91,3.98149982858223,0.172993167875617
"mc_0806","align_explicit_train_selected",1,92,-2.87361472550855,0.0938348129515276
"mc_0806","align_explicit_train_selected",1,93,-11.0917245863911,0.371812636483327
"mc_0806","align_explicit_train_selected",1,94,-13.5306122661792,0.464019563466337
"mc_0806","align_explicit_train_selected",1,95,5.91963675131598,-0.251762350779657
"mc_0806","align_explicit_train_selected",1,96,-1.18346229414263,-0.467501325540304
"mc_0806","align_explicit_train_selected",1,97,-6.20954137974104,0.430092500124331
"mc_0806","align_explicit_train_selected",1,98,-2.94635151430746,-0.407625249611783
"mc_0806","align_explicit_train_selected",1,99,11.6215621957042,0.559344006473594
"mc_0806","align_explicit_train_selected",2,109,-35.6918111010713,0.24033693295442
"mc_0806","align_explicit_train_selected",2,110,4.08521324689039,0.0581956277396358
"mc_0806","align_explicit_train_selected",2,111,9.40035823833226,-0.118120151847833
"mc_0806","align_explicit_train_selected",2,112,13.6881140578542,0.18634684233399
"mc_0806","align_explicit_train_selected",2,113,-7.41853176974717,-0.638793267461502
"mc_0806","align_explicit_train_selected",2,114,-7.37120648267781,0.422243942114605
"mc_0806","align_explicit_train_selected",2,115,-15.8509625300527,-0.36899226588752
"mc_0806","align_explicit_train_selected",2,116,13.8308580702759,0.245600726874841
"mc_0806","align_explicit_train_selected",2,117,-1.55013229555664,-0.0219277484830798
"mc_0806","align_explicit_train_selected",2,136,9.38851342174927,0.217848535613626
"mc_0806","align_explicit_train_selected",2,137,9.08313634109892,0.485574286711511
"mc_0806","align_explicit_train_selected",2,140,7.20153675601468,0.829885751346069
"mc_0806","align_explicit_train_selected",2,141,-5.63068275763526,-0.0676124856401472
"mc_0806","align_explicit_train_selected",2,142,3.83335328149101,0.651501707842584
"mc_0806","align_explicit_train_selected",2,143,-11.9487244555704,-0.0673913848832726
"mc_0806","align_explicit_train_selected",2,144,-18.9523376088971,-0.0794360423731604
"mc_0806","align_explicit_train_selected",2,163,-5.80431615933284,-0.0909926797100127
"mc_0806","align_explicit_train_selected",2,164,-5.0211383041355,-0.271374541347214
"mc_0806","align_explicit_train_selected",2,165,-1.65084179745513,0.137069834791674
"mc_0806","align_explicit_train_selected",2,166,-15.7517085810085,0.684807839832246
"mc_0806","align_explicit_train_selected",2,167,-1.24954382087672,-0.40779707778217
"mc_0806","align_explicit_train_selected",2,168,-9.74903751658712,0.818686643216864
"mc_0806","align_explicit_train_selected",2,169,1.76924699854749,-0.0499690892026763
"mc_0806","align_explicit_train_selected",2,170,11.233317130115,0.150880168732321
"mc_0806","align_explicit_train_selected",2,171,-11.602427605715,0.486298778953142
"mc_0806","align_explicit_train_selected",3,181,-6.95675408968395,-0.839448515734993
"mc_0806","align_explicit_train_selected",3,182,-22.3987773339931,0.337987766410635
"mc_0806","align_explicit_train_selected",3,183,-4.8831446831914,0.449059312175137
"mc_0806","align_explicit_train_selected",3,184,-2.04264247478946,0.577625285298097
"mc_0806","align_explicit_train_selected",3,185,9.00980693384076,0.524975479804809
"mc_0806","align_explicit_train_selected",3,186,-2.32499202819854,0.626026608812367
"mc_0806","align_explicit_train_selected",3,187,-8.98194083145446,0.310651963872147
"mc_0806","align_explicit_train_selected",3,188,-4.94317751593175,0.558076757341567
"mc_0806","align_explicit_train_selected",3,189,13.8800678247875,1.07823177013043
"mc_0806","align_explicit_train_selected",3,208,-7.19923363836764,0.588677101371033
"mc_0806","align_explicit_train_selected",3,209,-8.83431588857098,0.781631279139077
"mc_0806","align_explicit_train_selected",3,210,-10.615781354912,-0.450106883953801
"mc_0806","align_explicit_train_selected",3,211,-33.3008223314843,0.483825939279356
"mc_0806","align_explicit_train_selected",3,212,-17.896690354963,0.894388616338261
"mc_0806","align_explicit_train_selected",3,213,-11.1901010460523,0.0684640806362609
"mc_0806","align_explicit_train_selected",3,214,-6.77580419488172,-0.369335948789832
"mc_0806","align_explicit_train_selected",3,215,-44.1287809666894,0.678939284580565
"mc_0806","align_explicit_train_selected",3,216,3.04155192825115,0.615115103895675
"mc_0806","align_explicit_train_selected",3,235,-4.49062813923543,0.187696951530583
"mc_0806","align_explicit_train_selected",3,236,-16.3836707815938,-0.431561088819493
"mc_0806","align_explicit_train_selected",3,237,-12.9385345514173,0.484887132724225
"mc_0806","align_explicit_train_selected",3,238,-0.550978442675799,-0.198720034222418
"mc_0806","align_explicit_train_selected",3,239,-19.4409241965618,0.15025318150137
"mc_0806","align_explicit_train_selected",3,240,-19.4399956182497,0.0583289669766316
"mc_0806","align_explicit_train_selected",3,241,-4.30081688055569,0.016602463128919
"mc_0806","align_explicit_train_selected",3,242,-8.502112762507,-0.0401756054525606
"mc_0806","align_explicit_train_selected",3,243,-9.78028352663574,-0.448882812997468
"mc_0806","align_explicit_train_selected",4,253,13.7155106315633,-0.908801599680686
"mc_0806","align_explicit_train_selected",4,254,-13.7902954272929,0.839867217801867
"mc_0806","align_explicit_train_selected",4,255,-0.596424463276819,0.511386137774679
"mc_0806","align_explicit_train_selected",4,256,-10.1136567807042,0.252845688120757
"mc_0806","align_explicit_train_selected",4,259,-23.6739025516925,-0.392946069870568
"mc_0806","align_explicit_train_selected",4,260,-25.7525028441388,0.201758336250279
"mc_0806","align_explicit_train_selected",4,261,13.3898967980202,0.22705291992969
"mc_0806","align_explicit_train_selected",4,280,-10.9591401269797,-0.217574883976397
"mc_0806","align_explicit_train_selected",4,281,-1.42936206118586,0.152293431892829
"mc_0806","align_explicit_train_selected",4,282,-17.7250750629838,0.279410378612084
"mc_0806","align_explicit_train_selected",4,284,-13.3729436494495,1.04449538287017
"mc_0806","align_explicit_train_selected",4,285,10.0429941210661,0.416813063507675
"mc_0806","align_explicit_train_selected",4,286,-2.31403183347085,0.919474760785832
"mc_0806","align_explicit_train_selected",4,287,-15.2407606074456,-0.286402383836538
"mc_0806","align_explicit_train_selected",4,288,-0.876518159918788,0.185824959259349
"mc_0806","align_explicit_train_selected",4,307,-5.03872814448069,0.834941333579081
"mc_0806","align_explicit_train_selected",4,308,-19.3060741780603,-0.186062838423915
"mc_0806","align_explicit_train_selected",4,309,-10.9300850832876,-0.271244047002909
"mc_0806","align_explicit_train_selected",4,311,-14.2019171913183,0.429827816036692
"mc_0806","align_explicit_train_selected",4,312,27.046543777392,0.238470705590032
"mc_0806","align_explicit_train_selected",4,313,-29.0802990155429,0.151901176983415
"mc_0806","align_explicit_train_selected",4,314,-2.49085356759146,0.0413435468761847
"mc_0806","align_explicit_train_selected",4,315,-16.9909267418874,0.483345260463395
"mc_0806","align_explicit_no_cursor_selected",1,100,11.5784745026497,2.47687560470172
"mc_0806","align_explicit_no_cursor_selected",1,101,31.4814963734714,-3.01678439514005
"mc_0806","align_explicit_no_cursor_selected",1,102,-4.73670278121796,7.51504838391759
"mc_0806","align_explicit_no_cursor_selected",1,103,3.21690839457072,-6.85865756129954
"mc_0806","align_explicit_no_cursor_selected",1,104,10.1697733966131,-4.88683202824599
"mc_0806","align_explicit_no_cursor_selected",1,105,-12.4983198122759,-1.1517074445855
"mc_0806","align_explicit_no_cursor_selected",1,106,6.42625046039517,-6.38066319176336
"mc_0806","align_explicit_no_cursor_selected",1,107,-13.1641693831595,-4.34427610197295
"mc_0806","align_explicit_no_cursor_selected",1,108,-12.57072315547,-4.46123202331327
"mc_0806","align_explicit_no_cursor_selected",2,172,-0.722130787058148,3.55075085267657
"mc_0806","align_explicit_no_cursor_selected",2,173,18.6960701095736,2.24315352400473
"mc_0806","align_explicit_no_cursor_selected",2,174,23.9717536812412,-2.78443870665076
"mc_0806","align_explicit_no_cursor_selected",2,176,-14.3505461729882,-5.30602007837263
"mc_0806","align_explicit_no_cursor_selected",2,177,-1.27352556748678,-7.28924045783884
"mc_0806","align_explicit_no_cursor_selected",2,178,-25.7516854770862,-7.76995462701092
"mc_0806","align_explicit_no_cursor_selected",2,179,-2.65856350909183,-5.30442180501394
"mc_0806","align_explicit_no_cursor_selected",2,180,-15.8171861566648,5.29048942549153
"mc_0806","align_explicit_no_cursor_selected",3,244,21.9548656956355,24.9403612885808
