0	135.0	0.0	-0.085	-0.0848528137424	-0.000147186257614	884	326	1128	635
1	81.0	0.0	-0.085	0.0187721358048	0.0335226008714	773	357	661	684
2	108.0	0.0	-0.085	-0.037082039325	0.0291267819554	717	279	891	709
3	162.0	0.0	-0.085	-0.114126781955	-0.047917960675	746	305	1082	479
4	36.0	0.0	-0.085	0.097082039325	-0.0144657697249	670	309	301	465
5	144.0	0.0	-0.085	-0.097082039325	-0.0144657697249	687	303	1015	576
6	171.0	0.0	-0.085	-0.118522600871	-0.0662278641952	594	327	1083	374
7	90	0.0	-0.085	0.0	0.035	645	319	682	716
8	18.0	0.0	-0.085	0.114126781955	-0.047917960675	662	412	197	404
9	180	0.0	-0.085	-0.12	-0.085	645	313	1162	329
10	9.0	0.0	-0.085	0.118522600871	-0.0662278641952	605	299	130	350
11	54.0	0.0	-0.085	0.0705342302751	0.012082039325	665	358	410	631
12	126.0	0.0	-0.085	-0.0705342302751	0.012082039325	601	342	897	674
13	45.0	0.0	-0.085	0.0848528137424	-0.000147186257614	632	357	232	553
14	180.0	0.0	-0.085	-0.12	-0.085	663	318	1062	300
15	0	0.0	-0.085	0.12	-0.085	593	305	95	287
16	0	0.0	-0.085	0.12	-0.085	638	309	36	280
17	135	0.0	-0.085	-0.12	-0.085	659	357	1117	351
18	45	0.0	-0.085	-0.12	-0.085	554	323	1142	356
19	90	0.0	-0.085	0.0	0.035	588	347	540	733
20	0	0.0	-0.085	0.12	-0.085	531	410	54	361
21	153.0	0.0	-0.085	-0.106920782903	-0.0305211400313	611	358	1033	560
22	90	0.0	-0.085	0.0	0.035	613	363	592	782
23	90	0.0	-0.085	0.0	0.035	599	343	628	785
24	90	0.0	-0.085	0.0	0.035	578	413	589	761
25	180	0.0	-0.085	-0.12	-0.085	559	383	1186	352
26	90	0.0	-0.085	0.0	0.035	617	334	644	747
27	0	0.0	-0.085	0.12	-0.085	547	374	36	313
28	90	0.0	-0.085	0.0	0.035	664	374	564	749
29	180	0.0	-0.085	-0.12	-0.085	614	352	1256	398
30	27.0	0.0	-0.085	0.106920782903	-0.0305211400313	646	358	184	505
31	90	0.0	-0.085	0.0	0.035	642	372	648	757
32	90	0.0	-0.085	0.0	0.035	634	393	666	697
33	180	0.0	-0.085	-0.12	-0.085	558	403	1151	372
34	72.0	0.0	-0.085	0.037082039325	0.0291267819554	582	358	365	733
35	117.0	0.0	-0.085	-0.0544788599687	0.0219207829026	609	385	924	734
36	63.0	0.0	-0.085	0.0544788599687	0.0219207829026	644	360	387	693
37	99.0	0.0	-0.085	-0.0187721358048	0.0335226008714	573	331	642	752
38	0.0	0.0	-0.085	0.12	-0.085	582	402	108	381
39	90.0	0.0	-0.085	0.0	0.035	689	358	537	761
