100	135	0.0061	-8.4914	0.0061	-8.4914	528	395	0	-8.5	-8.4853	-0.014719	1	0	0	1	0	0	0	0
100	135	0.0103	-8.4941	0.0103	-8.4941	528	395	0	-8.5	-8.4853	-0.014719	1	0	18	1	0	0	0	0
100	135	0.0132	-8.4914	0.0132	-8.4914	528	395	0	-8.5	-8.4853	-0.014719	1	0	38	1	0	0	0	0
100	135	0.0173	-8.4941	0.0173	-8.4941	528	395	0	-8.5	-8.4853	-0.014719	1	0	58	1	0	0	0	0
100	135	0.0173	-8.4941	0.0173	-8.4941	528	395	0	-8.5	-8.4853	-0.014719	1	0	78	1	0	0	0	0
100	135	0.0215	-8.4967	0.0215	-8.4967	528	395	0	-8.5	-8.4853	-0.014719	1	0	98	1	0	0	0	0
100	135	0.0186	-8.4993	0.0186	-8.4993	528	395	0	-8.5	-8.4853	-0.014719	1	0	118	1	0	0	0	0
100	135	0.0186	-8.4993	0.0186	-8.4993	528	395	0	-8.5	-8.4853	-0.014719	1	0	138	1	0	0	0	0
100	135	0.027	-8.5046	0.027	-8.5046	528	395	0	-8.5	-8.4853	-0.014719	1	0	158	1	0	0	0	0
100	135	0.0312	-8.5072	0.0312	-8.5072	528	395	0	-8.5	-8.4853	-0.014719	1	0	178	1	0	0	0	0
100	135	0.0424	-8.5098	0.0424	-8.5098	528	395	0	-8.5	-8.4853	-0.014719	1	0	198	1	0	0	0	0
100	135	0.0452	-8.5072	0.0452	-8.5072	528	395	0	-8.5	-8.4853	-0.014719	1	0	218	1	0	0	0	0
100	135	0.0494	-8.5098	0.0494	-8.5098	528	395	0	-8.5	-8.4853	-0.014719	1	0	238	1	0	0	0	0
100	135	0.0494	-8.5098	0.0494	-8.5098	528	395	0	-8.5	-8.4853	-0.014719	1	0	258	1	0	0	0	0
100	135	0.0494	-8.5098	0.0494	-8.5098	528	395	0	-8.5	-8.4853	-0.014719	1	0	278	1	0	0	0	0
100	135	0.0494	-8.5098	0.0494	-8.5098	528	395	0	-8.5	-8.4853	-0.014719	1	0	298	1	0	0	0	0
100	135	0.0494	-8.5098	0.0494	-8.5098	528	395	0	-8.5	-8.4853	-0.014719	1	0	318	1	0	0	0	0
100	135	0.0536	-8.5125	0.0536	-8.5125	528	395	0	-8.5	-8.4853	-0.014719	1	0	338	1	0	0	0	0
100	135	0.0536	-8.5125	0.0536	-8.5125	528	395	0	-8.5	-8.4853	-0.014719	1	0	358	1	0	0	0	0
100	135	0.0536	-8.5125	0.0536	-8.5125	528	395	0	-8.5	-8.4853	-0.014719	1	0	378	1	0	0	0	0
100	135	0.0523	-8.5072	0.0523	-8.5072	528	395	0	-8.5	-8.4853	-0.014719	1	0	398	1	0	0	0	0
100	135	0.0523	-8.5072	0.0523	-8.5072	528	395	0	-8.5	-8.4853	-0.014719	1	0	418	1	0	0	0	0
100	135	0.0593	-8.5072	0.0593	-8.5072	528	395	0	-8.5	-8.4853	-0.014719	1	0	438	1	0	0	0	0
100	135	0.0622	-8.5046	0.0622	-8.5046	528	395	0	-8.5	-8.4853	-0.014719	1	0	458	1	0	0	0	0
100	135	0.0664	-8.5072	0.0664	-8.5072	528	395	0	-8.5	-8.4853	-0.014719	1	0	478	1	0	0	0	0
100	135	0.0664	-8.5072	0.0664	-8.5072	528	395	0	-8.5	-8.4853	-0.014719	1	0	498	1	0	0	0	0
100	135	0.0734	-8.5072	0.0734	-8.5072	528	395	0	-8.5	-8.4853	-0.014719	1	0	518	1	0	0	0	0
100	135	0.0734	-8.5072	0.0734	-8.5072	528	395	0	-8.5	-8.4853	-0.014719	1	0	538	1	0	0	0	0
100	135	0.0734	-8.5072	0.0734	-8.5072	528	395	0	-8.5	-8.4853	-0.014719	1	0	558	1	0	0	0	0
100	135	0.0763	-8.5046	0.0763	-8.5046	528	395	0	-8.5	-8.4853	-0.014719	1	0	578	1	0	0	0	0
100	135	0.0721	-8.5019	0.0721	-8.5019	528	395	0	-8.5	-8.4853	-0.014719	1	0	598	1	0	0	0	0
100	135	0.068	-8.4993	0.068	-8.4993	528	395	0	-8.5	-8.4853	-0.014719	1	0	618	1	0	0	0	0
100	135	0.0721	-8.5019	0.0721	-8.5019	528	395	0	-8.5	-8.4853	-0.014719	1	0	638	1	0	0	0	0
100	135	0.0763	-8.5046	0.0763	-8.5046	528	395	0	-8.5	-8.4853	-0.014719	1	0	658	1	0	0	0	0
100	135	0.0847	-8.5098	0.0847	-8.5098	528	395	0	-8.5	-8.4853	-0.014719	1	0	678	1	0	0	0	0
100	135	0.0888	-8.5124	0.0888	-8.5124	528	395	0	-8.5	-8.4853	-0.014719	1	0	698	1	0	0	0	0
100	135	0.093	-8.515	0.093	-8.515	528	395	0	-8.5	-8.4853	-0.014719	1	0	718	1	0	0	0	0
100	135	0.1014	-8.5203	0.1014	-8.5203	528	395	0	-8.5	-8.4853	-0.014719	1	0	738	1	0	0	0	0
100	135	0.1084	-8.5203	0.1084	-8.5203	528	395	0	-8.5	-8.4853	-0.014719	1	0	758	1	0	0	0	0
100	135	0.1155	-8.5203	0.1155	-8.5203	528	395	0	-8.5	-8.4853	-0.014719	1	0	778	1	0	0	0	0
100	135	0.1183	-8.5176	0.1183	-8.5176	528	395	0	-8.5	-8.4853	-0.014719	1	0	798	1	0	0	0	0
100	135	0.117	-8.5124	0.117	-8.5124	528	395	0	-8.5	-8.4853	-0.014719	1	0	818	1	0	0	0	0
100	135	0.1128	-8.5098	0.1128	-8.5098	528	395	0	-8.5	-8.4853	-0.014719	1	0	838	1	0	0	0	0
