group,participant,a025,a500,a975,p025,p500,p975
30implicit,1,29.8423072334367,30.468622199542,31.0330429644889,32.495508338025,32.9955533295366,33.642317310494
30implicit,2,28.8073094943851,29.7948368237479,30.4348042179615,25.5223757518365,26.2096110362747,27.0538607836723
30implicit,3,111.548620232579,113.010496257263,114.35171612219,115.421308482513,116.833402093796,118.054101037908
30implicit,4,18.73167059793,19.0056379038708,19.3197636631999,17.7376722712922,17.9883292564164,18.2743881094952
30implicit,5,25.1194287037845,25.5540196753343,26.0363682310735,27.9222939468834,28.285184874933,28.7489347306784
30implicit,6,35.9609157994552,36.5867827411083,37.1788923610482,36.0881477679203,36.7705387530098,37.2563219665246
30implicit,7,62.0793769812643,63.2461561339388,64.1431212932175,57.3734591155094,58.4477497063993,59.5247937309053
30implicit,8,62.3219110249212,63.4636974881408,64.6640983320971,54.8708220249721,55.8779686700106,56.9540961742363
30implicit,9,43.4471209846122,44.0666743885253,44.7877750334567,48.7427147188583,49.9336991168643,50.6508919447229
30implicit,10,10.9731130649715,11.2111495301058,11.4593501592697,10.1240614368822,10.2972477602613,10.4165245608899
30implicit,11,156.549057251934,158.78323011544,160.630447991832,152.204532473782,154.102479314847,156.874071036671
30implicit,12,94.2940431346692,96.0524137939704,97.0934501691155,95.2440239554123,96.6759265390631,97.6147191943757
30implicit,13,22.8455450228739,23.1906025712081,23.7705222986248,24.2526997614672,24.7744677248562,25.1559818053468
30implicit,14,96.7212122968969,98.1936173326347,99.3511659027283,87.0065727623409,88.8925366496853,90.4512321787562
30implicit,15,3.78111414037504,3.85617478436489,3.94947008768386,3.62067504394413,3.71672740847094,3.80073066336711
30implicit,16,74.7673076243875,75.9075851308595,77.1917460926579,72.1545112233876,73.6320437621383,74.6979264866813
30implicit,17,57.7003385699589,59.0872251234294,60.8415216733137,70.0006502217524,71.6212255630612,73.1240533372066
30implicit,18,38.4332639250596,39.1179046591305,39.8561808332278,39.5946152727789,40.4794176850296,41.191625773357
30implicit,19,132.797468725475,134.925598845059,136.873254691701,133.441868163112,135.279069375633,137.109455643486
30explicit,20,24.1559705354262,24.761442198927,25.3135533126801,23.6140268958442,24.2301108657069,24.7894409572002
30explicit,21,22.0747263639399,22.4268662764738,22.7753458090178,20.6239692372519,20.9539361407099,21.2475056467195
