ID,instruction,rotation,age,version,folder,aligned_train,aligned_nocursor,aligned_activetap,aligned_passivetap,rotated_train,rotated_nocursor,rotated_activetap,rotated_passivetap,calibration
hb_0407,explicit,30,older,EI,aging_explicit,hb_0407_align_explicit_train_selected.txt,hb_0407_align_explicit_no_cursor_selected.txt,hb_0407_align_explicit_active_tap_selected.txt,hb_0407_align_explicit_passive_tap_selected.txt,hb_0407_rotated_explicit_EI_train_selected.txt,hb_0407_rotated_explicit_EI_no_cursor_selected.txt,hb_0407_rotated_explicit_EI_active_tap_selected.txt,hb_0407_rotated_explicit_EI_passive_tap_selected.txt,hb_0407_explicit_calibration.txt
ck_1010,explicit,30,older,EI,aging_explicit,ck_1010_align_explicit_train_selected.txt,ck_1010_align_explicit_no_cursor_selected.txt,ck_1010_align_explicit_active_tap_selected.txt,ck_1010_align_explicit_passive_tap_selected.txt,ck_1010_rotated_explicit_EI_train_selected.txt,ck_1010_rotated_explicit_EI_no_cursor_selected.txt,ck_1010_rotated_explicit_EI_active_tap_selected.txt,ck_1010_rotated_explicit_EI_passive_tap_selected.txt,ck_1010_explicit_calibration.txt
ab_2601,implicit,60,younger,EI,60implicit,ab_2601_align_explicit_train_selected.txt,ab_2601_align_explicit_no_cursor_selected.txt,ab_2601_align_explicit_active_tap_selected.txt,ab_2601_align_explicit_passive_tap_selected.txt,ab_2601_rotated_explicit_EI_train_selected.txt,ab_2601_rotated_explicit_EI_no_cursor_selected.txt,ab_2601_rotated_explicit_EI_active_tap_selected.txt,ab_2601_rotated_explicit_EI_passive_tap_selected.txt,ab_2601_explicit_calibration.txt
sp_0310,implicit,60,younger,EI,60implicit,sp_0310_align_explicit_train_selected.txt,sp_0310_align_explicit_no_cursor_selected.txt,sp_0310_align_explicit_active_tap_selected.txt,sp_0310_align_explicit_passive_tap_selected.txt,sp_0310_rotated_explicit_EI_train_selected.txt,sp_0310_rotated_explicit_EI_no_cursor_selected.txt,sp_0310_rotated_explicit_EI_active_tap_selected.txt,sp_0310_rotated_explicit_EI_passive_tap_selected.txt,sp_0310_explicit_calibration.txt
kh_1911,implicit,60,younger,EI,60implicit,kh_1911_align_explicit_train_selected.txt,kh_1911_align_explicit_no_cursor_selected.txt,kh_1911_align_explicit_active_tap_selected.txt,kh_1911_align_explicit_passive_tap_selected.txt,kh_1911_rotated_explicit_EI_train_selected.txt,kh_1911_rotated_explicit_EI_no_cursor_selected.txt,kh_1911_rotated_explicit_EI_active_tap_selected.txt,kh_1911_rotated_explicit_EI_passive_tap_selected.txt,kh_1911_explicit_calibration.txt
th_0710,implicit,60,younger,EI,60implicit,th_0710_align_explicit_train_selected.txt,th_0710_align_explicit_no_cursor_selected.txt,th_0710_align_explicit_active_tap_selected.txt,th_0710_align_explicit_passive_tap_selected.txt,th_0710_rotated_explicit_EI_train_selected.txt,th_0710_rotated_explicit_EI_no_cursor_selected.txt,th_0710_rotated_explicit_EI_active_tap_selected.txt,th_0710_rotated_explicit_EI_passive_tap_selected.txt,th_0710_explicit_calibration.txt
am_2211,implicit,60,younger,EI,60implicit,am_2211_align_explicit_train_selected.txt,am_2211_align_explicit_no_cursor_selected.txt,am_2211_align_explicit_active_tap_selected.txt,am_2211_align_explicit_passive_tap_selected.txt,am_2211_rotated_explicit_EI_train_selected.txt,am_2211_rotated_explicit_EI_no_cursor_selected.txt,am_2211_rotated_explicit_EI_active_tap_selected.txt,am_2211_rotated_explicit_EI_passive_tap_selected.txt,am_2211_explicit_calibration.txt
nl_3009,implicit,60,younger,EI,60implicit,nl_3009_align_explicit_train_selected.txt,nl_3009_align_explicit_no_cursor_selected.txt,nl_3009_align_explicit_active_tap_selected.txt,nl_3009_align_explicit_passive_tap_selected.txt,nl_3009_rotated_explicit_EI_train_selected.txt,nl_3009_rotated_explicit_EI_no_cursor_selected.txt,nl_3009_rotated_explicit_EI_active_tap_selected.txt,nl_3009_rotated_explicit_EI_passive_tap_selected.txt,nl_3009_explicit_calibration.txt
mk_2301,implicit,60,younger,IE,60implicit,mk_2301_align_explicit_train_selected.txt,mk_2301_align_explicit_no_cursor_selected.txt,mk_2301_align_explicit_active_tap_selected.txt,mk_2301_align_explicit_passive_tap_selected.txt,mk_2301_rotated_explicit_IE_train_selected.txt,mk_2301_rotated_explicit_IE_no_cursor_selected.txt,mk_2301_rotated_explicit_IE_active_tap_selected.txt,mk_2301_rotated_explicit_IE_passive_tap_selected.txt,mk_2301_explicit_calibration.txt
mo_0710,implicit,60,younger,IE,60implicit,mo_0710_align_explicit_train_selected.txt,mo_0710_align_explicit_no_cursor_selected.txt,mo_0710_align_explicit_active_tap_selected.txt,mo_0710_align_explicit_passive_tap_selected.txt,mo_0710_rotated_explicit_IE_train_selected.txt,mo_0710_rotated_explicit_IE_no_cursor_selected.txt,mo_0710_rotated_explicit_IE_active_tap_selected.txt,mo_0710_rotated_explicit_IE_passive_tap_selected.txt,mo_0710_explicit_calibration.txt
jc_2710,implicit,60,younger,IE,60implicit,jc_2710_align_explicit_train_selected.txt,jc_2710_align_explicit_no_cursor_selected.txt,jc_2710_align_explicit_active_tap_selected.txt,jc_2710_align_explicit_passive_tap_selected.txt,jc_2710_rotated_explicit_IE_train_selected.txt,jc_2710_rotated_explicit_IE_no_cursor_selected.txt,jc_2710_rotated_explicit_IE_active_tap_selected.txt,jc_2710_rotated_explicit_IE_passive_tap_selected.txt,jc_2710_explicit_calibration.txt
cl_1701,implicit,60,younger,EI,60implicit,cl_1701_align_explicit_train_selected.txt,cl_1701_align_explicit_no_cursor_selected.txt,cl_1701_align_explicit_active_tap_selected.txt,cl_1701_align_explicit_passive_tap_selected.txt,cl_1701_rotated_explicit_EI_train_selected.txt,cl_1701_rotated_explicit_EI_no_cursor_selected.txt,cl_1701_rotated_explicit_EI_active_tap_selected.txt,cl_1701_rotated_explicit_EI_passive_tap_selected.txt,cl_1701_explicit_calibration.txt
mj_1411,implicit,60,younger,IE,60implicit,mj_1411_align_explicit_train_selected.txt,mj_1411_align_explicit_no_cursor_selected.txt,mj_1411_align_explicit_active_tap_selected.txt,mj_1411_align_explicit_passive_tap_selected.txt,mj_1411_rotated_explicit_IE_train_selected.txt,mj_1411_rotated_explicit_IE_no_cursor_selected.txt,mj_1411_rotated_explicit_IE_active_tap_selected.txt,mj_1411_rotated_explicit_IE_passive_tap_selected.txt,mj_1411_explicit_calibration.txt
cm_2710,implicit,60,younger,EI,60implicit,cm_2710_align_explicit_train_selected.txt,cm_2710_align_explicit_no_cursor_selected.txt,cm_2710_align_explicit_active_tap_selected.txt,cm_2710_align_explicit_passive_tap_selected.txt,cm_2710_rotated_explicit_EI_train_selected.txt,cm_2710_rotated_explicit_EI_no_cursor_selected.txt,cm_2710_rotated_explicit_EI_active_tap_selected.txt,cm_2710_rotated_explicit_EI_passive_tap_selected.txt,cm_2710_explicit_calibration.txt
fa_1301,implicit,60,younger,IE,60implicit,fa_1301_align_explicit_train_selected.txt,fa_1301_align_explicit_no_cursor_selected.txt,fa_1301_align_explicit_active_tap_selected.txt,fa_1301_align_explicit_passive_tap_selected.txt,fa_1301_rotated_explicit_IE_train_selected.txt,fa_1301_rotated_explicit_IE_no_cursor_selected.txt,fa_1301_rotated_explicit_IE_active_tap_selected.txt,fa_1301_rotated_explicit_IE_passive_tap_selected.txt,fa_1301_explicit_calibration.txt
dy_2511,implicit,60,younger,EI,60implicit,dy_2511_align_explicit_train_selected.txt,dy_2511_align_explicit_no_cursor_selected.txt,dy_2511_align_explicit_active_tap_selected.txt,dy_2511_align_explicit_passive_tap_selected.txt,dy_2511_rotated_explicit_EI_train_selected.txt,dy_2511_rotated_explicit_EI_no_cursor_selected.txt,dy_2511_rotated_explicit_EI_active_tap_selected.txt,dy_2511_rotated_explicit_EI_passive_tap_selected.txt,dy_2511_explicit_calibration.txt
aa_1301,implicit,60,younger,EI,60implicit,aa_1301_align_explicit_train_selected.txt,aa_1301_align_explicit_no_cursor_selected.txt,aa_1301_align_explicit_active_tap_selected.txt,aa_1301_align_explicit_passive_tap_selected.txt,aa_1301_rotated_explicit_EI_train_selected.txt,aa_1301_rotated_explicit_EI_no_cursor_selected.txt,aa_1301_rotated_explicit_EI_active_tap_selected.txt,aa_1301_rotated_explicit_EI_passive_tap_selected.txt,aa_1301_explicit_calibration.txt
nm_3009,implicit,60,younger,IE,60implicit,nm_3009_align_explicit_train_selected.txt,nm_3009_align_explicit_no_cursor_selected.txt,nm_3009_align_explicit_active_tap_selected.txt,nm_3009_align_explicit_passive_tap_selected.txt,nm_3009_rotated_explicit_IE_train_selected.txt,nm_3009_rotated_explicit_IE_no_cursor_selected.txt,nm_3009_rotated_explicit_IE_active_tap_selected.txt,nm_3009_rotated_explicit_IE_passive_tap_selected.txt,nm_3009_explicit_calibration.txt
el_2810,implicit,60,younger,EI,60implicit,el_2810_align_explicit_train_selected.txt,el_2810_align_explicit_no_cursor_selected.txt,el_2810_align_explicit_active_tap_selected.txt,el_2810_align_explicit_passive_tap_selected.txt,el_2810_rotated_explicit_EI_train_selected.txt,el_2810_rotated_explicit_EI_no_cursor_selected.txt,el_2810_rotated_explicit_EI_active_tap_selected.txt,el_2810_rotated_explicit_EI_passive_tap_selected.txt,el_2810_explicit_calibration.txt
mc_0410,implicit,60,younger,IE,60implicit,mc_0410_align_explicit_train_selected.txt,mc_0410_align_explicit_no_cursor_selected.txt,mc_0410_align_explicit_active_tap_selected.txt,mc_0410_align_explicit_passive_tap_selected.txt,mc_0410_rotated_explicit_IE_train_selected.txt,mc_0410_rotated_explicit_IE_no_cursor_selected.txt,mc_0410_rotated_explicit_IE_active_tap_selected.txt,mc_0410_rotated_explicit_IE_passive_tap_selected.txt,mc_0410_explicit_calibration.txt
gs_3105,implicit,30,younger,EI,30implicit,gs_3105_align_explicit_train_selected.txt,gs_3105_align_explicit_no_cursor_selected.txt,gs_3105_align_explicit_active_tap_selected.txt,gs_3105_align_explicit_passive_tap_selected.txt,gs_3105_rotated_explicit_EI_train_selected.txt,gs_3105_rotated_explicit_EI_no_cursor_selected.txt,gs_3105_rotated_explicit_EI_active_tap_selected.txt,gs_3105_rotated_explicit_EI_passive_tap_selected.txt,gs_3105_explicit_calibration.txt
ec_1706,implicit,30,younger,IE,30implicit,ec_1706_align_explicit_train_selected.txt,ec_1706_align_explicit_no_cursor_selected.txt,ec_1706_align_explicit_active_tap_selected.txt,ec_1706_align_explicit_passive_tap_selected.txt,ec_1706_explicit_localization60_IE_train_selected.txt,ec_1706_explicit_localization60_IE_no_cursor_selected.txt,ec_1706_explicit_localization60_IE_active_tap_selected.txt,ec_1706_explicit_localization60_IE_passive_tap_selected.txt,ec_1706_explicit_calibration.txt
sm_1601,implicit,30,younger,IE,30implicit,sm_1601_align_explicit_train_selected.txt,sm_1601_align_explicit_no_cursor_selected.txt,sm_1601_align_explicit_active_tap_selected.txt,sm_1601_align_explicit_passive_tap_selected.txt,sm_1601_rotated_explicit_IE_train_selected.txt,sm_1601_rotated_explicit_IE_no_cursor_selected.txt,sm_1601_rotated_explicit_IE_active_tap_selected.txt,sm_1601_rotated_explicit_IE_passive_tap_selected.txt,sm_1601_explicit_calibration.txt
as_1601,implicit,30,younger,EI,30implicit,as_1601_align_explicit_train_selected.txt,as_1601_align_explicit_no_cursor_selected.txt,as_1601_align_explicit_active_tap_selected.txt,as_1601_align_explicit_passive_tap_selected.txt,as_1601_rotated_explicit_EI_train_selected.txt,as_1601_rotated_explicit_EI_no_cursor_selected.txt,as_1601_rotated_explicit_EI_active_tap_selected.txt,as_1601_rotated_explicit_EI_passive_tap_selected.txt,as_1601_explicit_calibration.txt
ma_1506,implicit,30,younger,EI,30implicit,ma_1506_align_explicit_train_selected.txt,ma_1506_align_explicit_no_cursor_selected.txt,ma_1506_align_explicit_active_tap_selected.txt,ma_1506_align_explicit_passive_tap_selected.txt,ma_1506_explicit_localization60_EI_train_selected.txt,ma_1506_explicit_localization60_EI_no_cursor_selected.txt,ma_1506_explicit_localization60_EI_active_tap_selected.txt,ma_1506_explicit_localization60_EI_passive_tap_selected.txt,ma_1506_explicit_calibration.txt
ag_0906,implicit,30,younger,IE,30implicit,ag_0906_align_explicit_train_selected.txt,ag_0906_align_explicit_no_cursor_selected.txt,ag_0906_align_explicit_active_tap_selected.txt,ag_0906_align_explicit_passive_tap_selected.txt,ag_0906_explicit_localization60_IE_train_selected.txt,ag_0906_explicit_localization60_IE_no_cursor_selected.txt,ag_0906_explicit_localization60_IE_active_tap_selected.txt,ag_0906_explicit_localization60_IE_passive_tap_selected.txt,ag_0906_explicit_calibration.txt
pa_0416,implicit,30,younger,EI,30implicit,pa_0416_align_explicit_train_selected.txt,pa_0416_align_explicit_no_cursor_selected.txt,pa_0416_align_explicit_active_tap_selected.txt,pa_0416_align_explicit_passive_tap_selected.txt,pa_0416_rotated_explicit_EI_train_selected.txt,pa_0416_rotated_explicit_EI_no_cursor_selected.txt,pa_0416_rotated_explicit_EI_active_tap_selected.txt,pa_0416_rotated_explicit_EI_passive_tap_selected.txt,pa_0416_explicit_calibration.txt
sa_1406,implicit,30,younger,IE,30implicit,sa_1406_align_explicit_train_selected.txt,sa_1406_align_explicit_no_cursor_selected.txt,sa_1406_align_explicit_active_tap_selected.txt,sa_1406_align_explicit_passive_tap_selected.txt,sa_1406_explicit_localization60_IE_train_selected.txt,sa_1406_explicit_localization60_IE_no_cursor_selected.txt,sa_1406_explicit_localization60_IE_active_tap_selected.txt,sa_1406_explicit_localization60_IE_passive_tap_selected.txt,sa_1406_explicit_calibration.txt
lw_1306,implicit,30,younger,IE,30implicit,lw_1306_align_explicit_train_selected.txt,lw_1306_align_explicit_no_cursor_selected.txt,lw_1306_align_explicit_active_tap_selected.txt,lw_1306_align_explicit_passive_tap_selected.txt,lw_1306_explicit_localization60_IE_train_selected.txt,lw_1306_explicit_localization60_IE_no_cursor_selected.txt,lw_1306_explicit_localization60_IE_active_tap_selected.txt,lw_1306_explicit_localization60_IE_passive_tap_selected.txt,lw_1306_explicit_calibration.txt
fs_1011,implicit,30,younger,EI,30implicit,fs_1011_align_explicit_train_selected.txt,fs_1011_align_explicit_no_cursor_selected.txt,fs_1011_align_explicit_active_tap_selected.txt,fs_1011_align_explicit_passive_tap_selected.txt,fs_1011_rotated_explicit_EI_train_selected.txt,fs_1011_rotated_explicit_EI_no_cursor_selected.txt,fs_1011_rotated_explicit_EI_active_tap_selected.txt,fs_1011_rotated_explicit_EI_passive_tap_selected.txt,fs_1011_explicit_calibration.txt
nj_1406,implicit,30,younger,EI,30implicit,nj_1406_align_explicit_train_selected.txt,nj_1406_align_explicit_no_cursor_selected.txt,nj_1406_align_explicit_active_tap_selected.txt,nj_1406_align_explicit_passive_tap_selected.txt,nj_1406_explicit_localization60_EI_train_selected.txt,nj_1406_explicit_localization60_EI_no_cursor_selected.txt,nj_1406_explicit_localization60_EI_active_tap_selected.txt,nj_1406_explicit_localization60_EI_passive_tap_selected.txt,nj_1406_explicit_calibration.txt
ja_1606,implicit,30,younger,EI,30implicit,ja_1606_align_explicit_train_selected.txt,ja_1606_align_explicit_no_cursor_selected.txt,ja_1606_align_explicit_active_tap_selected.txt,ja_1606_align_explicit_passive_tap_selected.txt,ja_1606_explicit_localization60_EI_train_selected.txt,ja_1606_explicit_localization60_EI_no_cursor_selected.txt,ja_1606_explicit_localization60_EI_active_tap_selected.txt,ja_1606_explicit_localization60_EI_passive_tap_selected.txt,ja_1606_explicit_calibration.txt
zw_2609,implicit,30,younger,IE,30implicit,zw_2609_align_explicit_train_selected.txt,zw_2609_align_explicit_no_cursor_selected.txt,zw_2609_align_explicit_active_tap_selected.txt,zw_2609_align_explicit_passive_tap_selected.txt,zw_2609_rotated_explicit_IE_train_selected.txt,zw_2609_rotated_explicit_IE_no_cursor_selected.txt,zw_2609_rotated_explicit_IE_active_tap_selected.txt,zw_2609_rotated_explicit_IE_passive_tap_selected.txt,zw_2609_explicit_calibration.txt
az_1306,implicit,30,younger,EI,30implicit,az_1306_align_explicit_train_selected.txt,az_1306_align_explicit_no_cursor_selected.txt,az_1306_align_explicit_active_tap_selected.txt,az_1306_align_explicit_passive_tap_selected.txt,az_1306_explicit_localization60_EI_train_selected.txt,az_1306_explicit_localization60_EI_no_cursor_selected.txt,az_1306_explicit_localization60_EI_active_tap_selected.txt,az_1306_explicit_localization60_EI_passive_tap_selected.txt,az_1306_explicit_calibration.txt
pe_0416,implicit,30,younger,IE,30implicit,pe_0416_align_explicit_train_selected.txt,pe_0416_align_explicit_no_cursor_selected.txt,pe_0416_align_explicit_active_tap_selected.txt,pe_0416_align_explicit_passive_tap_selected.txt,pe_0416_rotated_explicit_IE_train_selected.txt,pe_0416_rotated_explicit_IE_no_cursor_selected.txt,pe_0416_rotated_explicit_IE_active_tap_selected.txt,pe_0416_rotated_explicit_IE_passive_tap_selected.txt,pe_0416_explicit_calibration.txt
bh_1506,implicit,30,younger,IE,30implicit,bh_1506_align_explicit_train_selected.txt,bh_1506_align_explicit_no_cursor_selected.txt,bh_1506_align_explicit_active_tap_selected.txt,bh_1506_align_explicit_passive_tap_selected.txt,bh_1506_explicit_localization60_IE_train_selected.txt,bh_1506_explicit_localization60_IE_no_cursor_selected.txt,bh_1506_explicit_localization60_IE_active_tap_selected.txt,bh_1506_explicit_localization60_IE_passive_tap_selected.txt,bh_1506_explicit_calibration.txt
bd_3105,implicit,30,younger,EI,30implicit,bd_3105_align_explicit_train_selected.txt,bd_3105_align_explicit_no_cursor_selected.txt,bd_3105_align_explicit_active_tap_selected.txt,bd_3105_align_explicit_passive_tap_selected.txt,bd_3105_rotated_explicit_EI_train_selected.txt,bd_3105_rotated_explicit_EI_no_cursor_selected.txt,bd_3105_rotated_explicit_EI_active_tap_selected.txt,bd_3105_rotated_explicit_EI_passive_tap_selected.txt,bd_3105_explicit_calibration.txt
ay_1506,implicit,30,younger,EI,30implicit,ay_1506_align_explicit_train_selected.txt,ay_1506_align_explicit_no_cursor_selected.txt,ay_1506_align_explicit_active_tap_selected.txt,ay_1506_align_explicit_passive_tap_selected.txt,ay_1506_explicit_localization60_EI_train_selected.txt,ay_1506_explicit_localization60_EI_no_cursor_selected.txt,ay_1506_explicit_localization60_EI_active_tap_selected.txt,ay_1506_explicit_localization60_EI_passive_tap_selected.txt,ay_1506_explicit_calibration.txt
cf_1706,implicit,30,younger,EI,30implicit,cf_1706_align_explicit_train_selected.txt,cf_1706_align_explicit_no_cursor_selected.txt,cf_1706_align_explicit_active_tap_selected.txt,cf_1706_align_explicit_passive_tap_selected.txt,cf_1706_explicit_localization60_EI_train_selected.txt,cf_1706_explicit_localization60_EI_no_cursor_selected.txt,cf_1706_explicit_localization60_EI_active_tap_selected.txt,cf_1706_explicit_localization60_EI_passive_tap_selected.txt,cf_1706_explicit_calibration.txt
na_1601,implicit,30,younger,IE,30implicit,na_1601_align_explicit_train_selected.txt,na_1601_align_explicit_no_cursor_selected.txt,na_1601_align_explicit_active_tap_selected.txt,na_1601_align_explicit_passive_tap_selected.txt,na_1601_rotated_explicit_IE_train_selected.txt,na_1601_rotated_explicit_IE_no_cursor_selected.txt,na_1601_rotated_explicit_IE_active_tap_selected.txt,na_1601_rotated_explicit_IE_passive_tap_selected.txt,na_1601_explicit_calibration.txt
z09,implicit,30,younger,EI,zEDS,z09_align_explicit_train_selected.txt,z09_align_explicit_no_cursor_selected.txt,z09_align_explicit_active_tap_selected.txt,z09_align_explicit_passive_tap_selected.txt,z09_rotated_explicit_EI_train_selected.txt,z09_rotated_explicit_EI_no_cursor_selected.txt,z09_rotated_explicit_EI_active_tap_selected.txt,z09_rotated_explicit_EI_passive_tap_selected.txt,z09_explicit_calibration.txt
z13,implicit,30,younger,EI,zEDS,z13_align_explicit_train_selected.txt,z13_align_explicit_no_cursor_selected.txt,z13_align_explicit_active_tap_selected.txt,z13_align_explicit_passive_tap_selected.txt,z13_rotated_explicit_EI_train_selected.txt,z13_rotated_explicit_EI_no_cursor_selected.txt,z13_rotated_explicit_EI_active_tap_selected.txt,z13_rotated_explicit_EI_passive_tap_selected.txt,z13_explicit_calibration.txt
z07,implicit,30,younger,IE,zEDS,z07_align_explicit_train_selected.txt,z07_align_explicit_no_cursor_selected.txt,z07_align_explicit_active_tap_selected.txt,z07_align_explicit_passive_tap_selected.txt,z07_rotated_explicit_IE_train_selected.txt,z07_rotated_explicit_IE_no_cursor_selected.txt,z07_rotated_explicit_IE_active_tap_selected.txt,z07_rotated_explicit_IE_passive_tap_selected.txt,NaN
z16,implicit,30,younger,IE,zEDS,z16_align_explicit_train_selected.txt,z16_align_explicit_no_cursor_selected.txt,z16_align_explicit_active_tap_selected.txt,z16_align_explicit_passive_tap_selected.txt,z16_rotated_explicit_IE_train_selected.txt,z16_rotated_explicit_IE_no_cursor_selected.txt,z16_rotated_explicit_IE_active_tap_selected.txt,z16_rotated_explicit_IE_passive_tap_selected.txt,z16_explicit_calibration.txt
z14,implicit,30,younger,IE,zEDS,z14_align_explicit_train_selected.txt,z14_align_explicit_no_cursor_selected.txt,z14_align_explicit_active_tap_selected.txt,z14_align_explicit_passive_tap_selected.txt,z14_rotated_explicit_IE_train_selected.txt,z14_rotated_explicit_IE_no_cursor_selected.txt,z14_rotated_explicit_IE_active_tap_selected.txt,z14_rotated_explicit_IE_passive_tap_selected.txt,z14_explicit_calibration.txt
z15,implicit,30,younger,EI,zEDS,z15_align_explicit_train_selected.txt,z15_align_explicit_no_cursor_selected.txt,z15_align_explicit_active_tap_selected.txt,z15_align_explicit_passive_tap_selected.txt,z15_rotated_explicit_EI_train_selected.txt,z15_rotated_explicit_EI_no_cursor_selected.txt,z15_rotated_explicit_EI_active_tap_selected.txt,z15_rotated_explicit_EI_passive_tap_selected.txt,z15_explicit_calibration.txt
z04,implicit,30,younger,EI,zEDS,z04_align_explicit_train_selected.txt,z04_align_explicit_no_cursor_selected.txt,z04_align_explicit_active_tap_selected.txt,z04_align_explicit_passive_tap_selected.txt,z04_rotated_explicit_EI_train_selected.txt,z04_rotated_explicit_EI_no_cursor_selected.txt,z04_rotated_explicit_EI_active_tap_selected.txt,z04_rotated_explicit_EI_passive_tap_selected.txt,NaN
z11,implicit,30,younger,EI,zEDS,z11_align_explicit_train_selected.txt,z11_align_explicit_no_cursor_selected.txt,z11_align_explicit_active_tap_selected.txt,z11_align_explicit_passive_tap_selected.txt,z11_rotated_explicit_EI_train_selected.txt,z11_rotated_explicit_EI_no_cursor_selected.txt,z11_rotated_explicit_EI_active_tap_selected.txt,z11_rotated_explicit_EI_passive_tap_selected.txt,z11_explicit_calibration.txt
z05,implicit,30,younger,IE,zEDS,z05_align_explicit_train_selected.txt,z05_align_explicit_no_cursor_selected.txt,z05_align_explicit_active_tap_selected.txt,z05_align_explicit_passive_tap_selected.txt,z05_rotated_explicit_IE_train_selected.txt,z05_rotated_explicit_IE_no_cursor_selected.txt,z05_rotated_explicit_IE_active_tap_selected.txt,z05_rotated_explicit_IE_passive_tap_selected.txt,z05_explicit_calibration.txt
z06,implicit,30,younger,EI,zEDS,z06_align_explicit_train_selected.txt,z06_align_explicit_no_cursor_selected.txt,z06_align_explicit_active_tap_selected.txt,z06_align_explicit_passive_tap_selected.txt,z06_rotated_explicit_EI_train_selected.txt,z06_rotated_explicit_EI_no_cursor_selected.txt,z06_rotated_explicit_EI_active_tap_selected.txt,z06_rotated_explicit_EI_passive_tap_selected.txt,z06_explicit_calibration.txt
z12,implicit,30,younger,IE,zEDS,z12_align_explicit_train_selected.txt,z12_align_explicit_no_cursor_selected.txt,z12_align_explicit_active_tap_selected.txt,z12_align_explicit_passive_tap_selected.txt,z12_rotated_explicit_IE_train_selected.txt,z12_rotated_explicit_IE_no_cursor_selected.txt,z12_rotated_explicit_IE_active_tap_selected.txt,z12_rotated_explicit_IE_passive_tap_selected.txt,z12_explicit_calibration.txt
z01,implicit,30,younger,EI,zEDS,z01_align_explicit_train_selected.txt,z01_align_explicit_no_cursor_selected.txt,z01_align_explicit_active_tap_selected.txt,z01_align_explicit_passive_tap_selected.txt,z01_rotated_explicit_EI_train_selected.txt,z01_rotated_explicit_EI_no_cursor_selected.txt,z01_rotated_explicit_EI_active_tap_selected.txt,z01_rotated_explicit_EI_passive_tap_selected.txt,NaN
z10,implicit,30,younger,IE,zEDS,z10_align_explicit_train_selected.txt,z10_align_explicit_no_cursor_selected.txt,z10_align_explicit_active_tap_selected.txt,z10_align_explicit_passive_tap_selected.txt,z10_rotated_explicit_IE_train_selected.txt,z10_rotated_explicit_IE_no_cursor_selected.txt,z10_rotated_explicit_IE_active_tap_selected.txt,z10_rotated_explicit_IE_passive_tap_selected.txt,z10_explicit_calibration.txt
z02,implicit,30,younger,IE,zEDS,z02_align_explicit_train_selected.txt,z02_align_explicit_no_cursor_selected.txt,z02_align_explicit_active_tap_selected.txt,z02_align_explicit_passive_tap_selected.txt,z02_rotated_explicit_IE_train_selected.txt,z02_rotated_explicit_IE_no_cursor_selected.txt,z02_rotated_explicit_IE_active_tap_selected.txt,z02_rotated_explicit_IE_passive_tap_selected.txt,NaN
rd_3105,implicit,60,younger,IE,60implicit_b,rd_3105_align_explicit_train_selected.txt,rd_3105_align_explicit_no_cursor_selected.txt,rd_3105_align_explicit_active_tap_selected.txt,rd_3105_align_explicit_passive_tap_selected.txt,rd_3105_explicit_localization60_IE_train_selected.txt,rd_3105_explicit_localization60_IE_no_cursor_selected.txt,rd_3105_explicit_localization60_IE_active_tap_selected.txt,rd_3105_explicit_localization60_IE_passive_tap_selected.txt,rd_3105_explicit_calibration.txt
cg_2206,implicit,60,younger,IE,60implicit_b,cg_2206_align_explicit_train_selected.txt,cg_2206_align_explicit_no_cursor_selected.txt,cg_2206_align_explicit_active_tap_selected.txt,cg_2206_align_explicit_passive_tap_selected.txt,cg_2206_explicit_localization60_IE_train_selected.txt,cg_2206_explicit_localization60_IE_no_cursor_selected.txt,cg_2206_explicit_localization60_IE_active_tap_selected.txt,cg_2206_explicit_localization60_IE_passive_tap_selected.txt,cg_2206_explicit_calibration.txt
ad_0206,implicit,60,younger,IE,60implicit_b,ad_0206_align_explicit_train_selected.txt,ad_0206_align_explicit_no_cursor_selected.txt,ad_0206_align_explicit_active_tap_selected.txt,ad_0206_align_explicit_passive_tap_selected.txt,ad_0206_explicit_localization60_IE_train_selected.txt,ad_0206_explicit_localization60_IE_no_cursor_selected.txt,ad_0206_explicit_localization60_IE_active_tap_selected.txt,ad_0206_explicit_localization60_IE_passive_tap_selected.txt,ad_0206_explicit_calibration.txt
yl_1005,implicit,60,younger,EI,60implicit_b,yl_1005_align_explicit_train_selected.txt,yl_1005_align_explicit_no_cursor_selected.txt,yl_1005_align_explicit_active_tap_selected.txt,yl_1005_align_explicit_passive_tap_selected.txt,yl_1005_explicit_localization60_EI_train_selected.txt,yl_1005_explicit_localization60_EI_no_cursor_selected.txt,yl_1005_explicit_localization60_EI_active_tap_selected.txt,yl_1005_explicit_localization60_EI_passive_tap_selected.txt,yl_1005_explicit_calibration.txt
ho_1406,implicit,60,younger,EI,60implicit_b,ho_1406_align_explicit_train_selected.txt,ho_1406_align_explicit_no_cursor_selected.txt,ho_1406_align_explicit_active_tap_selected.txt,ho_1406_align_explicit_passive_tap_selected.txt,ho_1406_explicit_localization60_EI_train_selected.txt,ho_1406_explicit_localization60_EI_no_cursor_selected.txt,ho_1406_explicit_localization60_EI_active_tap_selected.txt,ho_1406_explicit_localization60_EI_passive_tap_selected.txt,ho_1406_explicit_calibration.txt
