1,135,524.316476346,141.756933116,-0.001129,-0.077619,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1
1,135,522.884176183,145.779771615,-0.001568,-0.076386,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,20
1,135,518.466557912,158.008156607,-0.002922,-0.072638,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,40
1,135,516.316476346,173.626427406,-0.003581,-0.067851,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,60
1,135,516.933115824,191.740619902,-0.003392,-0.062299,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,80
1,135,520.221859706,211.51223491,-0.002384,-0.056239,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,100
1,135,525.344208809,232.448613377,-0.000814,-0.049822,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,120
1,135,532.584013051,253.104404568,0.001405,-0.043491,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,140
1,135,542.029363785,272.902120718,0.0043,-0.037423,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,160
1,135,552.088091354,292.48776509,0.007383,-0.03142,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,180
1,135,561.474714519,311.831973899,0.01026,-0.025491,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,200
1,135,570.401305057,329.355628059,0.012996,-0.02012,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,220
1,135,579.823817292,341.192495922,0.015884,-0.016492,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,240
1,135,588.339314845,348.977161501,0.018494,-0.014106,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,260
1,135,594.652528548,353.495921697,0.020429,-0.012721,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,281
1,135,596.939641109,356.233278956,0.02113,-0.011882,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,300
1,135,594.982055465,358.445350734,0.02053,-0.011204,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,320
1,135,589.464926591,360.752039152,0.018839,-0.010497,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,340
1,135,580.756933116,363.394779772,0.01617,-0.009687,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,360
1,135,569.572593801,366.520391517,0.012742,-0.008729,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,380
1,135,556.721044046,369.887438825,0.008803,-0.007697,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,401
1,135,542.199021207,374.021207178,0.004352,-0.00643,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,420
1,135,526.893964111,378.76182708,-0.000339,-0.004977,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,441
1,135,511.367047308,383.522022838,-0.005098,-0.003518,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,461
1,135,496.16639478,387.701468189,-0.009757,-0.002237,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,480
1,135,481.265905383,391.789559543,-0.014324,-0.000984,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,500
1,135,466.254486134,396.295269168,-0.018925,0.000397,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,520
1,135,452.355628059,400.171288744,-0.023185,0.001585,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,540
1,135,440.039151713,402.967373573,-0.02696,0.002442,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,560
1,135,428.835236542,405.381729201,-0.030394,0.003182,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,580
1,135,419.066884176,407.280587276,-0.033388,0.003764,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,600
1,135,410.54812398,408.445350734,-0.035999,0.004121,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,620
1,135,403.79771615,408.732463295,-0.038068,0.004209,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,640
1,135,398.760195759,407.818923328,-0.039612,0.003929,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,660
1,135,395.037520392,406.230016313,-0.040753,0.003442,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,680
1,135,392.541598695,403.864600326,-0.041518,0.002717,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,700
1,135,390.835236542,400.944535073,-0.042041,0.001822,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,720
1,135,389.373572594,398.318107667,-0.042489,0.001017,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,740
1,135,387.791190865,395.805872757,-0.042974,0.000247,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,760
1,135,386.303425775,393.893964111,-0.04343,-0.000339,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,780
1,135,384.747145188,392.389885808,-0.043907,-0.0008,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,800
1,135,383.168026101,391.593800979,-0.044391,-0.001044,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,820
1,135,381.370309951,391.515497553,-0.044942,-0.001068,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,840
1,135,379.536704731,391.64274062,-0.045504,-0.001029,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,860
1,135,377.076672104,392.520391517,-0.046258,-0.00076,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,880
1,135,374.587275693,393.603588907,-0.047021,-0.000428,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,900
1,135,371.510603589,395.234910277,-0.047964,0.000072,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,920
1,135,368.502446982,396.464926591,-0.048886,0.000449,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,940
1,135,365.259380098,397.920065253,-0.04988,0.000895,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,960
1,135,361.735725938,399.303425775,-0.05096,0.001319,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,980
1,135,357.924959217,400.615008157,-0.052128,0.001721,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1000
1,135,354.150081566,401.727569331,-0.053285,0.002062,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1020
1,135,349.654159869,403.009787928,-0.054663,0.002455,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1040
1,135,345.543230016,403.766721044,-0.055923,0.002687,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1060
1,135,340.91680261,403.969004894,-0.057341,0.002749,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1080
1,135,335.885807504,404.216965742,-0.058883,0.002825,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1100
1,135,329.957585644,404.461663948,-0.0607,0.0029,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1120
1,135,323.856443719,404.539967374,-0.06257,0.002924,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1140
1,135,317.288743883,404.376835237,-0.064583,0.002874,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1160
1,135,310.313213703,404.275693312,-0.066721,0.002843,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1180
1,135,302.900489396,404.445350734,-0.068993,0.002895,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1200
1,135,295.314845024,404.461663948,-0.071318,0.0029,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1220
1,135,287.885807504,403.978792822,-0.073595,0.002752,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1240
1,135,281.017944535,402.954323002,-0.0757,0.002438,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1260
1,135,274.929853181,401.150081566,-0.077566,0.001885,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1280
1,135,268.969004894,399.048939641,-0.079393,0.001241,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1300
1,135,263.89233279,396.050570962,-0.080949,0.000322,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1320
1,135,259.504078303,393.081566069,-0.082294,-0.000588,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1340
1,135,254.828711256,390.76182708,-0.083727,-0.001299,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1360
1,135,250.264274062,389.247960848,-0.085126,-0.001763,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1380
1,135,245.967373573,388.008156607,-0.086443,-0.002143,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1400
1,135,241.265905383,387.734094617,-0.087884,-0.002227,528,395,0,-0.085,-0.0848528137,-0.0001471863,1,0,1420
