"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","unsure","participant","task"
1,45,-0.0176,-8.4809,-0.0176,-8.4809,528,395,0,-8.5,8.4853,-0.014719,1,0,1,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.0218,-8.4783,-0.0218,-8.4783,528,395,0,-8.5,8.4853,-0.014719,1,0,21,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.0301,-8.473,-0.0301,-8.473,528,395,0,-8.5,8.4853,-0.014719,1,0,41,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.0385,-8.4678,-0.0385,-8.4678,528,395,0,-8.5,8.4853,-0.014719,1,0,61,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.0468,-8.4625,-0.0468,-8.4625,528,395,0,-8.5,8.4853,-0.014719,1,0,81,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.0551,-8.4572,-0.0551,-8.4572,528,395,0,-8.5,8.4853,-0.014719,1,0,101,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.0676,-8.4493,-0.0676,-8.4493,528,395,0,-8.5,8.4853,-0.014719,1,0,121,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.0885,-8.4361,-0.0885,-8.4361,528,395,0,-8.5,8.4853,-0.014719,1,0,141,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.108,-8.4282,-0.108,-8.4282,528,395,0,-8.5,8.4853,-0.014719,1,0,161,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.1247,-8.4176,-0.1247,-8.4176,528,395,0,-8.5,8.4853,-0.014719,1,0,181,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.14,-8.4123,-0.14,-8.4123,528,395,0,-8.5,8.4853,-0.014719,1,0,201,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.1554,-8.407,-0.1554,-8.407,528,395,0,-8.5,8.4853,-0.014719,1,0,221,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.1708,-8.4017,-0.1708,-8.4017,528,395,0,-8.5,8.4853,-0.014719,1,0,241,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.1807,-8.4043,-0.1807,-8.4043,528,395,0,-8.5,8.4853,-0.014719,1,0,261,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.1906,-8.4069,-0.1906,-8.4069,528,395,0,-8.5,8.4853,-0.014719,1,0,281,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.2005,-8.4096,-0.2005,-8.4096,528,395,0,-8.5,8.4853,-0.014719,1,0,301,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.2034,-8.4122,-0.2034,-8.4122,528,395,0,-8.5,8.4853,-0.014719,1,0,321,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.2091,-8.4174,-0.2091,-8.4174,528,395,0,-8.5,8.4853,-0.014719,1,0,341,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.1966,-8.4254,-0.1966,-8.4254,528,395,0,-8.5,8.4853,-0.014719,1,0,361,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.1688,-8.4386,-0.1688,-8.4386,528,395,0,-8.5,8.4853,-0.014719,1,0,381,1,0,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.1198,-8.4519,-0.1198,-8.4519,528,395,0,-8.5,8.4853,-0.014719,1,0,401,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,-0.041,-8.4572,-0.041,-8.4572,528,395,0,-8.5,8.4853,-0.014719,1,0,421,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,0.037,-8.4309,0.037,-8.4309,528,395,0,-8.5,8.4853,-0.014719,1,0,441,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,0.1284,-8.3596,0.1284,-8.3596,528,395,0,-8.5,8.4853,-0.014719,1,0,461,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,0.2245,-8.2511,0.2245,-8.2511,528,395,0,-8.5,8.4853,-0.014719,1,0,481,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,0.3431,-8.1076,0.3431,-8.1076,528,395,0,-8.5,8.4853,-0.014719,1,0,501,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,0.4644,-7.9207,0.4644,-7.9207,528,395,0,-8.5,8.4853,-0.014719,1,0,521,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,0.6073,-7.7113,0.6073,-7.7113,528,395,0,-8.5,8.4853,-0.014719,1,0,541,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,0.7812,-7.476,0.7812,-7.476,528,395,0,-8.5,8.4853,-0.014719,1,0,563,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,0.9673,-7.2119,0.9673,-7.2119,528,395,0,-8.5,8.4853,-0.014719,1,0,581,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,1.1666,-6.9238,1.1666,-6.9238,528,395,0,-8.5,8.4853,-0.014719,1,0,601,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,1.4007,-6.6299,1.4007,-6.6299,528,395,0,-8.5,8.4853,-0.014719,1,0,621,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,1.6609,-6.3246,1.6609,-6.3246,528,395,0,-8.5,8.4853,-0.014719,1,0,641,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,1.9329,-6.0078,1.9329,-6.0078,528,395,0,-8.5,8.4853,-0.014719,1,0,661,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,2.23,-5.6786,2.23,-5.6786,528,395,0,-8.5,8.4853,-0.014719,1,0,681,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,2.5504,-5.3453,2.5504,-5.3453,528,395,0,-8.5,8.4853,-0.014719,1,0,701,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,2.8913,-5.0103,2.8913,-5.0103,528,395,0,-8.5,8.4853,-0.014719,1,0,721,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,3.2465,-4.6652,3.2465,-4.6652,528,395,0,-8.5,8.4853,-0.014719,1,0,741,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,3.6222,-4.3321,3.6222,-4.3321,528,395,0,-8.5,8.4853,-0.014719,1,0,761,1,1,0,1,0,"cb_3260","align_explicit_train_selected"
1,45,3.9959,-3.9922,3.9959,-3.9922,528,395,0,-8.5,8.4853,-0.014719,1,0,781,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,4.3876,-3.6674,4.3876,-3.6674,528,395,0,-8.5,8.4853,-0.014719,1,0,801,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,4.7469,-3.3348,4.7469,-3.3348,528,395,0,-8.5,8.4853,-0.014719,1,0,821,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,5.112,-3.0098,5.112,-3.0098,528,395,0,-8.5,8.4853,-0.014719,1,0,841,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,5.4492,-2.6803,5.4492,-2.6803,528,395,0,-8.5,8.4853,-0.014719,1,0,861,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,5.7838,-2.3623,5.7838,-2.3623,528,395,0,-8.5,8.4853,-0.014719,1,0,881,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,6.0778,-2.0506,6.0778,-2.0506,528,395,0,-8.5,8.4853,-0.014719,1,0,901,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,6.3637,-1.7518,6.3637,-1.7518,528,395,0,-8.5,8.4853,-0.014719,1,0,921,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,6.6164,-1.4596,6.6164,-1.4596,528,395,0,-8.5,8.4853,-0.014719,1,0,941,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,6.8386,-1.1804,6.8386,-1.1804,528,395,0,-8.5,8.4853,-0.014719,1,0,961,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,7.0538,-0.9242,7.0538,-0.9242,528,395,0,-8.5,8.4853,-0.014719,1,0,981,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,7.2605,-0.6947,7.2605,-0.6947,528,395,0,-8.5,8.4853,-0.014719,1,0,1001,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,7.4424,-0.4727,7.4424,-0.4727,528,395,0,-8.5,8.4853,-0.014719,1,0,1021,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,7.6039,-0.2609,7.6039,-0.2609,528,395,0,-8.5,8.4853,-0.014719,1,0,1041,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,7.7538,-0.0741,7.7538,-0.0741,528,395,0,-8.5,8.4853,-0.014719,1,0,1061,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,7.8862,0.1052,7.8862,0.1052,528,395,0,-8.5,8.4853,-0.014719,1,0,1081,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,7.9929,0.2729,7.9929,0.2729,528,395,0,-8.5,8.4853,-0.014719,1,0,1101,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,8.0824,0.4328,8.0824,0.4328,528,395,0,-8.5,8.4853,-0.014719,1,0,1121,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,8.1613,0.5764,8.1613,0.5764,528,395,0,-8.5,8.4853,-0.014719,1,0,1141,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,8.2321,0.6974,8.2321,0.6974,528,395,0,-8.5,8.4853,-0.014719,1,0,1161,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,8.2947,0.8053,8.2947,0.8053,528,395,0,-8.5,8.4853,-0.014719,1,0,1181,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,8.3724,0.881,8.3724,0.881,528,395,0,-8.5,8.4853,-0.014719,1,0,1201,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,8.4536,0.9135,8.4536,0.9135,528,395,0,-8.5,8.4853,-0.014719,1,0,1221,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,8.5215,0.9131,8.5215,0.9131,528,395,0,-8.5,8.4853,-0.014719,1,0,1241,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,8.6013,0.8737,8.6013,0.8737,528,395,0,-8.5,8.4853,-0.014719,1,0,1261,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,8.651,0.8117,8.651,0.8117,528,395,0,-8.5,8.4853,-0.014719,1,0,1281,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,8.7002,0.7092,8.7002,0.7092,528,395,0,-8.5,8.4853,-0.014719,1,0,1301,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,8.7228,0.6002,8.7228,0.6002,528,395,0,-8.5,8.4853,-0.014719,1,0,1321,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,8.7293,0.4736,8.7293,0.4736,528,395,0,-8.5,8.4853,-0.014719,1,0,1341,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
1,45,8.6998,0.3641,8.6998,0.3641,528,395,0,-8.5,8.4853,-0.014719,1,0,1361,1,1,0,0,0,"cb_3260","align_explicit_train_selected"
