"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","unsure","participant","task"
1,135,-0.0208,-8.4967,-0.0208,-8.4967,528,395,0,-8.5,-8.4853,-0.014719,1,0,1,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.0208,-8.4967,-0.0208,-8.4967,528,395,0,-8.5,-8.4853,-0.014719,1,0,21,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.0362,-8.4914,-0.0362,-8.4914,528,395,0,-8.5,-8.4853,-0.014719,1,0,41,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.0432,-8.4914,-0.0432,-8.4914,528,395,0,-8.5,-8.4853,-0.014719,1,0,61,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.0602,-8.494,-0.0602,-8.494,528,395,0,-8.5,-8.4853,-0.014719,1,0,81,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.0743,-8.494,-0.0743,-8.494,528,395,0,-8.5,-8.4853,-0.014719,1,0,101,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.0884,-8.494,-0.0884,-8.494,528,395,0,-8.5,-8.4853,-0.014719,1,0,121,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.1095,-8.494,-0.1095,-8.494,528,395,0,-8.5,-8.4853,-0.014719,1,0,141,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.1306,-8.494,-0.1306,-8.494,528,395,0,-8.5,-8.4853,-0.014719,1,0,161,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.1547,-8.4965,-0.1547,-8.4965,528,395,0,-8.5,-8.4853,-0.014719,1,0,181,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.18,-8.4939,-0.18,-8.4939,528,395,0,-8.5,-8.4853,-0.014719,1,0,201,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.1982,-8.4912,-0.1982,-8.4912,528,395,0,-8.5,-8.4853,-0.014719,1,0,221,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.211,-8.4964,-0.211,-8.4964,528,395,0,-8.5,-8.4853,-0.014719,1,0,241,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.2251,-8.4964,-0.2251,-8.4964,528,395,0,-8.5,-8.4853,-0.014719,1,0,261,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.235,-8.499,-0.235,-8.499,528,395,0,-8.5,-8.4853,-0.014719,1,0,281,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.2463,-8.4963,-0.2463,-8.4963,528,395,0,-8.5,-8.4853,-0.014719,1,0,301,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.2491,-8.4989,-0.2491,-8.4989,528,395,0,-8.5,-8.4853,-0.014719,1,0,321,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.2562,-8.4989,-0.2562,-8.4989,528,395,0,-8.5,-8.4853,-0.014719,1,0,341,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.2603,-8.4962,-0.2603,-8.4962,528,395,0,-8.5,-8.4853,-0.014719,1,0,361,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.2645,-8.4936,-0.2645,-8.4936,528,395,0,-8.5,-8.4853,-0.014719,1,0,381,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.2687,-8.491,-0.2687,-8.491,528,395,0,-8.5,-8.4853,-0.014719,1,0,401,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.277,-8.4857,-0.277,-8.4857,528,395,0,-8.5,-8.4853,-0.014719,1,0,421,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.2853,-8.4804,-0.2853,-8.4804,528,395,0,-8.5,-8.4853,-0.014719,1,0,441,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.3061,-8.4671,-0.3061,-8.4671,528,395,0,-8.5,-8.4853,-0.014719,1,0,461,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.3477,-8.4406,-0.3477,-8.4406,528,395,0,-8.5,-8.4853,-0.014719,1,0,481,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.3988,-8.4035,-0.3988,-8.4035,528,395,0,-8.5,-8.4853,-0.014719,1,0,501,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.4528,-8.3689,-0.4528,-8.3689,528,395,0,-8.5,-8.4853,-0.014719,1,0,521,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.5358,-8.3155,-0.5358,-8.3155,528,395,0,-8.5,-8.4853,-0.014719,1,0,541,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.6269,-8.2567,-0.6269,-8.2567,528,395,0,-8.5,-8.4853,-0.014719,1,0,561,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.7303,-8.1896,-0.7303,-8.1896,528,395,0,-8.5,-8.4853,-0.014719,1,0,581,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-0.8624,-8.1033,-0.8624,-8.1033,528,395,0,-8.5,-8.4853,-0.014719,1,0,601,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-1.0161,-7.9977,-1.0161,-7.9977,528,395,0,-8.5,-8.4853,-0.014719,1,0,621,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-1.1858,-7.8806,-1.1858,-7.8806,528,395,0,-8.5,-8.4853,-0.014719,1,0,641,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-1.3685,-7.7491,-1.3685,-7.7491,528,395,0,-8.5,-8.4853,-0.014719,1,0,661,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-1.5833,-7.5947,-1.5833,-7.5947,528,395,0,-8.5,-8.4853,-0.014719,1,0,681,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-1.8119,-7.4199,-1.8119,-7.4199,528,395,0,-8.5,-8.4853,-0.014719,1,0,701,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-2.054,-7.2244,-2.054,-7.2244,528,395,0,-8.5,-8.4853,-0.014719,1,0,721,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-2.3083,-7.0133,-2.3083,-7.0133,528,395,0,-8.5,-8.4853,-0.014719,1,0,741,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-2.5813,-6.786,-2.5813,-6.786,528,395,0,-8.5,-8.4853,-0.014719,1,0,761,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-2.875,-6.531,-2.875,-6.531,528,395,0,-8.5,-8.4853,-0.014719,1,0,781,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-3.1709,-6.2707,-3.1709,-6.2707,528,395,0,-8.5,-8.4853,-0.014719,1,0,801,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-3.4818,-5.9903,-3.4818,-5.9903,528,395,0,-8.5,-8.4853,-0.014719,1,0,821,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-3.7878,-5.7045,-3.7878,-5.7045,528,395,0,-8.5,-8.4853,-0.014719,1,0,841,1,1,0,1,0,"be_3236","align_explicit_train_selected"
1,135,-4.0898,-5.4076,-4.0898,-5.4076,528,395,0,-8.5,-8.4853,-0.014719,1,0,861,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-4.3819,-5.1139,-4.3819,-5.1139,528,395,0,-8.5,-8.4853,-0.014719,1,0,881,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-4.672,-4.8176,-4.672,-4.8176,528,395,0,-8.5,-8.4853,-0.014719,1,0,901,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-4.9447,-4.531,-4.9447,-4.531,528,395,0,-8.5,-8.4853,-0.014719,1,0,921,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-5.2164,-4.2362,-5.2164,-4.2362,528,395,0,-8.5,-8.4853,-0.014719,1,0,941,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-5.4523,-3.9675,-5.4523,-3.9675,528,395,0,-8.5,-8.4853,-0.014719,1,0,961,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-5.6894,-3.6995,-5.6894,-3.6995,528,395,0,-8.5,-8.4853,-0.014719,1,0,981,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-5.9015,-3.4345,-5.9015,-3.4345,528,395,0,-8.5,-8.4853,-0.014719,1,0,1001,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-6.0928,-3.19,-6.0928,-3.19,528,395,0,-8.5,-8.4853,-0.014719,1,0,1021,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-6.2654,-2.9544,-6.2654,-2.9544,528,395,0,-8.5,-8.4853,-0.014719,1,0,1041,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-6.4325,-2.7268,-6.4325,-2.7268,528,395,0,-8.5,-8.4853,-0.014719,1,0,1061,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-6.6022,-2.4947,-6.6022,-2.4947,528,395,0,-8.5,-8.4853,-0.014719,1,0,1081,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-6.752,-2.284,-6.752,-2.284,528,395,0,-8.5,-8.4853,-0.014719,1,0,1101,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-6.8893,-2.0885,-6.8893,-2.0885,528,395,0,-8.5,-8.4853,-0.014719,1,0,1121,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-7.0266,-1.8861,-7.0266,-1.8861,528,395,0,-8.5,-8.4853,-0.014719,1,0,1141,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-7.1518,-1.699,-7.1518,-1.699,528,395,0,-8.5,-8.4853,-0.014719,1,0,1161,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-7.2727,-1.5146,-7.2727,-1.5146,528,395,0,-8.5,-8.4853,-0.014719,1,0,1181,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-7.3951,-1.3383,-7.3951,-1.3383,528,395,0,-8.5,-8.4853,-0.014719,1,0,1201,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-7.5056,-1.1777,-7.5056,-1.1777,528,395,0,-8.5,-8.4853,-0.014719,1,0,1221,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-7.6042,-1.0331,-7.6042,-1.0331,528,395,0,-8.5,-8.4853,-0.014719,1,0,1241,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-7.6975,-0.9039,-7.6975,-0.9039,528,395,0,-8.5,-8.4853,-0.014719,1,0,1261,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-7.7891,-0.7866,-7.7891,-0.7866,528,395,0,-8.5,-8.4853,-0.014719,1,0,1281,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-7.8796,-0.6752,-7.8796,-0.6752,528,395,0,-8.5,-8.4853,-0.014719,1,0,1301,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-7.9608,-0.5891,-7.9608,-0.5891,528,395,0,-8.5,-8.4853,-0.014719,1,0,1321,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-8.0236,-0.5264,-8.0236,-0.5264,528,395,0,-8.5,-8.4853,-0.014719,1,0,1341,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-8.0961,-0.4594,-8.0961,-0.4594,528,395,0,-8.5,-8.4853,-0.014719,1,0,1361,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-8.147,-0.4194,-8.147,-0.4194,528,395,0,-8.5,-8.4853,-0.014719,1,0,1381,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-8.2075,-0.375,-8.2075,-0.375,528,395,0,-8.5,-8.4853,-0.014719,1,0,1401,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-8.2547,-0.3384,-8.2547,-0.3384,528,395,0,-8.5,-8.4853,-0.014719,1,0,1424,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-8.2984,-0.3053,-8.2984,-0.3053,528,395,0,-8.5,-8.4853,-0.014719,1,0,1441,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-8.3462,-0.2623,-8.3462,-0.2623,528,395,0,-8.5,-8.4853,-0.014719,1,0,1461,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-8.3836,-0.2299,-8.3836,-0.2299,528,395,0,-8.5,-8.4853,-0.014719,1,0,1481,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-8.4292,-0.1779,-8.4292,-0.1779,528,395,0,-8.5,-8.4853,-0.014719,1,0,1501,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-8.4609,-0.14,-8.4609,-0.14,528,395,0,-8.5,-8.4853,-0.014719,1,0,1521,1,1,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-8.4816,-0.1188,-8.4816,-0.1188,528,395,0,-8.5,-8.4853,-0.014719,1,0,1541,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-8.4995,-0.095,-8.4995,-0.095,528,395,0,-8.5,-8.4853,-0.014719,1,0,1561,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-8.5173,-0.0711,-8.5173,-0.0711,528,395,0,-8.5,-8.4853,-0.014719,1,0,1581,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-8.5318,-0.0507,-8.5318,-0.0507,528,395,0,-8.5,-8.4853,-0.014719,1,0,1601,1,0,0,0,0,"be_3236","align_explicit_train_selected"
1,135,-8.5462,-0.0303,-8.5462,-0.0303,528,395,0,-8.5,-8.4853,-0.014719,1,0,1621,1,0,0,0,0,"be_3236","align_explicit_train_selected"
