100	45	0.0535	-8.5834	0.0535	-8.5834	528	395	0	-8.5	8.4853	-0.014719	1	0	0	1	0	0	0
100	45	0.066	-8.5912	0.066	-8.5912	528	395	0	-8.5	8.4853	-0.014719	1	0	20	1	0	0	0
100	45	0.0979	-8.6201	0.0979	-8.6201	528	395	0	-8.5	8.4853	-0.014719	1	0	40	1	0	0	0
100	45	0.1243	-8.641	0.1243	-8.641	528	395	0	-8.5	8.4853	-0.014719	1	0	60	1	0	0	0
100	45	0.1465	-8.6593	0.1465	-8.6593	528	395	0	-8.5	8.4853	-0.014719	1	0	80	1	0	0	0
100	45	0.152	-8.6671	0.152	-8.6671	528	395	0	-8.5	8.4853	-0.014719	1	0	100	1	0	0	0
100	45	0.1491	-8.6698	0.1491	-8.6698	528	395	0	-8.5	8.4853	-0.014719	1	0	120	1	0	0	0
100	45	0.1491	-8.6698	0.1491	-8.6698	528	395	0	-8.5	8.4853	-0.014719	1	0	140	1	0	0	0
100	45	0.1491	-8.6698	0.1491	-8.6698	528	395	0	-8.5	8.4853	-0.014719	1	0	160	1	0	0	0
100	45	0.1491	-8.6698	0.1491	-8.6698	528	395	0	-8.5	8.4853	-0.014719	1	0	180	1	0	0	0
100	45	0.1491	-8.6698	0.1491	-8.6698	528	395	0	-8.5	8.4853	-0.014719	1	0	200	1	0	0	0
100	45	0.1462	-8.6724	0.1462	-8.6724	528	395	0	-8.5	8.4853	-0.014719	1	0	220	1	0	0	0
100	45	0.1462	-8.6724	0.1462	-8.6724	528	395	0	-8.5	8.4853	-0.014719	1	0	240	1	0	0	0
100	45	0.1462	-8.6724	0.1462	-8.6724	528	395	0	-8.5	8.4853	-0.014719	1	0	260	1	0	0	0
100	45	0.1462	-8.6724	0.1462	-8.6724	528	395	0	-8.5	8.4853	-0.014719	1	0	280	1	0	0	0
100	45	0.1462	-8.6724	0.1462	-8.6724	528	395	0	-8.5	8.4853	-0.014719	1	0	300	1	0	0	0
100	45	0.1504	-8.675	0.1504	-8.675	528	395	0	-8.5	8.4853	-0.014719	1	0	320	1	0	0	0
100	45	0.1504	-8.675	0.1504	-8.675	528	395	0	-8.5	8.4853	-0.014719	1	0	340	1	0	0	0
100	45	0.1475	-8.6776	0.1475	-8.6776	528	395	0	-8.5	8.4853	-0.014719	1	0	360	1	0	0	0
100	45	0.1433	-8.675	0.1433	-8.675	528	395	0	-8.5	8.4853	-0.014719	1	0	380	1	0	0	0
100	45	0.1405	-8.6776	0.1405	-8.6776	528	395	0	-8.5	8.4853	-0.014719	1	0	400	1	0	0	0
100	45	0.1405	-8.6776	0.1405	-8.6776	528	395	0	-8.5	8.4853	-0.014719	1	0	420	1	0	0	0
100	45	0.1446	-8.6803	0.1446	-8.6803	528	395	0	-8.5	8.4853	-0.014719	1	0	440	1	0	0	0
100	45	0.1446	-8.6803	0.1446	-8.6803	528	395	0	-8.5	8.4853	-0.014719	1	0	460	1	0	0	0
100	45	0.1446	-8.6803	0.1446	-8.6803	528	395	0	-8.5	8.4853	-0.014719	1	0	480	1	0	0	0
100	45	0.1446	-8.6803	0.1446	-8.6803	528	395	0	-8.5	8.4853	-0.014719	1	0	500	1	0	0	0
100	45	0.1446	-8.6803	0.1446	-8.6803	528	395	0	-8.5	8.4853	-0.014719	1	0	520	1	0	0	0
100	45	0.1446	-8.6803	0.1446	-8.6803	528	395	0	-8.5	8.4853	-0.014719	1	0	540	1	0	0	0
100	45	0.1446	-8.6803	0.1446	-8.6803	528	395	0	-8.5	8.4853	-0.014719	1	0	560	1	0	0	0
100	45	0.1446	-8.6803	0.1446	-8.6803	528	395	0	-8.5	8.4853	-0.014719	1	0	580	1	0	0	0
100	45	0.1446	-8.6803	0.1446	-8.6803	528	395	0	-8.5	8.4853	-0.014719	1	0	600	1	0	0	0
100	45	0.1446	-8.6803	0.1446	-8.6803	528	395	0	-8.5	8.4853	-0.014719	1	0	620	1	0	0	0
100	45	0.1488	-8.6829	0.1488	-8.6829	528	395	0	-8.5	8.4853	-0.014719	1	0	640	1	0	0	0
100	45	0.1488	-8.6829	0.1488	-8.6829	528	395	0	-8.5	8.4853	-0.014719	1	0	660	1	0	0	0
100	45	0.1488	-8.6829	0.1488	-8.6829	528	395	0	-8.5	8.4853	-0.014719	1	0	680	1	0	0	0
100	45	0.1488	-8.6829	0.1488	-8.6829	528	395	0	-8.5	8.4853	-0.014719	1	0	700	1	0	0	0
100	45	0.1488	-8.6829	0.1488	-8.6829	528	395	0	-8.5	8.4853	-0.014719	1	0	720	1	0	0	0
100	45	0.1488	-8.6829	0.1488	-8.6829	528	395	0	-8.5	8.4853	-0.014719	1	0	740	1	0	0	0
100	45	0.1488	-8.6829	0.1488	-8.6829	528	395	0	-8.5	8.4853	-0.014719	1	0	760	1	0	0	0
100	45	0.1488	-8.6829	0.1488	-8.6829	528	395	0	-8.5	8.4853	-0.014719	1	0	780	1	0	0	0
100	45	0.1488	-8.6829	0.1488	-8.6829	528	395	0	-8.5	8.4853	-0.014719	1	0	800	1	0	0	0
100	45	0.153	-8.6855	0.153	-8.6855	528	395	0	-8.5	8.4853	-0.014719	1	0	820	1	0	0	0
100	45	0.153	-8.6855	0.153	-8.6855	528	395	0	-8.5	8.4853	-0.014719	1	0	840	1	0	0	0
100	45	0.153	-8.6855	0.153	-8.6855	528	395	0	-8.5	8.4853	-0.014719	1	0	860	1	0	0	0
100	45	0.1572	-8.6881	0.1572	-8.6881	528	395	0	-8.5	8.4853	-0.014719	1	0	880	1	0	0	0
