group,participant,a025,a500,a975,p025,p500,p975
30implicit,1,29.865516638535,30.4463053963707,30.8674012848979,32.4111893601465,33.0373132196701,33.6247851721738
30implicit,2,28.9279734091213,29.5882553739234,30.3877127590143,25.6166200229945,26.29755016953,26.7695812143974
30implicit,3,111.540573870894,112.991732238553,114.567575630808,115.198861017359,116.993400033789,118.421426994864
30implicit,4,18.7027957924058,19.0106715850463,19.2835937444988,17.6143778793746,17.9988540231973,18.2269095632658
30implicit,5,25.1625334343321,25.6313036073582,25.9757840239785,27.9064828828482,28.293503824398,28.8133870452778
30implicit,6,36.2871137561025,36.769190644129,37.1984011456018,36.2130372859978,36.7357204529874,37.4339681827329
30implicit,7,61.8203207793804,63.0642782918445,63.9980802815907,57.3254163596718,58.3728449483163,59.2288438973429
30implicit,8,62.3363402685905,63.3539835805914,64.1619376416551,55.3641256562634,56.0285855597815,56.8324695718718
30implicit,9,43.2866553972884,44.1297431073076,44.6986714139842,49.1012046786004,49.8683008723684,50.6960444782618
30implicit,10,10.9639112045598,11.184027997436,11.418021790277,10.0811876530989,10.3094733444843,10.4591741579686
30implicit,11,156.299052628893,158.505851877446,161.404580147231,152.33533718022,154.45555637867,156.591993282854
30implicit,12,94.5400506632342,95.9962379229793,97.0138221530378,95.0037078999009,96.5138323582516,98.1009255369004
30implicit,13,22.6940200569102,23.2320422377963,23.7056376350181,24.3533198915392,24.7243342025617,25.162139082883
30implicit,14,96.9584536383976,98.0854812872915,99.7663435620383,87.3504077639914,89.0521131846558,90.2862229740933
30implicit,15,3.74317719654645,3.85836328626632,3.97437598177438,3.63999571592159,3.74096197322216,3.81053616552655
30implicit,16,74.7746979659774,75.9929516200029,77.4079422915747,72.6998775592573,73.7361858553767,74.6338521724403
30implicit,17,57.5996341563593,59.0901302145445,60.5437146263621,70.2610629585207,71.5531167580187,72.9831770564647
30implicit,18,38.3775582946029,38.9595118637552,39.6601759550745,39.9848516352096,40.5620343292804,41.3341914218944
30implicit,19,132.783743361042,134.713065320203,136.791889669379,133.116297751063,135.228446411823,137.571907094566
30explicit,20,24.3974075823881,24.897329187042,25.4406435340496,23.4269105366529,24.1383422834931,24.5965310851045
30explicit,21,22.1318082217248,22.4873727486133,22.9326953234302,20.5122565847057,20.9593676343555,21.2449210577856
30explicit,22,46.7089912292163,47.7367322180298,48.8838836302924,47.1553678148544,48.1392275758741,48.8992733364924
30explicit,23,16.5424720711766,16.8819023270275,17.3852360547769,15.6174707973054,15.9391114904936,16.2399272499508
30explicit,24,10.9380790361256,11.1627041173336,11.3187772179672,9.41009180843977,9.59576867106671,9.74223092550664
30explicit,25,70.1519473596949,72.1455686628129,74.9639837328504,65.7102788294034,67.0931579096051,68.6641907820939
30explicit,26,55.779003764743,56.6400223426668,57.6425567339033,57.6055263793587,58.4037745649301,59.5523620284947
30explicit,27,26.6169694613472,27.0155211686752,27.4740560912291,24.0346404296822,24.4567237798078,24.8047847127738
30explicit,28,5.82594682258606,5.96471049534966,6.07437284185744,6.15818356930945,6.26691989436175,6.41303521775674
30explicit,29,22.6599122116713,23.2346971745026,23.750304160627,19.4460287203235,19.7000272606344,20.0021078858755
30explicit,30,3.18379183517547,3.24305122205737,3.30477003016359,3.39202996116339,3.45329230840771,3.51757093313195
30explicit,31,17.3156207970155,17.553301926473,17.9672336195462,17.3754369120237,17.7698060473467,18.0539492337524
30explicit,32,16.8013047973542,17.0029739056152,17.2500758799661,17.7132459084849,17.9764417234622,18.1761190859232
30explicit,33,2.42028118127981,2.52497159994521,2.61587783687732,2.72962352024116,2.79461020011164,2.88131620035658
30explicit,34,5.12781236821603,5.22970659215612,5.32156302782999,5.83799503236854,5.97611101595465,6.09935463413764
30explicit,35,1.31235816627738,1.3424424277286,1.36816966263255,1.0921866542239,1.11543303105402,1.14557846791775
30explicit,36,35.9042988640084,36.4134777444288,37.1021985384954,35.0899753506528,35.5126952453015,35.9463237893453
30explicit,37,11.4835141134168,11.7757980526435,12.0074721385556,10.8372905667101,11.1126003376884,11.3564129597442
60implicit_b,38,29.6149165031876,31.0346796509921,32.3823999977889,25.149028297621,25.8887581317659,26.5197167555575
60implicit_b,39,3.69991259404435,3.77762898548162,3.85280458273717,2.9580978997122,2.9984729468536,3.03426651032736
60implicit_b,40,1.9166632001582,1.95928963435821,1.99609152963838,2.37808410314524,2.43450868985315,2.48037735132267
60implicit_b,41,15.7355871924356,15.9380770918979,16.0841113309868,13.1836162773993,13.2983672432231,13.4845697163667
60implicit_b,42,1.90576748769111,2.00461372355457,2.09232322244272,2.36657364950551,2.48188231657999,2.56046443802007
60implicit_b,43,21.7332424596134,21.9149773752718,22.1702490562769,22.1120849493077,22.3146988585036,22.5539113839105
60implicit_b,44,3.07620683889429,3.15473256153878,3.22673492008943,3.41771052504751,3.50864878039899,3.63118542806901
60implicit_b,45,40.4507274608285,41.0405414070729,41.6924585524612,42.5706477854013,43.2432885268868,43.7852271772225
60implicit_b,46,31.3071621403676,32.0679780985659,32.6851247436581,24.2161756595542,24.6605791333353,25.1235758941207
60implicit_b,47,16.7962989429831,17.3319503500075,17.8232801818449,17.2778508513556,17.7398700868487,18.0659870967952
60implicit_b,48,17.2854518273081,17.6472397954238,17.9546283961447,15.7480150854709,15.9223145383815,16.1581186262526
60implicit_b,49,169.055260063578,171.2245443667,173.142352586411,155.347475416304,156.614055002263,158.511068190338
60implicit_b,50,25.1681549678978,25.6315722419173,25.9525970230925,29.0514876110371,29.276812149641,29.723312134982
60implicit_b,51,12.5128638679909,12.7829592828338,13.0659232991453,24.3208023785867,25.5473441388296,27.0555308363799
60implicit_b,52,30.2894997453967,30.6978456214728,31.0217185064124,30.1181048838982,30.5186468074518,30.9098761277381
