"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","participant","task","new_targety","new_target_angle","relative_cursory","pv_angle_OG","pv_angle","isoutlier","subject"
2,45,2.777,-4.9781,2.777,-4.9781,528,395,0,-8.5,8.4853,-0.014719,1,0,900,1,1,0,1,"ps_1705","align_explicit_train_selected",8.485281,44.9999358525315,3.5219,51.7444028488379,-6.74440284883791,FALSE,"ps_1705"
5,90,1.0062,-4.2817,1.0062,-4.2817,528,395,0,-8.5,0,3.5,1,0,1201,1,1,0,1,"ps_1705","align_explicit_train_selected",12,90,4.2183,76.5838165181591,13.4161834818409,FALSE,"ps_1705"
6,135,-3.3756,-5.2796,-3.3756,-5.2796,528,395,0,-8.5,-8.4853,-0.014719,1,0,1041,1,1,0,1,"ps_1705","align_explicit_train_selected",8.485281,135.000064147469,3.2204,136.347887280199,-1.34788728019859,FALSE,"ps_1705"
7,135,-3.1431,-6.949,-3.1431,-6.949,528,395,0,-8.5,-8.4853,-0.014719,1,0,721,1,1,0,1,"ps_1705","align_explicit_train_selected",8.485281,135.000064147469,1.551,153.735417734104,-18.7354177341037,FALSE,"ps_1705"
8,45,5.044,-3.9986,5.044,-3.9986,528,395,0,-8.5,8.4853,-0.014719,1,0,1261,1,1,0,1,"ps_1705","align_explicit_train_selected",8.485281,44.9999358525315,4.5014,41.746572216369,3.253427783631,FALSE,"ps_1705"
9,90,0.2943,-4.817,0.2943,-4.817,528,395,0,-8.5,0,3.5,1,0,1001,1,1,0,1,"ps_1705","align_explicit_train_selected",12,90,3.683,85.4313344621356,4.56866553786443,FALSE,"ps_1705"
10,45,3.2401,-4.9355,3.2401,-4.9355,528,395,0,-8.5,8.4853,-0.014719,1,0,720,1,1,0,1,"ps_1705","align_explicit_train_selected",8.485281,44.9999358525315,3.5645,47.729431395801,-2.72943139580097,FALSE,"ps_1705"
11,90,0.3977,-3.7048,0.3977,-3.7048,528,395,0,-8.5,0,3.5,1,0,761,1,1,0,1,"ps_1705","align_explicit_train_selected",12,90,4.7952,85.2589047616526,4.74109523834744,FALSE,"ps_1705"
12,135,-3.0962,-5.618,-3.0962,-5.618,528,395,0,-8.5,-8.4853,-0.014719,1,0,700,1,1,0,1,"ps_1705","align_explicit_train_selected",8.485281,135.000064147469,2.882,137.052040427528,-2.05204042752817,FALSE,"ps_1705"
13,135,-3.2255,-5.7994,-3.2255,-5.7994,528,395,0,-8.5,-8.4853,-0.014719,1,0,661,1,1,0,1,"ps_1705","align_explicit_train_selected",8.485281,135.000064147469,2.7006,140.061722521565,-5.06172252156489,FALSE,"ps_1705"
14,90,-0.0948,-4.5896,-0.0948,-4.5896,528,395,0,-8.5,0,3.5,1,0,761,1,1,0,1,"ps_1705","align_explicit_train_selected",12,90,3.9104,91.3887520890591,-1.38875208905907,FALSE,"ps_1705"
