group,ID,trial,targetangle_deg,arcangle_deg,homex_cm,homey_cm,handx_cm,handy_cm,tapx_cm,tapy_cm,block,time_ms,selected,active
60explicit_b,vb_0706,91,67.55,90,0,0,4.6079,11.152,1.90559803832879,11.6141706920422,1,15124,1,1
60explicit_b,vb_0706,92,154.71,130,0,0,-10.899,5.1491,-7.05050196167121,9.37817069204224,1,12647,1,1
60explicit_b,vb_0706,93,33.31,50,0,0,10.052,6.6054,5.64519803832879,10.1235706920422,1,9305,1,1
60explicit_b,vb_0706,94,66.175,90,0,0,4.8813,11.054,1.38155803832879,11.7861706920422,1,8007,1,1
60explicit_b,vb_0706,95,176.26,130,0,0,-12.014,0.7844,-9.83770196167121,5.70887069204224,1,6767,1,1
60explicit_b,vb_0706,96,89.364,50,0,0,0.1339,12.068,2.47729803832879,11.4135706920422,1,16592,1,1
60explicit_b,vb_0706,97,71.054,90,0,0,3.9254,11.435,2.76309803832879,11.7861706920422,1,5460,1,1
60explicit_b,vb_0706,98,43.5,50,0,0,8.8475,8.396,6.40749803832879,9.40687069204224,1,5122,1,1
60explicit_b,vb_0706,99,144.62,130,0,0,-9.9199,7.0447,-6.62180196167121,9.86557069204224,1,5444,1,1
60explicit_b,vb_0706,100,57.296,50,0,0,6.5219,10.157,4.14459803832879,11.0981706920422,1,4542,1,1
60explicit_b,vb_0706,101,147.89,130,0,0,-10.338,6.4877,-7.43160196167121,10.1235706920422,1,4268,1,1
60explicit_b,vb_0706,102,119.41,90,0,0,-5.9385,10.537,-4.14460196167121,11.9295706920422,1,4392,1,1
60explicit_b,vb_0706,103,117.69,130,0,0,-5.6746,10.812,-2.00080196167121,11.1555706920422,1,4109,1,1
60explicit_b,vb_0706,104,55.649,50,0,0,6.8749,10.059,4.97829803832879,11.4135706920422,1,4552,1,1
60explicit_b,vb_0706,105,92.906,90,0,0,-0.6149,12.113,0.643158038328788,10.9261706920422,1,4236,1,1
60explicit_b,vb_0706,106,106.15,90,0,0,-3.3384,11.529,-1.52440196167121,11.8148706920422,1,7521,1,1
60explicit_b,vb_0706,107,67.027,50,0,0,4.6837,11.049,4.33519803832879,11.9578706920422,1,4475,1,1
60explicit_b,vb_0706,108,147.36,130,0,0,-10.222,6.5475,-8.12240196167121,9.49287069204224,1,4599,1,1
60explicit_b,vb_0706,235,93.238,90,0,0,-0.6803,12.026,2.62019803832879,12.1878706920422,2,5556,1,1
60explicit_b,vb_0706,236,60.685,50,0,0,5.9022,10.511,5.81199803832879,9.83687069204224,2,4871,1,1
60explicit_b,vb_0706,237,148.96,130,0,0,-10.362,6.2354,-5.16880196167121,10.9835706920422,2,4017,1,1
60explicit_b,vb_0706,238,75.686,50,0,0,2.9814,11.685,3.95409803832879,10.9835706920422,2,4547,1,1
60explicit_b,vb_0706,239,149.73,130,0,0,-10.403,6.0727,-8.24150196167121,8.20287069204224,2,3760,1,1
60explicit_b,vb_0706,240,131.21,90,0,0,-7.9678,9.0988,-3.19180196167121,11.1268706920422,2,3770,1,1
60explicit_b,vb_0706,241,41.64,50,0,0,9.0172,8.0172,5.02589803832879,11.1268706920422,2,7423,1,1
60explicit_b,vb_0706,242,84.45,90,0,0,1.164,11.979,2.31049803832879,12.5888706920422,2,3957,1,1
60explicit_b,vb_0706,243,142.98,130,0,0,-9.6382,7.2687,-4.43040196167121,11.7575706920422,2,3589,1,1
60explicit_b,vb_0706,244,108.92,90,0,0,-3.9482,11.52,-1.33390196167121,12.8468706920422,2,3609,1,1
60explicit_b,vb_0706,245,158.5,130,0,0,-11.349,4.4699,-7.16960196167121,9.12017069204224,2,3449,1,1
60explicit_b,vb_0706,246,86.721,50,0,0,0.6908,12.059,1.31009803832879,13.0188706920422,2,3693,1,1
60explicit_b,vb_0706,247,120.11,130,0,0,-6.057,10.447,-2.23900196167121,12.5318706920422,2,3869,1,1
60explicit_b,vb_0706,248,93.011,90,0,0,-0.6369,12.107,2.16759803832879,12.2158706920422,2,3549,1,1
60explicit_b,vb_0706,249,55.921,50,0,0,6.8571,10.136,4.23989803832879,11.4135706920422,2,3549,1,1
60explicit_b,vb_0706,250,61.283,50,0,0,5.8262,10.634,3.31089803832879,10.2668706920422,2,3481,1,1
60explicit_b,vb_0706,251,88.52,90,0,0,0.3111,12.043,-1.31000196167121,11.4421706920422,2,4187,1,1
60explicit_b,vb_0706,252,144.42,130,0,0,-9.814,7.0199,-6.52650196167121,9.83687069204224,2,3978,1,1
60explicit_b,vb_0706,379,85.203,90,0,0,1.0042,11.966,3.40619803832879,11.9578706920422,3,5668,1,1
60explicit_b,vb_0706,380,136.43,130,0,0,-8.7771,8.3495,-4.12070196167121,11.5281706920422,3,3562,1,1
60explicit_b,vb_0706,381,64.735,50,0,0,5.1911,10.999,4.95449803832879,11.0695706920422,3,3549,1,1
60explicit_b,vb_0706,382,145.93,130,0,0,-10.087,6.8203,-5.95480196167121,10.3241706920422,3,3791,1,1
60explicit_b,vb_0706,383,128.38,90,0,0,-7.5391,9.5182,-1.31000196167121,11.3848706920422,3,4683,1,1
60explicit_b,vb_0706,384,98.89,50,0,0,-1.8577,11.876,1.61975803832879,10.8115706920422,3,5509,1,1
60explicit_b,vb_0706,385,58.215,50,0,0,6.3877,10.308,7.24109803832879,9.72217069204224,3,4601,1,1
60explicit_b,vb_0706,386,86.991,90,0,0,0.6376,12.13,1.21481803832879,11.5281706920422,3,4156,1,1
60explicit_b,vb_0706,387,138.96,130,0,0,-9.1407,7.9578,-5.02590196167121,10.8115706920422,3,3290,1,1
60explicit_b,vb_0706,388,76.65,50,0,0,2.783,11.727,3.31089803832879,11.1268706920422,3,3760,1,1
60explicit_b,vb_0706,389,126.7,90,0,0,-7.2459,9.7194,-2.81070196167121,12.1018706920422,3,3529,1,1
60explicit_b,vb_0706,390,153.79,130,0,0,-10.946,5.3872,-7.40780196167121,9.43557069204224,3,3609,1,1
