group,ID,trial,targetangle_deg,arcangle_deg,homex_cm,homey_cm,handx_cm,handy_cm,tapx_cm,tapy_cm,block,time_ms,selected,active,ro
sEDS,s07,305,80.262,90,0,0,1.9017,11.081,2.94508756709537,11.7181991081945,4,3029,1,0,0
sEDS,s07,306,48.312,50,0,0,7.6372,8.5755,9.18578756709537,7.07419910819451,4,3008,1,0,0
sEDS,s11,46,41.246,50,0,0,9.0838,7.9652,8.69659993605026,8.0867221874684,1,6618,1,1,0
sEDS,s11,47,134.24,130,0,0,-8.4684,8.6972,-9.14420006394974,7.4847221874684,1,5120,1,1,0
sEDS,s11,48,87.869,90,0,0,0.4515,12.131,-0.116630063949741,13.3040221874684,1,5324,1,1,0
sEDS,s11,49,95.072,90,0,0,-1.0768,12.133,-2.90350006394974,13.0750221874684,1,5668,1,1,0
sEDS,s11,50,29.645,50,0,0,10.614,6.0405,10.8160999360503,5.8793221874684,1,4352,1,1,0
sEDS,s11,51,134.61,130,0,0,-8.4554,8.5719,-10.0255000639497,7.5133221874684,1,3733,1,1,0
sEDS,s11,52,41.486,50,0,0,9.3393,8.2586,8.74419993605026,8.6887221874684,1,4012,1,1,0
sEDS,s11,53,144.15,130,0,0,-9.7702,7.0587,-9.52530006394974,7.6567221874684,1,4220,1,1,0
sEDS,s11,54,87.464,90,0,0,0.5448,12.301,3.50389993605026,11.8990221874684,1,3539,1,1,0
sEDS,s11,55,140.85,130,0,0,-9.5155,7.7455,-10.1684000639497,7.4847221874684,1,4416,1,1,0
sEDS,s11,56,90.87,90,0,0,-0.1835,12.078,0.764699936050259,12.7880221874684,1,3964,1,1,0
sEDS,s11,57,38.375,50,0,0,9.4135,7.4543,9.43499993605026,7.1693221874684,1,4070,1,1,0
sEDS,s11,58,52.228,50,0,0,7.4421,9.604,8.52979993605026,8.9467221874684,1,3866,1,1,0
sEDS,s11,59,133.02,130,0,0,-8.3923,8.9941,-9.09660006394974,8.1153221874684,1,3569,1,1,0
sEDS,s11,60,92.186,90,0,0,-0.4635,12.144,-0.211900063949741,12.7590221874684,1,4429,1,1,0
sEDS,s11,61,43.857,50,0,0,8.9517,8.6014,9.76809993605026,7.7713221874684,1,4429,1,1,0
sEDS,s11,62,96.888,90,0,0,-1.476,12.219,-1.33142006394974,13.2750221874684,1,3669,1,1,0
sEDS,s11,63,129.76,130,0,0,-7.7627,9.3292,-9.09660006394974,6.6533221874684,1,11100,1,1,0
sEDS,s11,118,43.493,50,0,0,8.8048,8.3533,9.29209993605026,8.1153221874684,2,10084,1,1,0
sEDS,s11,119,89.307,90,0,0,0.1455,12.033,-1.42670006394974,12.6450221874684,2,3180,1,1,0
sEDS,s11,120,137.48,130,0,0,-9.019,8.2688,-9.57290006394974,7.9433221874684,2,3867,1,1,0
sEDS,s11,121,139.54,130,0,0,-9.1781,7.8287,-8.26290006394974,7.7713221874684,2,4390,1,1,0
sEDS,s11,122,49.766,50,0,0,7.8346,9.26,8.31549993605026,8.9467221874684,2,3548,1,1,0
sEDS,s11,123,85.745,90,0,0,0.896,12.042,0.335939936050259,12.3290221874684,2,4663,1,1,0
sEDS,s11,124,43.817,50,0,0,8.8164,8.4595,8.00579993605026,8.5167221874684,2,4285,1,1,0
sEDS,s11,125,137.99,130,0,0,-8.9392,8.0524,-9.09660006394974,8.8033221874684,2,3849,1,1,0
sEDS,s11,126,96.945,90,0,0,-1.5121,12.414,1.40779993605026,12.7020221874684,2,4751,1,1,0
sEDS,s11,127,42.632,50,0,0,9.0623,8.3425,10.5310999360503,6.6820221874684,2,3509,1,1,0
sEDS,s11,128,141.32,130,0,0,-9.4189,7.54,-8.88220006394974,7.7713221874684,2,4009,1,1,0
sEDS,s11,129,96.396,90,0,0,-1.3465,12.012,0.0501099360502592,11.6410221874684,2,4015,1,1,0
sEDS,s11,130,46.848,50,0,0,8.4805,9.0461,9.22059993605026,8.4880221874684,2,5719,1,1,0
sEDS,s11,131,142.39,130,0,0,-9.576,7.3776,-9.35860006394974,8.0293221874684,2,3469,1,1,0
sEDS,s11,132,109.12,90,0,0,-3.9623,11.431,-1.28378006394974,12.6450221874684,2,4109,1,1,0
sEDS,s11,133,98.305,90,0,0,-1.7659,12.097,0.645599936050259,12.5300221874684,2,3429,1,1,0
sEDS,s11,134,53.242,50,0,0,7.305,9.7796,8.81569993605026,8.4593221874684,2,3349,1,1,0
sEDS,s11,135,140.17,130,0,0,-9.3424,7.7908,-9.21570006394974,8.4307221874684,2,3379,1,1,0
sEDS,s11,190,119.12,90,0,0,-5.8818,10.557,-5.02340006394974,11.0390221874684,3,4023,1,1,0
sEDS,s11,191,37.534,50,0,0,9.7017,7.4536,10.3400999360503,6.5387221874684,3,5629,1,1,0
sEDS,s11,192,97.337,130,0,0,-1.5971,12.403,-2.45090006394974,11.8130221874684,3,3969,1,1,0
sEDS,s11,193,152.57,130,0,0,-10.795,5.6033,-10.9779000639497,4.7327221874684,3,3789,1,1,0
sEDS,s11,194,89.898,90,0,0,0.0219,12.35,1.78889993605026,11.8710221874684,3,3355,1,1,0
sEDS,s11,195,38.782,50,0,0,9.5885,7.7044,9.98309993605026,6.0800221874684,3,5439,1,1,0
sEDS,s11,196,54.348,50,0,0,7.1318,9.9424,8.83949993605026,7.5707221874684,3,4178,1,1,0
sEDS,s11,197,106.71,90,0,0,-3.515,11.71,-3.35610006394974,12.2720221874684,3,3309,1,1,0
sEDS,s11,198,146.2,130,0,0,-10.164,6.8051,-8.88220006394974,5.9940221874684,3,3229,1,1,0
sEDS,s11,199,119.36,130,0,0,-5.9142,10.512,-2.73680006394974,11.7560221874684,3,3509,1,1,0
sEDS,s11,200,104.29,90,0,0,-2.9964,11.76,-3.52280006394974,11.6990221874684,3,8889,1,1,0
sEDS,s11,201,40.564,50,0,0,9.1689,7.8487,10.2690999360503,6.5387221874684,3,4429,1,1,0
sEDS,s11,202,139.33,130,0,0,-9.2281,7.9303,-9.23950006394974,7.1407221874684,3,4120,1,1,0
sEDS,s11,203,88.829,90,0,0,0.247,12.088,0.931399936050259,12.5010221874684,3,3589,1,1,0
sEDS,s11,204,48.474,50,0,0,8.2331,9.2974,8.48219993605026,8.2300221874684,3,4069,1,1,0
sEDS,s11,205,51.119,50,0,0,7.642,9.4773,7.10069993605026,9.6633221874684,3,9459,1,1,0
sEDS,s11,206,98.244,90,0,0,-1.7428,12.028,-1.80780006394974,12.3010221874684,3,3648,1,1,0
sEDS,s11,207,144.19,130,0,0,-9.813,7.08,-9.12040006394974,7.0547221874684,3,3857,1,1,0
sEDS,s11,262,124.82,90,0,0,-6.9557,10.002,-6.23820006394974,10.6380221874684,4,5310,1,1,0
sEDS,s11,263,34.429,50,0,0,10.238,7.0176,9.17299993605026,5.7073221874684,4,4049,1,1,0
sEDS,s11,264,137.75,130,0,0,-9.0449,8.2171,-9.88260006394974,6.8253221874684,4,3653,1,1,0
sEDS,s11,265,49.66,50,0,0,8.0069,9.428,8.98239993605026,7.1693221874684,4,3157,1,1,0
sEDS,s11,266,139.74,130,0,0,-9.3646,7.9313,-9.85880006394974,6.8540221874684,4,3070,1,1,0
sEDS,s11,267,90.789,90,0,0,-0.1672,12.146,0.359759936050259,11.6700221874684,4,3427,1,1,0
sEDS,s11,268,117.56,90,0,0,-5.6174,10.765,-3.28460006394974,11.5840221874684,4,4975,1,1,0
sEDS,s11,269,141.59,130,0,0,-9.6604,7.6601,-10.0493000639497,5.6787221874684,4,6159,1,1,0
sEDS,s11,270,48.118,50,0,0,8.0542,8.9821,8.50599993605026,7.2267221874684,4,5960,1,1,0
sEDS,s11,271,54.5,50,0,0,7.0615,9.8999,7.57709993605026,8.7747221874684,4,4068,1,1,0
sEDS,s11,272,137.08,130,0,0,-8.8654,8.2447,-9.00130006394974,7.9433221874684,4,4408,1,1,0
sEDS,s11,273,94.351,90,0,0,-0.9224,12.124,-0.664470063949741,12.1290221874684,4,4709,1,1,0
sEDS,s11,274,117.7,90,0,0,-5.6948,10.848,-5.16630006394974,11.1830221874684,4,4129,1,1,0
sEDS,s11,275,143.3,130,0,0,-9.6905,7.2219,-10.0493000639497,6.6820221874684,4,3123,1,1,0
sEDS,s11,276,51.384,50,0,0,7.6259,9.5473,7.67229993605026,8.9753221874684,4,3069,1,1,0
sEDS,s11,277,94.089,90,0,0,-0.8557,11.97,-2.26040006394974,12.3290221874684,4,2989,1,1,0
sEDS,s11,278,144.57,130,0,0,-9.891,7.0374,-9.33480006394974,7.0260221874684,4,3069,1,1,0
sEDS,s11,279,47.698,50,0,0,8.2564,9.0729,7.88669993605026,7.8573221874684,4,3709,1,1,0
sEDS,s11,73,41.603,50,0,0,8.4021,7.4604,10.1730999360503,5.6213221874684,1,3273,1,0,0
sEDS,s11,74,134.05,130,0,0,-7.8159,8.0801,-8.52490006394974,7.4273221874684,1,3134,1,0,0
sEDS,s11,75,86.579,90,0,0,0.6676,11.167,3.86119993605026,11.7270221874684,1,3290,1,0,0
sEDS,s11,76,93.388,90,0,0,-0.6795,11.479,-1.78400006394974,12.1290221874684,1,4209,1,0,0
sEDS,s11,77,30.98,50,0,0,9.7899,5.8776,10.1260999360503,6.3380221874684,1,3838,1,0,0
sEDS,s11,78,134.92,130,0,0,-7.858,7.8802,-9.33480006394974,7.2267221874684,1,3375,1,0,0
sEDS,s11,79,41.208,50,0,0,8.6456,7.5708,9.43499993605026,7.6280221874684,1,3176,1,0,0
sEDS,s11,80,143.64,130,0,0,-8.9705,6.6041,-9.66820006394974,7.2840221874684,1,2784,1,0,0
sEDS,s11,81,86.404,90,0,0,0.7273,11.572,1.52689993605026,12.2150221874684,1,3598,1,0,0
sEDS,s11,82,140.79,130,0,0,-8.8024,7.1826,-9.81110006394974,7.8287221874684,1,3235,1,0,0
sEDS,s11,83,88.574,90,0,0,0.2819,11.325,1.93179993605026,12.9310221874684,1,3268,1,0,0
sEDS,s11,84,38.728,50,0,0,8.8832,7.124,8.93479993605026,8.1440221874684,1,3269,1,0,0
sEDS,s11,85,50.718,50,0,0,7.2376,8.8482,7.24359993605026,8.6600221874684,1,3308,1,0,0
sEDS,s11,86,133.62,130,0,0,-7.8316,8.2169,-8.64400006394974,7.9720221874684,1,2950,1,0,0
sEDS,s11,87,90.525,90,0,0,-0.1046,11.42,2.71789993605026,12.7310221874684,1,4008,1,0,0
sEDS,s11,88,44.038,50,0,0,8.3735,8.097,10.3160999360503,7.0260221874684,1,3128,1,0,0
sEDS,s11,89,94.664,90,0,0,-0.9428,11.556,-0.378639063949741,12.5870221874684,1,3008,1,0,0
sEDS,s11,90,131.34,130,0,0,-7.5264,8.5564,-7.61980006394974,9.6633221874684,1,3248,1,0,0
sEDS,s11,145,44.01,50,0,0,8.0882,7.8135,9.41119993605026,7.3987221874684,2,3070,1,0,0
sEDS,s11,146,87.618,90,0,0,0.4644,11.165,-1.66490006394974,13.1030221874684,2,2989,1,0,0
sEDS,s11,147,138.15,130,0,0,-8.5551,7.6624,-9.14420006394974,7.0833221874684,2,3049,1,0,0
sEDS,s11,148,139.46,130,0,0,-8.5598,7.3201,-8.33430006394974,7.6567221874684,2,2789,1,0,0
sEDS,s11,149,49.79,50,0,0,7.2282,8.5503,8.79179993605026,7.9720221874684,2,2689,1,0,0
sEDS,s11,150,84.297,90,0,0,1.1067,11.081,4.98069993605026,11.8130221874684,2,3149,1,0,0
