group,ID,trial,targetangle_deg,arcangle_deg,homex_cm,homey_cm,handx_cm,handy_cm,tapx_cm,tapy_cm,block,time_ms,selected,active
60implicit_b,rd_3105,91,98.423,90,0,0,-1.7818,12.032,0.253487288580849,12.4433780590171,1,16583,1,1
60implicit_b,rd_3105,92,89.358,50,0,0,0.1369,12.214,2.56393728858085,11.6980780590171,1,3836,1,1
60implicit_b,rd_3105,93,102.44,130,0,0,-2.6657,12.081,-1.79501271141915,11.8987780590171,1,2769,1,1
60implicit_b,rd_3105,94,98.019,130,0,0,-1.6856,11.965,0.944217288580849,12.2713780590171,1,2913,1,1
60implicit_b,rd_3105,95,91.731,90,0,0,-0.3762,12.449,-1.29481271141915,12.8733780590171,1,2885,1,1
60implicit_b,rd_3105,96,89.601,50,0,0,0.0843,12.091,0.0152872885808493,12.1567780590171,1,2730,1,1
60implicit_b,rd_3105,97,86.524,90,0,0,0.7519,12.378,1.01567728858085,11.3827780590171,1,2988,1,1
60implicit_b,rd_3105,98,93.754,130,0,0,-0.7951,12.119,-0.604012711419151,12.5867780590171,1,2889,1,1
60implicit_b,rd_3105,99,76.295,50,0,0,2.8686,11.763,4.13598728858085,10.6947780590171,1,2507,1,1
60implicit_b,rd_3105,100,90.661,130,0,0,-0.1436,12.454,-1.05661271141915,12.6727780590171,1,2697,1,1
60implicit_b,rd_3105,101,89.119,90,0,0,0.1884,12.256,3.39758728858085,11.6120780590171,1,2921,1,1
60implicit_b,rd_3105,102,90.472,50,0,0,-0.1023,12.428,-0.0562127114191509,11.6120780590171,1,2739,1,1
60implicit_b,rd_3105,103,96.399,130,0,0,-1.3479,12.018,-3.20041271141915,12.4720780590171,1,2809,1,1
60implicit_b,rd_3105,104,79.744,90,0,0,2.1535,11.902,4.63618728858085,11.6120780590171,1,2473,1,1
60implicit_b,rd_3105,105,79.415,50,0,0,2.2173,11.866,2.94508728858085,12.6440780590171,1,2709,1,1
60implicit_b,rd_3105,106,82.866,50,0,0,1.5314,12.236,1.49205728858085,12.4720780590171,1,2737,1,1
