group,ID,trial,targetangle_deg,arcangle_deg,homex_cm,homey_cm,handx_cm,handy_cm,tapx_cm,tapy_cm,block,time_ms,selected,active
org30explicit,ig_0212,91,145.16,130,0,0,-9.9674,6.9375,-6.41086136735097,8.6469216416622,1,3556,1,1
org30explicit,ig_0212,92,88.798,50,0,0,0.254,12.107,6.92803863264903,11.1689216416622,1,2419,0,1
org30explicit,ig_0212,93,132.53,90,0,0,-8.1174,8.8504,-4.69586136735097,11.1689216416622,1,2119,0,1
org30explicit,ig_0212,94,112.21,90,0,0,-4.585,11.227,-0.0748613673509659,11.1689216416622,1,2795,0,1
org30explicit,ig_0212,95,151.41,130,0,0,-10.603,5.7789,-9.50716136735097,9.1909216416622,1,2229,1,1
org30explicit,ig_0212,96,88.677,50,0,0,0.2771,12.001,6.38023863264903,10.7109216416622,1,2479,1,1
org30explicit,ig_0212,97,143.71,130,0,0,-9.7239,7.1393,-7.62566136735097,10.7969216416622,1,2439,1,1
org30explicit,ig_0212,98,93.889,50,0,0,-0.8224,12.096,6.61843863264903,10.2229216416622,1,2659,1,1
org30explicit,ig_0212,99,126.21,90,0,0,-7.196,9.83,-3.19516136735097,11.1689216416622,1,2519,0,1
org30explicit,ig_0212,100,117.87,90,0,0,-5.6173,10.622,1.75923863264903,11.1689216416622,1,2319,0,1
org30explicit,ig_0212,101,87.739,50,0,0,0.4739,12.005,5.66563863264903,9.3919216416622,1,2919,1,1
org30explicit,ig_0212,102,144.85,130,0,0,-9.8172,6.9121,-7.72086136735097,7.9009216416622,1,2779,1,1
org30explicit,ig_0212,103,140.55,130,0,0,-9.3825,7.7204,-5.43426136735097,10.0509216416622,1,2480,1,1
org30explicit,ig_0212,104,130.1,90,0,0,-7.7903,9.2515,-3.90976136735097,10.7679216416622,1,2440,1,1
org30explicit,ig_0212,105,64.487,50,0,0,5.182,10.858,10.334238632649,5.5792216416622,1,2819,1,1
org30explicit,ig_0212,106,82.433,50,0,0,1.5952,12.008,5.92763863264903,9.5069216416622,1,2799,1,1
org30explicit,ig_0212,107,142.32,130,0,0,-9.6046,7.4182,-6.93486136735097,11.1689216416622,1,2380,0,1
org30explicit,ig_0212,108,129.07,90,0,0,-7.6348,9.4045,-3.93356136735097,11.1689216416622,1,2400,0,1
org30explicit,ig_0212,235,82.242,50,0,0,1.6582,12.171,6.49933863264903,9.4779216416622,2,2840,1,1
org30explicit,ig_0212,236,142.48,130,0,0,-9.5904,7.3646,-8.10216136735097,10.1949216416622,2,1959,1,1
org30explicit,ig_0212,237,108.27,90,0,0,-3.7741,11.432,-2.48066136735097,11.1689216416622,2,2160,0,1
org30explicit,ig_0212,238,78.397,50,0,0,2.4447,11.906,5.78473863264903,11.1689216416622,2,2100,0,1
org30explicit,ig_0212,239,148.18,130,0,0,-10.225,6.3452,-9.22116136735097,7.3566216416622,2,1879,1,1
org30explicit,ig_0212,240,121.37,90,0,0,-6.2788,10.3,-1.59926136735097,11.1689216416622,2,2099,0,1
org30explicit,ig_0212,241,72.126,50,0,0,3.7771,11.712,7.07093863264903,10.6529216416622,2,2119,1,1
org30explicit,ig_0212,242,111.11,90,0,0,-4.375,11.33,-0.694161367350966,11.1689216416622,2,2198,0,1
org30explicit,ig_0212,243,137.49,130,0,0,-8.9035,8.1609,-6.95866136735097,11.1689216416622,2,2059,0,1
org30explicit,ig_0212,244,67.37,50,0,0,4.6239,11.092,11.167938632649,6.0952216416622,2,2259,1,1
org30explicit,ig_0212,245,107.12,90,0,0,-3.5628,11.567,2.68819863264903,11.1689216416622,2,2099,0,1
